arm,documents,keywords_total,keywords_per_document_mean,vocabulary,null_tokens,global_nodes,global_edges,global_density,global_components,global_lcc_nodes,global_lcc_fraction,global_lcc_edges,global_isolated_nodes,bb20_nodes,bb20_edges,bb20_density,bb20_components,bb20_lcc_nodes,bb20_lcc_fraction,bb20_lcc_edges,bb20_isolated_nodes,bb20_modularity,bb20_communities,bb5_nodes,bb5_edges,bb5_density,bb5_components,bb5_lcc_nodes,bb5_lcc_fraction,bb5_lcc_edges,bb5_isolated_nodes,bb5_modularity,bb5_communities
k=5,5000,24975,4.995,10249,18,10249,13247,0.0002522475298707766,3775,5692,0.5553712557322665,12353,3234,31,35,0.07526881720430108,1,31,1.0,35,0,0.34011616342443407,3,184,244,0.014492753623188406,2,182,0.9891304347826086,243,0,0.3703383582672394,7
