corpus_position,source_row_abs,EID_o_identificador,insumo_row,record_chars
6241,6241,2-s2.0-66849143691,6241,3055
6258,6258,2-s2.0-62149097987,6258,1601
6259,6259,2-s2.0-60449111950,6259,2256
6264,6264,2-s2.0-59249086047,6264,1769
6265,6265,2-s2.0-59149098947,6265,1155
6274,6274,2-s2.0-84924053573,6274,1814
6300,6300,2-s2.0-58249104214,6300,1009
6316,6316,2-s2.0-85147065948,6316,300
6326,6326,2-s2.0-85142814692,6326,878
6329,6329,2-s2.0-85141614759,6329,1231
6330,6330,2-s2.0-85126373534,6330,1118
6338,6338,2-s2.0-85078844452,6338,2493
6339,6339,2-s2.0-85076157271,6339,1963
6357,6357,2-s2.0-85029123538,6357,3943
6380,6380,2-s2.0-85029092757,6380,2118
6394,6394,2-s2.0-85029078764,6394,2364
6398,6398,2-s2.0-85029075411,6398,2313
6399,6399,2-s2.0-85029073980,6399,1445
6414,6414,2-s2.0-85029052815,6414,2991
6432,6432,2-s2.0-85029025991,6432,2093
6439,6439,2-s2.0-85024520079,6439,2584
6444,6444,2-s2.0-85016660346,6444,1078
6456,6456,2-s2.0-84938815868,6456,1695
6457,6457,2-s2.0-84938815327,6457,1955
6461,6461,2-s2.0-84938777574,6461,2465
6475,6475,2-s2.0-84925622840,6475,1236
6509,6509,2-s2.0-84876168119,6509,505
6514,6514,2-s2.0-84866388206,6514,1342
6527,6527,2-s2.0-84555215743,6527,1298
6529,6529,2-s2.0-80053075728,6529,1585
6561,6561,2-s2.0-77953680095,6561,1328
6570,6570,2-s2.0-77951432040,6570,1110
6572,6572,2-s2.0-77950766674,6572,1524
6581,6581,2-s2.0-77950196897,6581,1197
6583,6583,2-s2.0-77950151846,6583,2733
6599,6599,2-s2.0-71749114141,6599,1235
6614,6614,2-s2.0-70349662194,6614,688
6629,6629,2-s2.0-69449092494,6629,1294
6632,6632,2-s2.0-69349092124,6632,1042
6647,6647,2-s2.0-68149126531,6647,1043
6661,6661,2-s2.0-67649261622,6661,1150
6670,6670,2-s2.0-65349165833,6670,1103
6676,6676,2-s2.0-62449329314,6676,1435
6679,6679,2-s2.0-61849117508,6679,1189
6684,6684,2-s2.0-61449201833,6684,1663
6708,6708,2-s2.0-58649091310,6708,1355
6714,6714,2-s2.0-58149187989,6714,1811
6717,6717,2-s2.0-58149111235,6717,1007
6719,6719,2-s2.0-57849118847,6719,2266
6721,6721,2-s2.0-57849087241,6721,1753
6741,6741,2-s2.0-78649861670,6741,1091
6747,6747,2-s2.0-78649832392,6747,1745
6759,6759,2-s2.0-84900654411,6759,1540
6760,6760,2-s2.0-84900582206,6760,1388
6773,6773,2-s2.0-84892764298,6773,1225
6778,6778,2-s2.0-84892298416,6778,1416
6799,6799,2-s2.0-84886392194,6799,940
6810,6810,2-s2.0-84880556400,6810,1329
6826,6826,2-s2.0-84871567847,6826,813
6832,6832,2-s2.0-84868270284,6832,1143
6833,6833,2-s2.0-84867474730,6833,1348
6876,6876,2-s2.0-82755176691,6876,1468
6887,6887,2-s2.0-79961198425,6887,2250
6889,6889,2-s2.0-79960913862,6889,1660
6893,6893,2-s2.0-79960269087,6893,1347
6901,6901,2-s2.0-79959619340,6901,1819
6925,6925,2-s2.0-79956145107,6925,1370
6933,6933,2-s2.0-79953101870,6933,936
6935,6935,2-s2.0-79952860162,6935,1674
6947,6947,2-s2.0-79952071554,6947,1257
6962,6962,2-s2.0-79951913224,6962,1862
6965,6965,2-s2.0-79951889869,6965,1578
6993,6993,2-s2.0-78651439854,6993,1448
7000,7000,2-s2.0-78650705236,7000,389
7008,7008,2-s2.0-78650392881,7008,2231
7035,7035,2-s2.0-77958577735,7035,2545
7044,7044,2-s2.0-77951643023,7044,2801
7058,7058,2-s2.0-78149369495,7058,1167
7066,7066,2-s2.0-78049409606,7066,1221
7070,7070,2-s2.0-77958617156,7070,2177
7084,7084,2-s2.0-77958569292,7084,1919
7105,7105,2-s2.0-78649747479,7105,1598
7111,7111,2-s2.0-78349269824,7111,1617
7127,7127,2-s2.0-85024130470,7127,1791
7130,7130,2-s2.0-77958072058,7130,2063
7141,7141,2-s2.0-77957718353,7141,1013
7152,7152,2-s2.0-77957712716,7152,1050
7199,7199,2-s2.0-78449283974,7199,1399
7212,7212,2-s2.0-77955924958,7212,2524
7215,7215,2-s2.0-77956995101,7215,1760
7217,7217,2-s2.0-77956947339,7217,1331
7218,7218,2-s2.0-77956943506,7218,1752
7221,7221,2-s2.0-77956567131,7221,2054
7224,7224,2-s2.0-77956528812,7224,1210
7259,7259,2-s2.0-78650735233,7259,2000
7264,7264,2-s2.0-77958059102,7264,1987
7275,7275,2-s2.0-77956030131,7275,1375
7282,7282,2-s2.0-77956003356,7282,993
7288,7288,2-s2.0-77955869437,7288,1146
7334,7334,2-s2.0-77949658132,7334,1604
7338,7338,2-s2.0-77954948111,7338,1361
7351,7351,2-s2.0-84945657933,7351,2231
7355,7355,2-s2.0-77954682859,7355,1455
7358,7358,2-s2.0-77954787833,7358,340
7394,7394,2-s2.0-77955568680,7394,265
7398,7398,2-s2.0-77954350630,7398,2140
7401,7401,2-s2.0-77953970296,7401,1387
7418,7418,2-s2.0-79956185037,7418,2323
7423,7423,2-s2.0-77953222029,7423,1289
7434,7434,2-s2.0-79960411592,7434,1776
7453,7453,2-s2.0-77952703659,7453,603
7470,7470,2-s2.0-77952138617,7470,2369
7471,7471,2-s2.0-77952128314,7471,1933
7475,7475,2-s2.0-84886473302,7475,2052
7476,7476,2-s2.0-84867559928,7476,2261
7509,7509,2-s2.0-81255154931,7509,1575
7531,7531,2-s2.0-79960245727,7531,686
7532,7532,2-s2.0-79960244372,7532,1336
7538,7538,2-s2.0-79960214727,7538,851
7556,7556,2-s2.0-76349115128,7556,988
7564,7564,2-s2.0-77749280602,7564,506
7570,7570,2-s2.0-77956287744,7570,1271
7572,7572,2-s2.0-77649092989,7572,805
7573,7573,2-s2.0-84870852973,7573,1545
7585,7585,2-s2.0-77952556130,7585,1077
7588,7588,2-s2.0-77951811837,7588,1601
7599,7599,2-s2.0-77949568817,7599,1501
7618,7618,2-s2.0-77149136091,7618,325
7630,7630,2-s2.0-79959691260,7630,2184
7635,7635,2-s2.0-77951452729,7635,1145
7640,7640,2-s2.0-77949415674,7640,1498
7641,7641,2-s2.0-77649176620,7641,1993
7657,7657,2-s2.0-72149107561,7657,1088
7658,7658,2-s2.0-71549151596,7658,1425
7662,7662,2-s2.0-84900988675,7662,292
7683,7683,2-s2.0-85121888426,7683,863
7685,7685,2-s2.0-85121883297,7685,1320
7703,7703,2-s2.0-85061698801,7703,5364
7704,7704,2-s2.0-85060072589,7704,1402
7725,7725,2-s2.0-85029122866,7725,6744
7734,7734,2-s2.0-85029118068,7734,2358
7741,7741,2-s2.0-85029113432,7741,1788
7779,7779,2-s2.0-85029081729,7779,2693
7860,7860,2-s2.0-85029022351,7860,2842
7865,7865,2-s2.0-85024550939,7865,2079
7866,7866,2-s2.0-85024520018,7866,1770
7868,7868,2-s2.0-85016764511,7868,1975
7872,7872,2-s2.0-85008852659,7872,1012
7889,7889,2-s2.0-84938717612,7889,2839
7892,7892,2-s2.0-84938704441,7892,3695
7894,7894,2-s2.0-84938702082,7894,3434
7916,7916,2-s2.0-84904846183,7916,3942
7933,7933,2-s2.0-84896302503,7933,944
7937,7937,2-s2.0-84892433749,7937,221
7941,7941,2-s2.0-84886638528,7941,1358
7946,7946,2-s2.0-84873631978,7946,208
7954,7954,2-s2.0-84859787324,7954,1737
7955,7955,2-s2.0-84858694020,7955,1732
7958,7958,2-s2.0-84857568478,7958,222
7972,7972,2-s2.0-79960454776,7972,1946
7974,7974,2-s2.0-79960302619,7974,866
7996,7996,2-s2.0-79951569406,7996,1855
8001,8001,2-s2.0-78751552693,8001,1590
8011,8011,2-s2.0-78651253066,8011,1526
8018,8018,2-s2.0-78651236267,8018,2438
8020,8020,2-s2.0-78651234319,8020,1481
8023,8023,2-s2.0-78651231050,8023,1953
8027,8027,2-s2.0-78651226583,8027,1880
8032,8032,2-s2.0-78649761050,8032,1318
8036,8036,2-s2.0-78649592047,8036,1527
8054,8054,2-s2.0-77958525344,8054,1742
8055,8055,2-s2.0-77958520878,8055,951
8060,8060,2-s2.0-77958035567,8060,1478
8097,8097,2-s2.0-77954647315,8097,2531
8114,8114,2-s2.0-77953080353,8114,1358
8119,8119,2-s2.0-77953059122,8119,945
8138,8138,2-s2.0-77952319678,8138,2057
8145,8145,2-s2.0-77951785054,8145,1407
8161,8161,2-s2.0-77951074214,8161,1752
8180,8180,2-s2.0-72449142221,8180,1471
8195,8195,2-s2.0-84255184446,8195,789
8197,8197,2-s2.0-84255172025,8197,1094
8211,8211,2-s2.0-105002888374,8211,1932
8220,8220,2-s2.0-82655164367,8220,1394
8228,8228,2-s2.0-82455186158,8228,2593
8257,8257,2-s2.0-84895278905,8257,836
8261,8261,2-s2.0-84895206639,8261,1692
8278,8278,2-s2.0-84890232411,8278,1256
8287,8287,2-s2.0-84873696899,8287,826
8300,8300,2-s2.0-84870348566,8300,1520
8326,8326,2-s2.0-84864647192,8326,1431
8330,8330,2-s2.0-84864204363,8330,1695
8331,8331,2-s2.0-84864114110,8331,1991
8346,8346,2-s2.0-84863047804,8346,1518
8360,8360,2-s2.0-84860439555,8360,1601
8363,8363,2-s2.0-84860261998,8363,973
8365,8365,2-s2.0-84859882104,8365,1200
8397,8397,2-s2.0-84858767410,8397,1069
8417,8417,2-s2.0-84858269551,8417,2353
8423,8423,2-s2.0-84858256295,8423,1659
8461,8461,2-s2.0-84856351998,8461,2066
8471,8471,2-s2.0-84855769757,8471,1215
8484,8484,2-s2.0-82255166989,8484,1338
8489,8489,2-s2.0-80455129569,8489,2755
8494,8494,2-s2.0-80052283345,8494,1786
8515,8515,2-s2.0-81255203763,8515,1388
8522,8522,2-s2.0-80155125410,8522,2218
8524,8524,2-s2.0-84926394827,8524,1274
8529,8529,2-s2.0-84859400065,8529,1554
8534,8534,2-s2.0-84856753400,8534,1637
8560,8560,2-s2.0-80053057613,8560,1122
8570,8570,2-s2.0-84868518319,8570,1652
8589,8589,2-s2.0-84900306732,8589,1163
8603,8603,2-s2.0-84855548404,8603,1993
8604,8604,2-s2.0-82555190984,8604,2638
8608,8608,2-s2.0-80955145266,8608,1869
8614,8614,2-s2.0-80053521292,8614,1205
8620,8620,2-s2.0-80053043104,8620,1303
8623,8623,2-s2.0-80052790648,8623,1820
8631,8631,2-s2.0-79960963858,8631,452
8639,8639,2-s2.0-80053234250,8639,1916
8643,8643,2-s2.0-80052950856,8643,749
8647,8647,2-s2.0-84885746837,8647,844
8658,8658,2-s2.0-80052859017,8658,2163
8659,8659,2-s2.0-80052946330,8659,1074
8672,8672,2-s2.0-80052369429,8672,1020
8676,8676,2-s2.0-80052343033,8676,1639
8680,8680,2-s2.0-80052332564,8680,1299
8686,8686,2-s2.0-80052139512,8686,1443
8704,8704,2-s2.0-80053359480,8704,1828
8708,8708,2-s2.0-80052860764,8708,1967
8722,8722,2-s2.0-80052267638,8722,2057
8748,8748,2-s2.0-79960566728,8748,1291
8750,8750,2-s2.0-79960488777,8750,2001
8764,8764,2-s2.0-80051522960,8764,1382
8768,8768,2-s2.0-79961230601,8768,1459
8792,8792,2-s2.0-79961011967,8792,622
8796,8796,2-s2.0-79960835586,8796,1351
8801,8801,2-s2.0-79959995055,8801,2265
8828,8828,2-s2.0-79960279845,8828,1543
8829,8829,2-s2.0-79960272763,8829,1606
8830,8830,2-s2.0-79960270524,8830,1475
8834,8834,2-s2.0-79960219195,8834,1780
8840,8840,2-s2.0-79960142051,8840,2016
8842,8842,2-s2.0-79960084102,8842,1444
8868,8868,2-s2.0-79961222436,8868,1787
8876,8876,2-s2.0-79960196091,8876,1678
8879,8879,2-s2.0-79960037028,8879,1212
8883,8883,2-s2.0-79959570873,8883,1760
8896,8896,2-s2.0-79956303293,8896,1209
8901,8901,2-s2.0-79959503892,8901,1138
8912,8912,2-s2.0-79959216611,8912,1559
8915,8915,2-s2.0-79959207031,8915,1180
8916,8916,2-s2.0-79958862785,8916,1235
8954,8954,2-s2.0-79958774036,8954,1366
8959,8959,2-s2.0-79957955143,8959,912
8964,8964,2-s2.0-79956202571,8964,1297
8969,8969,2-s2.0-79955700184,8969,1730
8979,8979,2-s2.0-79957585615,8979,1290
9000,9000,2-s2.0-81155159677,9000,1293
9003,9003,2-s2.0-80053021264,9003,2001
9005,9005,2-s2.0-80051672954,9005,2592
9029,9029,2-s2.0-79952616678,9029,3796
9030,9030,2-s2.0-79952534584,9030,1054
9040,9040,2-s2.0-79954468691,9040,1847
9060,9060,2-s2.0-79958145016,9060,1253
9062,9062,2-s2.0-79957471891,9062,1813
9094,9094,2-s2.0-79953018646,9094,1636
9103,9103,2-s2.0-79953181270,9103,1863
9111,9111,2-s2.0-84861703802,9111,691
9113,9113,2-s2.0-82455255486,9113,1382
9118,9118,2-s2.0-80053056358,9118,1025
9137,9137,2-s2.0-79952507026,9137,1029
9140,9140,2-s2.0-79952281255,9140,1988
9166,9166,2-s2.0-79851494723,9166,498
9177,9177,2-s2.0-79955958039,9177,1526
9184,9184,2-s2.0-79952550324,9184,1666
9185,9185,2-s2.0-79951896168,9185,3732
9190,9190,2-s2.0-79251558762,9190,1524
9193,9193,2-s2.0-78650952254,9193,647
9201,9201,2-s2.0-78651390355,9201,2463
9202,9202,2-s2.0-78650983124,9202,553
9217,9217,2-s2.0-85115650492,9217,1003
9227,9227,2-s2.0-85085720368,9227,1533
9229,9229,2-s2.0-85081766980,9229,1160
9230,9230,2-s2.0-85078929838,9230,1536
9237,9237,2-s2.0-85067934538,9237,779
9250,9250,2-s2.0-85040927791,9250,1299
9276,9276,2-s2.0-85029117978,9276,3914
9279,9279,2-s2.0-85029116737,9279,2186
9288,9288,2-s2.0-85029111332,9288,2968
9307,9307,2-s2.0-85029094927,9307,3479
9317,9317,2-s2.0-85029089140,9317,3632
9332,9332,2-s2.0-85029080552,9332,1772
9385,9385,2-s2.0-85029035998,9385,2751
9407,9407,2-s2.0-85029023038,9407,1522
9410,9410,2-s2.0-85028660977,9410,210
9432,9432,2-s2.0-85011344716,9432,1642
9434,9434,2-s2.0-85011340395,9434,1534
9455,9455,2-s2.0-84946746565,9455,1018
9460,9460,2-s2.0-84945968917,9460,1484
9466,9466,2-s2.0-84945908749,9466,3487
9487,9487,2-s2.0-84923493077,9487,2319
9526,9526,2-s2.0-84885648794,9526,229
9530,9530,2-s2.0-84879831195,9530,1358
9537,9537,2-s2.0-84873565558,9537,2488
9551,9551,2-s2.0-84863421406,9551,1559
9556,9556,2-s2.0-84859517744,9556,1595
9575,9575,2-s2.0-84856161074,9575,1797
9586,9586,2-s2.0-84855184656,9586,1986
9593,9593,2-s2.0-81355164440,9593,6758
9594,9594,2-s2.0-81255142501,9594,2280
9614,9614,2-s2.0-80052608485,9614,1456
9633,9633,2-s2.0-79960815374,9633,2085
9651,9651,2-s2.0-79953715193,9651,1115
9658,9658,2-s2.0-79953235300,9658,964
9662,9662,2-s2.0-79952653270,9662,1107
9664,9664,2-s2.0-79952270057,9664,2106
9673,9673,2-s2.0-79551579130,9673,2305
9677,9677,2-s2.0-79551476550,9677,1550
9678,9678,2-s2.0-78951487299,9678,1293
9728,9728,2-s2.0-84871481355,9728,1350
9738,9738,2-s2.0-84870946173,9738,1189
9757,9757,2-s2.0-84899218947,9757,1306
9786,9786,2-s2.0-84885006180,9786,2094
9788,9788,2-s2.0-84883732960,9788,1817
9792,9792,2-s2.0-84883696426,9792,1374
9797,9797,2-s2.0-84883495752,9797,1792
9813,9813,2-s2.0-84878318009,9813,1784
9822,9822,2-s2.0-84876576854,9822,2212
9824,9824,2-s2.0-84876450394,9824,1632
9837,9837,2-s2.0-84874748829,9837,2781
9892,9892,2-s2.0-84872481503,9892,1494
9894,9894,2-s2.0-84872473995,9894,1656
9897,9897,2-s2.0-84872439932,9897,1903
9913,9913,2-s2.0-84871954897,9913,1483
9918,9918,2-s2.0-84871624609,9918,696
9938,9938,2-s2.0-84869072896,9938,715
9952,9952,2-s2.0-84869882470,9952,2831
9969,9969,2-s2.0-84869486449,9969,964
9974,9974,2-s2.0-105003522314,9974,186
9976,9976,2-s2.0-84868338856,9976,1799
9981,9981,2-s2.0-84868097352,9981,1382
10005,10005,2-s2.0-84868022604,10005,2611
10023,10023,2-s2.0-84863097294,10023,3028
10030,10030,2-s2.0-84867705687,10030,1140
10041,10041,2-s2.0-84867076777,10041,2364
10056,10056,2-s2.0-84873602295,10056,1098
10058,10058,2-s2.0-84872828847,10058,374
10116,10116,2-s2.0-84866644879,10116,1858
10134,10134,2-s2.0-84865730826,10134,1370
10139,10139,2-s2.0-84865656788,10139,1272
10167,10167,2-s2.0-84865415046,10167,1363
10168,10168,2-s2.0-105010783866,10168,2190
10169,10169,2-s2.0-84865369591,10169,1232
10180,10180,2-s2.0-84864925242,10180,1760
10183,10183,2-s2.0-84864614770,10183,3044
10196,10196,2-s2.0-84930582275,10196,1254
10198,10198,2-s2.0-84930578645,10198,627
10200,10200,2-s2.0-84926326056,10200,1573
10221,10221,2-s2.0-84884533405,10221,1466
10238,10238,2-s2.0-84865412798,10238,1115
10245,10245,2-s2.0-84864289735,10245,1121
10269,10269,2-s2.0-84864047625,10269,1159
10272,10272,2-s2.0-84863743344,10272,1048
10296,10296,2-s2.0-84869195703,10296,1547
10302,10302,2-s2.0-84864761517,10302,1684
10304,10304,2-s2.0-84864708403,10304,1271
10305,10305,2-s2.0-84864631576,10305,1530
10308,10308,2-s2.0-84864434992,10308,1854
10310,10310,2-s2.0-84863850516,10310,1978
10323,10323,2-s2.0-84863319358,10323,1609
10324,10324,2-s2.0-84863307682,10324,2442
10326,10326,2-s2.0-84863008039,10326,1310
10335,10335,2-s2.0-84861872919,10335,1466
10339,10339,2-s2.0-84861662751,10339,1771
10373,10373,2-s2.0-84864035505,10373,362
10378,10378,2-s2.0-84862643392,10378,1551
10381,10381,2-s2.0-84862597565,10381,1920
10384,10384,2-s2.0-84862564485,10384,1493
10387,10387,2-s2.0-84862508365,10387,1877
10388,10388,2-s2.0-84862191724,10388,1445
10389,10389,2-s2.0-84861818502,10389,2384
10390,10390,2-s2.0-84861772093,10390,1993
10393,10393,2-s2.0-84861676246,10393,310
10405,10405,2-s2.0-84860691333,10405,2165
10409,10409,2-s2.0-84860365626,10409,1724
10418,10418,2-s2.0-84861467988,10418,1310
10424,10424,2-s2.0-84862093747,10424,1558
10426,10426,2-s2.0-84861009043,10426,1236
10427,10427,2-s2.0-84861008029,10427,2194
10432,10432,2-s2.0-84860803653,10432,1069
10433,10433,2-s2.0-84860795334,10433,1671
10471,10471,2-s2.0-84859268147,10471,1366
10477,10477,2-s2.0-84859264437,10477,1564
10483,10483,2-s2.0-84857058435,10483,1636
10501,10501,2-s2.0-84859207553,10501,1499
10509,10509,2-s2.0-84887536111,10509,2087
10520,10520,2-s2.0-84859709906,10520,2022
10542,10542,2-s2.0-84858965593,10542,1004
10545,10545,2-s2.0-84858957290,10545,2346
10554,10554,2-s2.0-84858322243,10554,1938
10567,10567,2-s2.0-84861507985,10567,1439
10568,10568,2-s2.0-84860990841,10568,1186
10570,10570,2-s2.0-84859625009,10570,1131
10574,10574,2-s2.0-84859336805,10574,1987
10581,10581,2-s2.0-84858665151,10581,1180
10592,10592,2-s2.0-84858205301,10592,1345
10615,10615,2-s2.0-84857250441,10615,686
10623,10623,2-s2.0-84934323732,10623,727
10642,10642,2-s2.0-84860868995,10642,1809
10656,10656,2-s2.0-84857013637,10656,2593
10659,10659,2-s2.0-84856430978,10659,1867
10675,10675,2-s2.0-84855317010,10675,1924
10713,10713,2-s2.0-85122348113,10713,4640
10732,10732,2-s2.0-85072507257,10732,2465
10751,10751,2-s2.0-85068091346,10751,1623
10763,10763,2-s2.0-85042119746,10763,916
10772,10772,2-s2.0-85030988675,10772,1352
10774,10774,2-s2.0-85030155245,10774,1093
10781,10781,2-s2.0-85029121121,10781,3640
10802,10802,2-s2.0-85029110966,10802,3044
10808,10808,2-s2.0-85029105913,10808,2504
10816,10816,2-s2.0-85029102292,10816,4213
10855,10855,2-s2.0-85029071591,10855,2413
10859,10859,2-s2.0-85029067877,10859,2833
10862,10862,2-s2.0-85029065694,10862,1993
10870,10870,2-s2.0-85029061308,10870,3257
10879,10879,2-s2.0-85029051720,10879,2423
10887,10887,2-s2.0-85029046101,10887,3558
10895,10895,2-s2.0-85029037360,10895,3101
10909,10909,2-s2.0-85029025597,10909,3190
10912,10912,2-s2.0-85029023804,10912,3220
10930,10930,2-s2.0-85015829433,10930,2808
10939,10939,2-s2.0-84996564238,10939,1218
10947,10947,2-s2.0-84967162535,10947,2250
10967,10967,2-s2.0-84947899894,10967,2018
10969,10969,2-s2.0-84946894310,10969,2250
10973,10973,2-s2.0-84941330015,10973,684
10975,10975,2-s2.0-84941264989,10975,898
11023,11023,2-s2.0-84912559085,11023,1382
11025,11025,2-s2.0-84911103032,11025,1683
11036,11036,2-s2.0-84904697512,11036,1705
11064,11064,2-s2.0-84888074268,11064,1883
11077,11077,2-s2.0-84881049397,11077,328
11079,11079,2-s2.0-84879473486,11079,1720
11095,11095,2-s2.0-84874995206,11095,1445
11104,11104,2-s2.0-84872320637,11104,942
11120,11120,2-s2.0-84871539094,11120,1711
11125,11125,2-s2.0-84870837791,11125,3589
11126,11126,2-s2.0-84870652972,11126,1756
11130,11130,2-s2.0-84870322525,11130,2474
11135,11135,2-s2.0-84869835353,11135,993
11138,11138,2-s2.0-84869804111,11138,1229
11146,11146,2-s2.0-84867924181,11146,1088
11148,11148,2-s2.0-84867680301,11148,1591
11149,11149,2-s2.0-84867554330,11149,1405
11150,11150,2-s2.0-84867388492,11150,1068
11160,11160,2-s2.0-84866423906,11160,1250
11162,11162,2-s2.0-84866075289,11162,980
11173,11173,2-s2.0-84865061361,11173,1855
11195,11195,2-s2.0-84863938812,11195,1801
11200,11200,2-s2.0-84863860241,11200,3627
11217,11217,2-s2.0-84863678862,11217,2522
11236,11236,2-s2.0-84861791127,11236,1376
11242,11242,2-s2.0-84861133760,11242,1250
11245,11245,2-s2.0-84860893949,11245,1887
11253,11253,2-s2.0-84860127359,11253,1039
11255,11255,2-s2.0-84859761369,11255,1521
11261,11261,2-s2.0-84859318804,11261,2230
11264,11264,2-s2.0-84858591824,11264,2453
11293,11293,2-s2.0-84855849578,11293,3343
11298,11298,2-s2.0-84855216581,11298,2499
11326,11326,2-s2.0-105012528621,11326,1622
11328,11328,2-s2.0-105012500496,11328,2391
11332,11332,2-s2.0-105011922887,11332,1436
11338,11338,2-s2.0-105010999502,11338,1592
11360,11360,2-s2.0-84889787819,11360,2348
11365,11365,2-s2.0-84892389132,11365,2697
11368,11368,2-s2.0-84888990233,11368,2033
11385,11385,2-s2.0-84898255711,11385,1233
11394,11394,2-s2.0-84896743587,11394,1389
11398,11398,2-s2.0-84895262793,11398,5839
11401,11401,2-s2.0-84894252360,11401,1209
11414,11414,2-s2.0-84893683058,11414,2557
11415,11415,2-s2.0-84893609024,11415,1577
11432,11432,2-s2.0-84893260132,11432,1459
11441,11441,2-s2.0-84893093786,11441,1869
11442,11442,2-s2.0-84893050493,11442,1266
11446,11446,2-s2.0-84892908521,11446,1449
11451,11451,2-s2.0-84892754620,11451,1691
11454,11454,2-s2.0-84892712122,11454,1825
11458,11458,2-s2.0-84892655293,11458,1510
11483,11483,2-s2.0-84890607411,11483,1094
11496,11496,2-s2.0-84889262523,11496,1746
11506,11506,2-s2.0-84888434906,11506,824
11543,11543,2-s2.0-84887425867,11543,1458
11547,11547,2-s2.0-84887197779,11547,1689
11563,11563,2-s2.0-84929662119,11563,1383
11574,11574,2-s2.0-84888410683,11574,1529
11584,11584,2-s2.0-84887330573,11584,1958
11587,11587,2-s2.0-84886916188,11587,1218
11603,11603,2-s2.0-84884978477,11603,2194
11604,11604,2-s2.0-84884292430,11604,1988
11607,11607,2-s2.0-84944883901,11607,1703
11612,11612,2-s2.0-84886517898,11612,985
11617,11617,2-s2.0-84886481374,11617,1950
11618,11618,2-s2.0-84886474387,11618,1096
11621,11621,2-s2.0-84886076376,11621,1551
11627,11627,2-s2.0-84886903924,11627,2074
11628,11628,2-s2.0-84886881044,11628,1405
11638,11638,2-s2.0-84885349458,11638,1387
11640,11640,2-s2.0-84885232518,11640,1349
11642,11642,2-s2.0-84885218151,11642,2023
11654,11654,2-s2.0-84884718159,11654,1438
11657,11657,2-s2.0-84958536537,11657,1141
11666,11666,2-s2.0-84887193792,11666,1738
11667,11667,2-s2.0-84886391076,11667,1392
11688,11688,2-s2.0-84884586257,11688,1261
11698,11698,2-s2.0-84883813502,11698,2281
11722,11722,2-s2.0-84884341471,11722,1302
11731,11731,2-s2.0-84884336814,11731,2717
11739,11739,2-s2.0-84884334045,11739,2443
11745,11745,2-s2.0-84884329530,11745,2255
11757,11757,2-s2.0-84884321665,11757,3821
11772,11772,2-s2.0-84884312772,11772,1875
11809,11809,2-s2.0-84884200089,11809,2003
11810,11810,2-s2.0-84884195782,11810,1522
11814,11814,2-s2.0-84883730161,11814,1368
11816,11816,2-s2.0-84883633860,11816,2311
11826,11826,2-s2.0-84883383568,11826,1519
11828,11828,2-s2.0-84883297445,11828,1533
11831,11831,2-s2.0-84883894434,11831,2254
11858,11858,2-s2.0-84883322112,11858,1166
11861,11861,2-s2.0-84882718509,11861,1943
11874,11874,2-s2.0-84881050251,11874,1360
11888,11888,2-s2.0-84880062287,11888,1588
11889,11889,2-s2.0-84879651297,11889,1801
11891,11891,2-s2.0-84945351242,11891,1161
11901,11901,2-s2.0-84882593542,11901,1801
11904,11904,2-s2.0-84882241877,11904,1536
11922,11922,2-s2.0-84881020537,11922,1434
11944,11944,2-s2.0-84880858704,11944,1128
11952,11952,2-s2.0-84921434586,11952,1294
11992,11992,2-s2.0-84880330765,11992,1304
11998,11998,2-s2.0-84879930360,11998,1010
12013,12013,2-s2.0-84883446561,12013,1430
12019,12019,2-s2.0-84880104534,12019,1759
12022,12022,2-s2.0-84880051146,12022,2061
12024,12024,2-s2.0-85021344814,12024,1603
12041,12041,2-s2.0-84879667109,12041,1417
12057,12057,2-s2.0-85020058369,12057,1247
12072,12072,2-s2.0-84879621246,12072,1224
12091,12091,2-s2.0-84958983740,12091,2356
