source_row_abs,EID_o_identificador,parsed_keyword_count,clean_keyword_count,included_in_reference_corpus,exclusion_reason
8260,2-s2.0-84895229435,5,5,True,
8261,2-s2.0-84895206639,5,5,True,
8262,2-s2.0-84895202390,5,5,True,
8263,2-s2.0-84893000422,5,5,True,
8264,2-s2.0-84892981610,5,5,True,
8265,2-s2.0-84892980218,5,5,True,
8266,2-s2.0-84892940868,5,5,True,
8267,2-s2.0-84892904655,5,5,True,
8268,2-s2.0-84892903025,5,5,True,
8269,2-s2.0-84892700623,5,5,True,
8270,2-s2.0-84892314410,5,5,True,
8271,2-s2.0-84892287276,5,5,True,
8272,2-s2.0-84892269077,5,5,True,
8273,2-s2.0-84892242408,5,5,True,
8274,2-s2.0-84892209018,5,5,True,
8275,2-s2.0-84892102358,5,5,True,
8276,2-s2.0-84892039568,4,4,True,
8277,2-s2.0-84892008185,5,5,True,
8278,2-s2.0-84890232411,5,5,True,
8279,2-s2.0-84883559056,5,5,True,
8280,2-s2.0-84883120346,5,5,True,
8281,2-s2.0-84883104115,5,5,True,
8282,2-s2.0-84882701059,5,5,True,
8283,2-s2.0-84881473199,5,5,True,
8284,2-s2.0-84881453035,5,5,True,
8285,2-s2.0-84880627551,5,5,True,
8286,2-s2.0-84874739475,5,5,True,
8287,2-s2.0-84873696899,5,5,True,
8288,2-s2.0-84873692447,5,5,True,
8289,2-s2.0-84873689803,5,5,True,
8290,2-s2.0-84873676236,5,5,True,
8291,2-s2.0-84873659965,5,5,True,
8292,2-s2.0-84873653115,5,5,True,
8293,2-s2.0-84873651360,5,5,True,
8294,2-s2.0-84873633431,5,5,True,
8295,2-s2.0-84873627817,5,5,True,
8296,2-s2.0-84872588912,5,5,True,
8297,2-s2.0-84872535417,5,5,True,
8298,2-s2.0-84870821805,5,5,True,
8299,2-s2.0-84870813747,5,5,True,
8300,2-s2.0-84870348566,5,5,True,
8301,2-s2.0-84870310415,5,5,True,
8302,2-s2.0-84867477442,5,5,True,
8303,2-s2.0-84867469089,5,5,True,
8304,2-s2.0-84867468511,5,5,True,
8305,2-s2.0-84867462372,5,5,True,
8306,2-s2.0-84867454313,5,5,True,
8307,2-s2.0-84867438908,5,5,True,
8308,2-s2.0-84867319226,5,5,True,
8309,2-s2.0-84867271657,5,5,True,
8310,2-s2.0-84867129151,5,5,True,
8311,2-s2.0-84867118981,5,5,True,
8312,2-s2.0-84866264337,5,5,True,
8313,2-s2.0-84866076418,5,5,True,
8314,2-s2.0-84865677334,5,5,True,
8315,2-s2.0-84865642180,5,5,True,
8316,2-s2.0-84865489631,5,5,True,
8317,2-s2.0-84865442999,5,5,True,
8318,2-s2.0-84865096627,5,5,True,
8319,2-s2.0-84865091512,5,5,True,
8320,2-s2.0-84865085016,5,5,True,
8321,2-s2.0-84865071183,5,5,True,
8322,2-s2.0-84864913284,5,5,True,
8323,2-s2.0-84864886559,5,5,True,
8324,2-s2.0-84864677928,5,5,True,
8325,2-s2.0-84864664748,5,5,True,
8326,2-s2.0-84864647192,5,5,True,
8327,2-s2.0-84864644033,5,5,True,
8328,2-s2.0-84864266845,5,5,True,
8329,2-s2.0-84864221190,5,5,True,
8330,2-s2.0-84864204363,5,5,True,
8331,2-s2.0-84864114110,5,5,True,
8332,2-s2.0-84864103204,5,5,True,
8333,2-s2.0-84864094439,5,5,True,
8334,2-s2.0-84864092106,5,5,True,
8335,2-s2.0-84864089039,5,5,True,
8336,2-s2.0-84864083132,5,5,True,
8337,2-s2.0-84864056487,5,5,True,
8338,2-s2.0-84864055579,5,5,True,
8339,2-s2.0-84863824290,5,5,True,
8340,2-s2.0-84863675685,5,5,True,
8341,2-s2.0-84863601346,5,5,True,
8342,2-s2.0-84863581682,5,5,True,
8343,2-s2.0-84863246225,5,5,True,
8344,2-s2.0-84863077679,5,5,True,
8345,2-s2.0-84863067054,5,5,True,
8346,2-s2.0-84863047804,5,5,True,
8347,2-s2.0-84863030684,5,5,True,
8348,2-s2.0-84862667114,5,5,True,
8349,2-s2.0-84862293506,5,5,True,
8350,2-s2.0-84862126500,5,5,True,
8351,2-s2.0-84861038842,5,5,True,
8352,2-s2.0-84861004927,5,5,True,
8353,2-s2.0-84860877134,5,5,True,
8354,2-s2.0-84860479169,5,5,True,
8355,2-s2.0-84860464127,5,5,True,
8356,2-s2.0-84860463417,5,5,True,
8357,2-s2.0-84860456259,5,5,True,
8358,2-s2.0-84860454465,5,5,True,
8359,2-s2.0-84860444691,5,5,True,
8360,2-s2.0-84860439555,5,5,True,
8361,2-s2.0-84860431461,5,5,True,
8362,2-s2.0-84860353298,5,5,True,
8363,2-s2.0-84860261998,5,5,True,
8364,2-s2.0-84860200712,5,5,True,
8365,2-s2.0-84859882104,5,5,True,
8366,2-s2.0-84859746613,5,5,True,
8367,2-s2.0-84859738101,5,5,True,
8368,2-s2.0-84859735708,5,5,True,
8369,2-s2.0-84859544291,5,5,True,
8370,2-s2.0-84859412891,5,5,True,
8371,2-s2.0-84859381944,5,5,True,
8372,2-s2.0-84859337664,5,5,True,
8373,2-s2.0-84859264283,5,5,True,
8374,2-s2.0-84859139578,5,5,True,
8375,2-s2.0-84859132886,5,5,True,
8376,2-s2.0-84859044636,5,5,True,
8377,2-s2.0-84858975852,5,5,True,
8378,2-s2.0-84858952945,5,5,True,
8379,2-s2.0-84858952472,5,5,True,
8380,2-s2.0-84858810786,5,5,True,
8381,2-s2.0-84858791313,5,5,True,
8382,2-s2.0-84858787729,5,5,True,
8383,2-s2.0-84858784395,5,5,True,
8384,2-s2.0-84858780144,5,5,True,
8385,2-s2.0-84858779304,5,5,True,
8386,2-s2.0-84858778404,5,5,True,
8387,2-s2.0-84858778003,5,5,True,
8388,2-s2.0-84858777595,5,5,True,
8389,2-s2.0-84858777569,5,5,True,
8390,2-s2.0-84858776519,4,4,True,
8391,2-s2.0-84858776512,5,5,True,
8392,2-s2.0-84858773035,5,5,True,
8393,2-s2.0-84858771529,5,5,True,
8394,2-s2.0-84858770448,5,5,True,
8395,2-s2.0-84858769737,5,5,True,
8396,2-s2.0-84858768946,5,5,True,
8397,2-s2.0-84858767410,5,5,True,
8398,2-s2.0-84858766521,5,5,True,
8399,2-s2.0-84858764474,5,5,True,
8400,2-s2.0-84858763838,5,5,True,
8401,2-s2.0-84858762689,5,5,True,
8402,2-s2.0-84858761475,5,5,True,
8403,2-s2.0-84858759997,5,5,True,
8404,2-s2.0-84858759722,5,5,True,
8405,2-s2.0-84858758705,5,5,True,
8406,2-s2.0-84858758200,5,5,True,
8407,2-s2.0-84858756876,5,5,True,
8408,2-s2.0-84858755737,5,5,True,
8409,2-s2.0-84858606891,5,5,True,
8410,2-s2.0-84858430187,5,5,True,
8411,2-s2.0-84858427852,5,5,True,
8412,2-s2.0-84858418861,5,5,True,
8413,2-s2.0-84858402356,5,5,True,
8414,2-s2.0-84858375996,5,5,True,
8415,2-s2.0-84858328635,5,5,True,
8416,2-s2.0-84858314556,5,5,True,
8417,2-s2.0-84858269551,5,5,True,
8418,2-s2.0-84858260817,5,5,True,
8419,2-s2.0-84858260649,5,5,True,
8420,2-s2.0-84858259387,5,5,True,
8421,2-s2.0-84858257144,5,5,True,
8422,2-s2.0-84858256364,5,5,True,
8423,2-s2.0-84858256295,5,5,True,
8424,2-s2.0-84858241826,5,5,True,
8425,2-s2.0-84858234189,5,5,True,
8426,2-s2.0-84858228420,5,5,True,
8427,2-s2.0-84858227011,5,5,True,
8428,2-s2.0-84858225440,5,5,True,
8429,2-s2.0-84858223711,5,5,True,
8430,2-s2.0-84858222986,5,5,True,
8431,2-s2.0-84858220878,5,5,True,
8432,2-s2.0-84858215562,5,5,True,
8433,2-s2.0-84858199053,5,5,True,
8434,2-s2.0-84858176751,5,5,True,
8435,2-s2.0-84858163867,5,5,True,
8436,2-s2.0-84858163000,5,5,True,
8437,2-s2.0-84858162436,5,5,True,
8438,2-s2.0-84857593873,5,5,True,
8439,2-s2.0-84857569353,5,5,True,
8440,2-s2.0-84857552658,5,5,True,
8441,2-s2.0-84857508499,5,5,True,
8442,2-s2.0-84857479829,5,5,True,
8443,2-s2.0-84857467756,5,5,True,
8444,2-s2.0-84857430251,5,5,True,
8445,2-s2.0-84857418729,5,5,True,
8446,2-s2.0-84857311135,5,5,True,
8447,2-s2.0-84857306042,5,5,True,
8448,2-s2.0-84857304601,5,5,True,
8449,2-s2.0-84857126533,5,5,True,
8450,2-s2.0-84857041414,5,5,True,
8451,2-s2.0-84856974601,5,5,True,
8452,2-s2.0-84856837452,5,5,True,
8453,2-s2.0-84856750463,5,5,True,
8454,2-s2.0-84856742759,5,5,True,
8455,2-s2.0-84856658738,5,5,True,
8456,2-s2.0-84856524846,5,5,True,
8457,2-s2.0-84856509628,5,5,True,
8458,2-s2.0-84856466359,5,5,True,
8459,2-s2.0-84856444511,5,5,True,
8460,2-s2.0-84856421729,5,5,True,
8461,2-s2.0-84856351998,5,5,True,
8462,2-s2.0-84856185488,5,5,True,
8463,2-s2.0-84856152160,5,5,True,
8464,2-s2.0-84856133991,5,5,True,
8465,2-s2.0-84856132923,5,5,True,
8466,2-s2.0-84856017084,5,5,True,
8467,2-s2.0-84856016320,5,5,True,
8468,2-s2.0-84855868990,5,5,True,
8469,2-s2.0-84855810975,5,5,True,
8470,2-s2.0-84855771398,5,5,True,
8471,2-s2.0-84855769757,5,5,True,
8472,2-s2.0-84855708648,5,5,True,
8473,2-s2.0-84855551752,5,5,True,
8474,2-s2.0-84855237742,5,5,True,
8475,2-s2.0-84855226061,5,5,True,
8476,2-s2.0-84555195871,5,5,True,
8477,2-s2.0-84555178742,5,5,True,
8478,2-s2.0-84555177781,5,5,True,
8479,2-s2.0-84255163141,5,5,True,
8480,2-s2.0-84255163139,5,5,True,
8481,2-s2.0-83855160776,5,5,True,
8482,2-s2.0-82955235566,5,5,True,
8483,2-s2.0-82655177099,5,5,True,
8484,2-s2.0-82255166989,5,5,True,
8485,2-s2.0-81455142232,5,5,True,
8486,2-s2.0-81155139011,5,5,True,
8487,2-s2.0-81155134970,5,5,True,
8488,2-s2.0-81055141110,5,5,True,
8489,2-s2.0-80455129569,5,5,True,
8490,2-s2.0-80255140345,5,5,True,
8491,2-s2.0-80255138755,5,5,True,
8492,2-s2.0-80255123789,5,5,True,
8493,2-s2.0-80052551417,5,5,True,
8494,2-s2.0-80052283345,5,5,True,
8495,2-s2.0-80052277766,5,5,True,
8496,2-s2.0-80051697650,5,5,True,
8497,2-s2.0-79960877343,5,5,True,
8498,2-s2.0-79960876297,5,5,True,
8499,2-s2.0-79960863770,5,5,True,
8500,2-s2.0-79960248788,5,5,True,
8501,2-s2.0-79960232978,5,5,True,
8502,2-s2.0-79960205892,5,5,True,
8503,2-s2.0-79952595544,5,5,True,
8504,2-s2.0-78751623285,5,5,True,
8505,2-s2.0-80054060996,5,5,True,
8506,2-s2.0-81855228054,5,5,True,
8507,2-s2.0-81855185907,5,5,True,
8508,2-s2.0-81855181603,5,5,True,
8509,2-s2.0-81855174519,5,5,True,
8510,2-s2.0-81855167426,5,5,True,
8511,2-s2.0-81555222818,5,5,True,
8512,2-s2.0-81355163277,5,5,True,
8513,2-s2.0-81355142763,5,5,True,
8514,2-s2.0-81355132306,5,5,True,
8515,2-s2.0-81255203763,5,5,True,
8516,2-s2.0-81255143521,5,5,True,
8517,2-s2.0-81155152137,5,5,True,
8518,2-s2.0-80755142890,5,5,True,
8519,2-s2.0-81055155680,5,5,True,
8520,2-s2.0-80455174838,5,5,True,
8521,2-s2.0-80455123867,5,5,True,
8522,2-s2.0-80155125410,5,5,True,
8523,2-s2.0-105003522103,5,5,True,
8524,2-s2.0-84926394827,5,5,True,
8525,2-s2.0-80055067186,5,5,True,
8526,2-s2.0-84869460479,5,5,True,
8527,2-s2.0-84865078433,5,5,True,
8528,2-s2.0-84862849568,5,5,True,
8529,2-s2.0-84859400065,5,5,True,
8530,2-s2.0-84859299191,5,5,True,
8531,2-s2.0-84859083119,5,5,True,
8532,2-s2.0-84858306324,5,5,True,
8533,2-s2.0-84856764811,5,5,True,
8534,2-s2.0-84856753400,5,5,True,
8535,2-s2.0-84855507307,5,5,True,
8536,2-s2.0-84855250826,5,5,True,
8537,2-s2.0-84855229360,5,5,True,
8538,2-s2.0-84055197783,5,5,True,
8539,2-s2.0-84055191490,5,5,True,
8540,2-s2.0-84055182887,5,5,True,
8541,2-s2.0-83455223737,5,5,True,
8542,2-s2.0-82055187211,5,5,True,
8543,2-s2.0-81855198152,5,5,True,
8544,2-s2.0-81255152278,5,5,True,
8545,2-s2.0-81255144418,5,5,True,
8546,2-s2.0-80755128960,5,5,True,
8547,2-s2.0-80455144837,5,5,True,
8548,2-s2.0-80055016467,5,5,True,
8549,2-s2.0-80054984178,5,5,True,
8550,2-s2.0-80053969733,5,5,True,
8551,2-s2.0-80053644027,5,5,True,
8552,2-s2.0-80053557374,5,5,True,
8553,2-s2.0-80053549393,5,5,True,
8554,2-s2.0-80053523084,5,5,True,
8555,2-s2.0-80053461765,5,5,True,
8556,2-s2.0-80053326638,5,5,True,
8557,2-s2.0-80053315476,5,5,True,
8558,2-s2.0-80053307080,5,5,True,
8559,2-s2.0-80053130031,5,5,True,
8560,2-s2.0-80053057613,5,5,True,
8561,2-s2.0-80052848320,5,5,True,
8562,2-s2.0-79958251477,5,5,True,
8563,2-s2.0-79956274770,5,5,True,
8564,2-s2.0-84856332330,5,5,True,
8565,2-s2.0-80054950215,5,5,True,
8566,2-s2.0-81255208469,4,4,True,
8567,2-s2.0-80055089070,5,5,True,
8568,2-s2.0-80055083659,5,5,True,
8569,2-s2.0-80054850369,5,5,True,
8570,2-s2.0-84868518319,5,5,True,
8571,2-s2.0-80054113549,5,5,True,
8572,2-s2.0-80054097306,5,5,True,
8573,2-s2.0-80054039619,5,5,True,
8574,2-s2.0-80054035709,5,5,True,
8575,2-s2.0-80054035294,5,5,True,
8576,2-s2.0-80054034072,5,5,True,
8577,2-s2.0-80054033631,5,5,True,
8578,2-s2.0-80054030171,5,5,True,
8579,2-s2.0-80054029319,5,5,True,
8580,2-s2.0-80054027948,5,5,True,
8581,2-s2.0-80054026525,5,5,True,
8582,2-s2.0-80054014118,5,5,True,
8583,2-s2.0-80053979661,5,5,True,
8584,2-s2.0-80053614293,5,5,True,
8585,2-s2.0-80053527204,5,5,True,
8586,2-s2.0-80053505322,5,5,True,
8587,2-s2.0-80053359677,5,5,True,
8588,2-s2.0-84956775052,5,5,True,
8589,2-s2.0-84900306732,5,5,True,
8590,2-s2.0-84888401094,5,5,True,
8591,2-s2.0-84883458687,5,5,True,
8592,2-s2.0-84880816742,5,5,True,
8593,2-s2.0-84867475187,5,5,True,
8594,2-s2.0-84867466046,5,5,True,
8595,2-s2.0-84862501899,5,5,True,
8596,2-s2.0-84860525640,5,5,True,
8597,2-s2.0-84859324086,5,5,True,
8598,2-s2.0-84859147990,5,5,True,
8599,2-s2.0-84859073889,5,5,True,
8600,2-s2.0-84858659366,5,5,True,
8601,2-s2.0-84856336153,5,5,True,
8602,2-s2.0-84856302857,5,5,True,
8603,2-s2.0-84855548404,5,5,True,
8604,2-s2.0-82555190984,5,5,True,
8605,2-s2.0-81455155630,5,5,True,
8606,2-s2.0-81255188094,5,5,True,
8607,2-s2.0-81055139717,5,5,True,
8608,2-s2.0-80955145266,5,5,True,
8609,2-s2.0-80054008763,5,5,True,
8610,2-s2.0-80053973331,5,5,True,
8611,2-s2.0-80053957640,5,5,True,
8612,2-s2.0-80053548367,5,5,True,
8613,2-s2.0-80053535859,5,5,True,
8614,2-s2.0-80053521292,5,5,True,
8615,2-s2.0-80053472691,5,5,True,
8616,2-s2.0-80053464226,5,5,True,
8617,2-s2.0-80053452244,5,5,True,
8618,2-s2.0-80053340202,5,5,True,
8619,2-s2.0-80053335067,5,5,True,
8620,2-s2.0-80053043104,5,5,True,
8621,2-s2.0-80052998811,5,5,True,
8622,2-s2.0-80052964005,5,5,True,
8623,2-s2.0-80052790648,5,5,True,
8624,2-s2.0-80052694129,5,5,True,
8625,2-s2.0-80052641129,5,5,True,
8626,2-s2.0-80052312899,5,5,True,
8627,2-s2.0-80052266613,5,5,True,
8628,2-s2.0-80052204911,5,5,True,
8629,2-s2.0-80051670513,5,5,True,
8630,2-s2.0-80051547867,5,5,True,
8631,2-s2.0-79960963858,5,5,True,
8632,2-s2.0-79960300571,5,5,True,
8633,2-s2.0-84949765552,5,5,True,
8634,2-s2.0-80053197555,5,5,True,
8635,2-s2.0-105010992559,5,5,True,
8636,2-s2.0-80053165778,5,5,True,
8637,2-s2.0-80053107473,5,5,True,
8638,2-s2.0-80053099083,5,5,True,
8639,2-s2.0-80053234250,5,5,True,
8640,2-s2.0-80053011666,5,5,True,
8641,2-s2.0-80052987391,5,5,True,
8642,2-s2.0-80052983905,5,5,True,
8643,2-s2.0-80052950856,5,5,True,
8644,2-s2.0-80052937504,5,5,True,
8645,2-s2.0-80052886705,5,5,True,
8646,2-s2.0-80052884611,5,5,True,
8647,2-s2.0-84885746837,5,5,True,
8648,2-s2.0-84885708786,5,5,True,
8649,2-s2.0-84949569836,5,5,True,
8650,2-s2.0-80052772458,5,5,True,
8651,2-s2.0-80052762910,5,5,True,
8652,2-s2.0-80052744716,5,5,True,
8653,2-s2.0-80052740868,5,5,True,
8654,2-s2.0-80052740338,5,5,True,
8655,2-s2.0-80052728668,5,5,True,
8656,2-s2.0-80052719876,5,5,True,
8657,2-s2.0-84917450576,5,5,True,
8658,2-s2.0-80052859017,5,5,True,
8659,2-s2.0-80052946330,5,5,True,
8660,2-s2.0-80052513776,5,5,True,
8661,2-s2.0-80052494445,5,5,True,
8662,2-s2.0-80052389604,5,5,True,
8663,2-s2.0-80052389016,5,5,True,
8664,2-s2.0-80052387137,5,5,True,
8665,2-s2.0-80052385133,5,5,True,
8666,2-s2.0-80052381497,5,5,True,
8667,2-s2.0-80052381468,5,5,True,
8668,2-s2.0-80052378696,5,5,True,
8669,2-s2.0-80052377763,5,5,True,
8670,2-s2.0-80052376724,5,5,True,
8671,2-s2.0-80052376057,5,5,True,
8672,2-s2.0-80052369429,5,5,True,
8673,2-s2.0-80052364311,5,5,True,
8674,2-s2.0-80052348680,5,5,True,
8675,2-s2.0-80052343556,5,5,True,
8676,2-s2.0-80052343033,5,5,True,
8677,2-s2.0-84891583487,5,5,True,
8678,2-s2.0-80052339265,5,5,True,
8679,2-s2.0-80052333895,5,5,True,
8680,2-s2.0-80052332564,5,5,True,
8681,2-s2.0-80052327309,5,5,True,
8682,2-s2.0-80052317714,5,5,True,
8683,2-s2.0-80052302947,5,5,True,
8684,2-s2.0-80052279752,5,5,True,
8685,2-s2.0-85102504452,5,5,True,
8686,2-s2.0-80052139512,5,5,True,
8687,2-s2.0-84879477532,5,5,True,
8688,2-s2.0-84867011511,5,5,True,
8689,2-s2.0-84863932316,5,5,True,
8690,2-s2.0-84859365685,5,5,True,
8691,2-s2.0-84858592044,5,5,True,
8692,2-s2.0-84858245421,5,5,True,
8693,2-s2.0-84857867809,5,5,True,
8694,2-s2.0-84856133136,5,5,True,
8695,2-s2.0-84855295807,5,5,True,
8696,2-s2.0-81755164742,5,5,True,
8697,2-s2.0-80355130269,5,5,True,
8698,2-s2.0-80053576972,5,5,True,
8699,2-s2.0-80053576636,5,5,True,
8700,2-s2.0-80053575345,5,5,True,
8701,2-s2.0-80053568995,5,5,True,
8702,2-s2.0-80053536966,5,5,True,
8703,2-s2.0-80053480228,5,5,True,
8704,2-s2.0-80053359480,5,5,True,
8705,2-s2.0-80053218757,5,5,True,
8706,2-s2.0-80053076982,5,5,True,
8707,2-s2.0-80052993270,5,5,True,
8708,2-s2.0-80052860764,5,5,True,
8709,2-s2.0-80052836930,5,5,True,
8710,2-s2.0-80052811772,5,5,True,
8711,2-s2.0-80052601229,5,5,True,
8712,2-s2.0-80052600660,5,5,True,
8713,2-s2.0-80052575236,5,5,True,
8714,2-s2.0-80052485159,5,5,True,
8715,2-s2.0-80052445108,5,5,True,
8716,2-s2.0-80052413214,5,5,True,
8717,2-s2.0-80052400548,5,5,True,
8718,2-s2.0-80052397844,5,5,True,
8719,2-s2.0-80052396440,5,5,True,
8720,2-s2.0-80052392955,5,5,True,
8721,2-s2.0-80052288535,5,5,True,
8722,2-s2.0-80052267638,5,5,True,
8723,2-s2.0-80052259474,5,5,True,
8724,2-s2.0-80052255390,5,5,True,
8725,2-s2.0-80052244723,5,5,True,
8726,2-s2.0-80052134623,5,5,True,
8727,2-s2.0-80052123682,5,5,True,
8728,2-s2.0-80052123325,5,5,True,
8729,2-s2.0-80052122037,5,5,True,
8730,2-s2.0-80052110514,5,5,True,
8731,2-s2.0-80052097321,5,5,True,
8732,2-s2.0-80051953801,5,5,True,
8733,2-s2.0-80051943942,5,5,True,
8734,2-s2.0-80051938363,5,5,True,
8735,2-s2.0-80051594932,5,5,True,
8736,2-s2.0-80051528058,5,5,True,
8737,2-s2.0-80051473541,5,5,True,
8738,2-s2.0-80051470933,5,5,True,
8739,2-s2.0-79961244767,5,5,True,
8740,2-s2.0-79961182003,5,5,True,
8741,2-s2.0-79961126602,5,5,True,
8742,2-s2.0-79961030159,5,5,True,
8743,2-s2.0-79961021251,5,5,True,
8744,2-s2.0-79960986079,5,5,True,
8745,2-s2.0-79960973023,5,5,True,
8746,2-s2.0-79960897386,5,5,True,
8747,2-s2.0-79960737168,5,5,True,
8748,2-s2.0-79960566728,5,5,True,
8749,2-s2.0-79960520290,5,5,True,
8750,2-s2.0-79960488777,5,5,True,
8751,2-s2.0-79958288367,5,5,True,
8752,2-s2.0-79955105426,5,5,True,
8753,2-s2.0-79952988444,5,5,True,
8754,2-s2.0-79751531680,5,5,True,
8755,2-s2.0-80053261219,5,5,True,
8756,2-s2.0-80051984058,5,5,True,
8757,2-s2.0-80051760415,5,5,True,
8758,2-s2.0-80052047641,5,5,True,
8759,2-s2.0-80051894946,5,5,True,
8760,2-s2.0-80051863052,5,5,True,
8761,2-s2.0-80051647274,5,5,True,
8762,2-s2.0-80051600905,5,5,True,
8763,2-s2.0-80051579770,5,5,True,
8764,2-s2.0-80051522960,5,5,True,
8765,2-s2.0-79961239257,5,5,True,
8766,2-s2.0-79961192903,5,5,True,
8767,2-s2.0-79961041728,5,5,True,
8768,2-s2.0-79961230601,5,5,True,
8769,2-s2.0-84961358759,5,5,True,
8770,2-s2.0-79960865003,5,5,True,
8771,2-s2.0-79960863063,5,5,True,
8772,2-s2.0-84884341479,5,5,True,
8773,2-s2.0-84867478755,5,5,True,
8774,2-s2.0-84867457966,5,5,True,
8775,2-s2.0-84867454311,5,5,True,
8776,2-s2.0-84867453001,5,5,True,
8777,2-s2.0-83455179965,5,5,True,
8778,2-s2.0-82355190967,5,5,True,
8779,2-s2.0-82355190961,5,5,True,
8780,2-s2.0-82355188315,5,5,True,
8781,2-s2.0-82355165180,5,5,True,
8782,2-s2.0-80054038958,5,5,True,
8783,2-s2.0-80053463734,5,5,True,
8784,2-s2.0-80052943572,5,5,True,
8785,2-s2.0-80052226367,5,5,True,
8786,2-s2.0-80052210498,5,5,True,
8787,2-s2.0-80052146859,5,5,True,
8788,2-s2.0-80051806581,5,5,True,
8789,2-s2.0-80051700082,5,5,True,
8790,2-s2.0-80051677684,5,5,True,
8791,2-s2.0-79961015133,5,5,True,
8792,2-s2.0-79961011967,5,5,True,
8793,2-s2.0-79960981352,5,5,True,
8794,2-s2.0-79960837211,5,5,True,
8795,2-s2.0-79960836528,5,5,True,
8796,2-s2.0-79960835586,5,5,True,
8797,2-s2.0-79960834324,5,5,True,
8798,2-s2.0-79960777042,5,5,True,
8799,2-s2.0-79960568337,5,5,True,
8800,2-s2.0-79960203731,5,5,True,
8801,2-s2.0-79959995055,5,5,True,
8802,2-s2.0-79959734485,5,5,True,
8803,2-s2.0-79959733510,5,5,True,
8804,2-s2.0-79959729318,5,5,True,
8805,2-s2.0-85024088466,5,5,True,
8806,2-s2.0-79960593681,5,5,True,
8807,2-s2.0-79960591792,5,5,True,
8808,2-s2.0-79960589456,5,5,True,
8809,2-s2.0-79960541311,5,5,True,
8810,2-s2.0-79960529835,5,5,True,
8811,2-s2.0-79960526995,5,5,True,
8812,2-s2.0-79960523284,5,5,True,
8813,2-s2.0-79960507054,5,5,True,
8814,2-s2.0-79960482867,5,5,True,
8815,2-s2.0-79960482803,5,5,True,
8816,2-s2.0-79960472382,5,5,True,
8817,2-s2.0-79960435509,5,5,True,
8818,2-s2.0-79960422230,5,5,True,
8819,2-s2.0-79960412411,5,5,True,
8820,2-s2.0-79960390473,5,5,True,
8821,2-s2.0-79960336710,5,5,True,
8822,2-s2.0-79960325267,5,5,True,
8823,2-s2.0-79960317966,5,5,True,
8824,2-s2.0-79960296482,5,5,True,
8825,2-s2.0-79960294574,5,5,True,
8826,2-s2.0-79960290420,5,5,True,
8827,2-s2.0-79960286175,5,5,True,
8828,2-s2.0-79960279845,5,5,True,
8829,2-s2.0-79960272763,5,5,True,
8830,2-s2.0-79960270524,5,5,True,
8831,2-s2.0-79960245377,5,5,True,
8832,2-s2.0-79960244377,5,5,True,
8833,2-s2.0-79960230922,5,5,True,
8834,2-s2.0-79960219195,5,5,True,
8835,2-s2.0-79960212872,5,5,True,
8836,2-s2.0-79960212028,5,5,True,
8837,2-s2.0-79960211974,5,5,True,
8838,2-s2.0-79960512970,5,5,True,
8839,2-s2.0-79960188729,5,5,True,
8840,2-s2.0-79960142051,5,5,True,
8841,2-s2.0-79960106029,5,5,True,
8842,2-s2.0-79960084102,5,5,True,
8843,2-s2.0-79960078231,5,5,True,
8844,2-s2.0-79960063312,5,5,True,
8845,2-s2.0-79960034980,5,5,True,
8846,2-s2.0-79959933606,5,5,True,
8847,2-s2.0-80052358460,5,5,True,
8848,2-s2.0-85064435646,5,5,True,
8849,2-s2.0-85064430497,5,5,True,
8850,2-s2.0-85057459190,5,5,True,
8851,2-s2.0-85044995512,5,5,True,
8852,2-s2.0-85042066090,5,5,True,
8853,2-s2.0-84883462824,5,5,True,
8854,2-s2.0-84867477770,5,5,True,
8855,2-s2.0-84867469894,5,5,True,
8856,2-s2.0-84867463186,5,5,True,
8857,2-s2.0-84860732152,5,5,True,
8858,2-s2.0-84860420881,5,5,True,
8859,2-s2.0-84859355918,5,5,True,
8860,2-s2.0-84859326919,5,5,True,
8861,2-s2.0-82655182205,5,5,True,
8862,2-s2.0-80054857878,5,5,True,
8863,2-s2.0-80054023848,5,5,True,
8864,2-s2.0-80052849222,5,5,True,
8865,2-s2.0-80052681297,5,5,True,
8866,2-s2.0-80052364265,5,5,True,
8867,2-s2.0-80051544560,5,5,True,
8868,2-s2.0-79961222436,5,5,True,
8869,2-s2.0-79961219566,5,5,True,
8870,2-s2.0-79960906826,5,5,True,
8871,2-s2.0-79960774422,5,5,True,
8872,2-s2.0-79960587896,5,5,True,
8873,2-s2.0-79960473275,5,5,True,
8874,2-s2.0-79960415094,5,5,True,
8875,2-s2.0-79960297164,5,5,True,
8876,2-s2.0-79960196091,5,5,True,
8877,2-s2.0-79960070473,5,5,True,
8878,2-s2.0-79960050814,5,5,True,
8879,2-s2.0-79960037028,5,5,True,
8880,2-s2.0-79959836993,5,5,True,
8881,2-s2.0-79959573848,5,5,True,
8882,2-s2.0-79959573701,5,5,True,
8883,2-s2.0-79959570873,5,5,True,
8884,2-s2.0-79959511079,5,5,True,
8885,2-s2.0-79959507312,5,5,True,
8886,2-s2.0-79959495168,5,5,True,
8887,2-s2.0-79959494699,5,5,True,
8888,2-s2.0-79959336068,5,5,True,
8889,2-s2.0-79959288416,5,5,True,
8890,2-s2.0-79958856104,5,5,True,
8891,2-s2.0-79958813953,5,5,True,
8892,2-s2.0-79958053035,5,5,True,
