method,row_abs,doc_id,gt_n,pred_n,jaccard_lex,soft_recall,soft_precision,soft_f1,soft_mean_max,global_sem_sim
tfidf,196,118,21,5,0.0,0.09523809523809523,0.4,0.15384615384615385,0.5344882607460022,0.6735477447509766
tfidf,197,1180,5,5,0.25,0.6,0.6,0.6,0.7500381469726562,0.7877993583679199
tfidf,198,1181,9,5,0.0,0.4444444444444444,0.4,0.4210526315789474,0.5976005792617798,0.5176633596420288
tfidf,199,1182,11,5,0.14285714285714285,0.36363636363636365,0.8,0.5000000000000001,0.7337119579315186,0.7724962830543518
tfidf,200,1183,6,5,0.2222222222222222,0.3333333333333333,0.8,0.47058823529411764,0.7407000660896301,0.8359665274620056
tfidf,201,1184,7,5,0.0,0.2857142857142857,0.4,0.3333333333333333,0.5799145698547363,0.6765170097351074
tfidf,202,1185,16,5,0.05,0.0625,0.6,0.11320754716981132,0.5284581184387207,0.5274558067321777
tfidf,203,1186,9,5,0.0,0.2222222222222222,0.6,0.32432432432432434,0.5879151821136475,0.5646816492080688
tfidf,204,1187,7,5,0.09090909090909091,0.14285714285714285,0.2,0.16666666666666666,0.4673510789871216,0.620431661605835
tfidf,205,1188,12,5,0.0,0.16666666666666666,0.4,0.23529411764705882,0.46945351362228394,0.50975102186203
tfidf,206,1189,5,5,0.1111111111111111,0.2,0.2,0.20000000000000004,0.554338276386261,0.6128931641578674
tfidf,207,119,12,5,0.0625,0.5833333333333334,1.0,0.7368421052631579,0.7716981172561646,0.6929765343666077
tfidf,208,1190,8,5,0.0,0.5,0.4,0.4444444444444445,0.6591395139694214,0.7604551315307617
tfidf,209,1191,10,5,0.15384615384615385,0.5,0.8,0.6153846153846154,0.7424192428588867,0.8272905945777893
tfidf,210,1192,7,5,0.0,0.2857142857142857,0.6,0.3870967741935483,0.6895923614501953,0.7793270349502563
tfidf,211,1193,15,5,0.0,0.13333333333333333,0.8,0.2285714285714286,0.5961374044418335,0.5971372127532959
tfidf,212,1194,7,5,0.09090909090909091,0.5714285714285714,0.6,0.5853658536585366,0.7518824934959412,0.6973249912261963
tfidf,213,1195,11,5,0.0,0.18181818181818182,0.4,0.25000000000000006,0.5666992664337158,0.6818885207176208
tfidf,214,1196,12,5,0.0,0.4166666666666667,0.6,0.49180327868852464,0.612971842288971,0.5712025165557861
tfidf,215,1197,10,5,0.0,0.0,0.0,0.0,0.49104398488998413,0.4669637978076935
tfidf,216,1198,8,5,0.0,0.375,0.8,0.5106382978723405,0.7148517370223999,0.6844164729118347
tfidf,217,1199,8,5,0.0,0.125,0.4,0.19047619047619047,0.5022211670875549,0.5395216941833496
tfidf,218,12,8,5,0.08333333333333333,0.375,0.6,0.4615384615384615,0.6920117735862732,0.6995285153388977
tfidf,219,120,22,5,0.038461538461538464,0.2727272727272727,0.8,0.4067796610169491,0.6823757886886597,0.7225905656814575
tfidf,220,1200,14,5,0.11764705882352941,0.35714285714285715,1.0,0.5263157894736842,0.716396689414978,0.6908208727836609
tfidf,221,1201,7,5,0.09090909090909091,0.14285714285714285,0.6,0.23076923076923073,0.6495103240013123,0.7891013026237488
tfidf,222,1202,8,5,0.0,0.5,0.6,0.5454545454545454,0.6914129853248596,0.7508620619773865
