insumo_row,eid,matches_published
16529,2-s2.0-85038819641,True
16530,2-s2.0-85035001205,True
16531,2-s2.0-85034458405,True
16532,2-s2.0-85032980137,True
16533,2-s2.0-85032962060,True
16534,2-s2.0-85032944002,True
16535,2-s2.0-85032656255,True
16536,2-s2.0-85032328360,True
16537,2-s2.0-85032117792,True
16538,2-s2.0-85030264862,True
16539,2-s2.0-85030112395,True
16540,2-s2.0-85030106005,True
16541,2-s2.0-85030087986,True
16542,2-s2.0-85029415446,True
16543,2-s2.0-85029029718,True
16544,2-s2.0-85028133396,True
16545,2-s2.0-85027468764,True
16546,2-s2.0-85026831010,True
16547,2-s2.0-85026640354,True
16548,2-s2.0-85026624847,True
16549,2-s2.0-85026554735,True
16550,2-s2.0-85022066677,True
16551,2-s2.0-85020642582,True
16552,2-s2.0-85020124381,True
16553,2-s2.0-85018935765,True
16554,2-s2.0-85018906179,True
16555,2-s2.0-85018902418,True
16556,2-s2.0-85018902345,True
16557,2-s2.0-85018900004,True
16558,2-s2.0-85018889012,True
16559,2-s2.0-85018886277,True
16560,2-s2.0-85018882481,True
16561,2-s2.0-85018880728,True
16562,2-s2.0-85018876339,True
16563,2-s2.0-85018866047,True
16564,2-s2.0-85018856156,True
16565,2-s2.0-85018820585,True
16566,2-s2.0-85018773632,True
16567,2-s2.0-85018494877,True
16568,2-s2.0-85018318260,True
16569,2-s2.0-85017650468,True
16570,2-s2.0-85017645128,True
16571,2-s2.0-85017633457,True
16572,2-s2.0-85017624163,True
16573,2-s2.0-85017619104,True
16574,2-s2.0-85017602865,True
16575,2-s2.0-85017596291,True
16576,2-s2.0-85017573425,True
16577,2-s2.0-85017572830,True
16578,2-s2.0-85015915533,True
16579,2-s2.0-85015548426,True
16580,2-s2.0-85014836140,True
16581,2-s2.0-85013645091,True
16582,2-s2.0-85013030362,True
16583,2-s2.0-85012173187,True
16584,2-s2.0-85011629254,True
16585,2-s2.0-85011294466,True
16586,2-s2.0-85009997653,True
16587,2-s2.0-85009951590,True
16588,2-s2.0-85008947592,True
16589,2-s2.0-85008474184,True
16590,2-s2.0-85007390764,True
16591,2-s2.0-85007375858,True
16592,2-s2.0-85006508389,True
16593,2-s2.0-85006507569,True
16594,2-s2.0-85006489583,True
16595,2-s2.0-85006486808,True
16596,2-s2.0-85006380744,True
16597,2-s2.0-85006377273,True
16598,2-s2.0-85006372705,True
16599,2-s2.0-85005944405,True
16600,2-s2.0-85002954098,True
16601,2-s2.0-85000502325,True
16602,2-s2.0-85000400154,True
16603,2-s2.0-84998961904,True
16604,2-s2.0-84996546711,True
16605,2-s2.0-84994613942,True
16606,2-s2.0-84994236047,True
16607,2-s2.0-84993810442,True
16608,2-s2.0-84993783328,True
16609,2-s2.0-84993730797,True
16610,2-s2.0-84993660878,True
16611,2-s2.0-84991817667,True
16612,2-s2.0-84991720753,True
16613,2-s2.0-84991720717,True
16614,2-s2.0-84991704923,True
16615,2-s2.0-84991696455,True
16616,2-s2.0-84991669603,True
16617,2-s2.0-84991660613,True
16618,2-s2.0-84991632892,True
16619,2-s2.0-84991585284,True
16620,2-s2.0-84991577468,True
16621,2-s2.0-84991250535,True
16622,2-s2.0-84991205382,True
16623,2-s2.0-84990936335,True
16624,2-s2.0-84989171957,True
16625,2-s2.0-84989160292,True
16626,2-s2.0-84988255619,True
16627,2-s2.0-84986631546,True
16628,2-s2.0-84986003676,True
16629,2-s2.0-84985026371,True
16630,2-s2.0-84983683561,True
16631,2-s2.0-84983656117,True
16632,2-s2.0-84983361480,True
16633,2-s2.0-84983247122,True
16634,2-s2.0-84983146249,True
16635,2-s2.0-84983001785,True
16636,2-s2.0-84982994845,True
16637,2-s2.0-84982913028,True
16638,2-s2.0-84982893295,True
16639,2-s2.0-84982683656,True
16640,2-s2.0-84981729477,True
16641,2-s2.0-84981714792,True
16642,2-s2.0-84981526527,True
16643,2-s2.0-84980599581,True
16644,2-s2.0-84977542275,True
16645,2-s2.0-84977151119,True
16646,2-s2.0-84977142942,True
16647,2-s2.0-84977142300,True
16648,2-s2.0-84977139526,True
16649,2-s2.0-84977125817,True
16650,2-s2.0-84977109055,True
16651,2-s2.0-84977103402,True
16652,2-s2.0-84977074000,True
16653,2-s2.0-84977071260,True
16654,2-s2.0-84976589540,True
16655,2-s2.0-84976417453,True
16656,2-s2.0-84976367297,True
16657,2-s2.0-84976359033,True
16658,2-s2.0-84973442711,True
16659,2-s2.0-84973428557,True
16660,2-s2.0-84973334475,True
16661,2-s2.0-84973102905,True
16662,2-s2.0-84971506893,True
16663,2-s2.0-84971441035,True
16664,2-s2.0-84971280507,True
16665,2-s2.0-84971231483,True
16666,2-s2.0-84970023330,True
16667,2-s2.0-84969951881,True
16668,2-s2.0-84969863392,True
16669,2-s2.0-84969802914,True
16670,2-s2.0-84969528844,True
16671,2-s2.0-84969508712,True
16672,2-s2.0-84969220111,True
16673,2-s2.0-84969189205,True
16674,2-s2.0-84969172328,True
16675,2-s2.0-84969145241,True
16676,2-s2.0-84969135656,True
16677,2-s2.0-84968928650,True
16678,2-s2.0-84968927991,True
16679,2-s2.0-84968919404,True
16680,2-s2.0-84968918511,True
16681,2-s2.0-84968911891,True
16682,2-s2.0-84968902002,True
16683,2-s2.0-84968884411,True
16684,2-s2.0-84968880434,True
16685,2-s2.0-84968877351,True
16686,2-s2.0-84968854056,True
16687,2-s2.0-84968833688,True
16688,2-s2.0-84968831723,True
16689,2-s2.0-84968830648,True
16690,2-s2.0-84968813818,True
16691,2-s2.0-84968813328,True
16692,2-s2.0-84968791346,True
16693,2-s2.0-84968784382,True
16694,2-s2.0-84968764287,True
16695,2-s2.0-84968758001,True
16696,2-s2.0-84968756827,True
16697,2-s2.0-84968747338,True
16698,2-s2.0-84968732943,True
16699,2-s2.0-84968724838,True
16700,2-s2.0-84968724780,True
16701,2-s2.0-84968719104,True
16702,2-s2.0-84967584900,True
16703,2-s2.0-84965421447,True
16704,2-s2.0-84964969173,True
16705,2-s2.0-84964940639,True
16706,2-s2.0-84964844670,True
16707,2-s2.0-84964330937,True
16708,2-s2.0-84964054252,True
16709,2-s2.0-84964038755,True
16710,2-s2.0-84964030989,True
16711,2-s2.0-84963603678,True
16712,2-s2.0-84963594576,True
16713,2-s2.0-84963548587,True
16714,2-s2.0-84963543099,True
16715,2-s2.0-84963540075,True
16716,2-s2.0-84962787592,True
16717,2-s2.0-84962778260,True
16718,2-s2.0-84962771962,True
16719,2-s2.0-84962764865,True
16720,2-s2.0-84962749969,True
16721,2-s2.0-84962718412,True
16722,2-s2.0-84962709170,True
16723,2-s2.0-84962695004,True
16724,2-s2.0-84962689301,True
16725,2-s2.0-84962677886,True
16726,2-s2.0-84962318489,True
16727,2-s2.0-84961919076,True
16728,2-s2.0-84961848419,True
16729,2-s2.0-84961774442,True
16730,2-s2.0-84961176378,True
16731,2-s2.0-84960364784,True
16732,2-s2.0-84960353591,True
16733,2-s2.0-84960172802,True
16734,2-s2.0-84960155657,True
16735,2-s2.0-84960123707,True
16736,2-s2.0-84960119500,True
16737,2-s2.0-84960117146,True
16738,2-s2.0-84960102209,True
16739,2-s2.0-84959902286,True
16740,2-s2.0-84959550383,True
16741,2-s2.0-84959321791,True
16742,2-s2.0-84959164486,True
16743,2-s2.0-84958984933,True
16744,2-s2.0-84958980011,True
16745,2-s2.0-84958956569,True
16746,2-s2.0-84958720593,True
16747,2-s2.0-84958701491,True
16748,2-s2.0-84958700993,True
16749,2-s2.0-84958700481,True
16750,2-s2.0-84958692735,True
16751,2-s2.0-84958692482,True
16752,2-s2.0-84958692439,True
16753,2-s2.0-84958159917,True
16754,2-s2.0-84958068600,True
16755,2-s2.0-84957706438,True
16756,2-s2.0-84957683901,True
16757,2-s2.0-84957664906,True
16758,2-s2.0-84957608358,True
16759,2-s2.0-84957597481,True
16760,2-s2.0-84957589694,True
16761,2-s2.0-84957582588,True
16762,2-s2.0-84957576101,True
16763,2-s2.0-84957564400,True
16764,2-s2.0-84957556258,True
16765,2-s2.0-84957544887,True
16766,2-s2.0-84957540027,True
16767,2-s2.0-84957535998,True
16768,2-s2.0-84957085016,True
16769,2-s2.0-84956847680,True
16770,2-s2.0-84956811573,True
16771,2-s2.0-84956770050,True
16772,2-s2.0-84956762237,True
16773,2-s2.0-84956738971,True
16774,2-s2.0-84956737179,True
16775,2-s2.0-84956675137,True
16776,2-s2.0-84956499625,True
16777,2-s2.0-84956467143,True
16778,2-s2.0-84955696133,True
16779,2-s2.0-84955645649,True
16780,2-s2.0-84955616020,True
16781,2-s2.0-84955605422,True
16782,2-s2.0-84955578335,True
16783,2-s2.0-84955484407,True
16784,2-s2.0-84955388297,True
16785,2-s2.0-84955379580,True
16786,2-s2.0-84955167356,True
16787,2-s2.0-84955162799,True
16788,2-s2.0-84955154926,True
16789,2-s2.0-84955150646,True
16790,2-s2.0-84955147255,True
16791,2-s2.0-84955133154,True
16792,2-s2.0-84955130837,True
16793,2-s2.0-84955122994,True
16794,2-s2.0-84955053554,True
16795,2-s2.0-84954559303,True
16796,2-s2.0-84954551493,True
16797,2-s2.0-84954485945,True
16798,2-s2.0-84954476981,True
16799,2-s2.0-84954475784,True
16800,2-s2.0-84954474149,True
16801,2-s2.0-84954245215,True
16802,2-s2.0-84954193023,True
16803,2-s2.0-84954113231,True
16804,2-s2.0-84954042456,True
16805,2-s2.0-84954028137,True
16806,2-s2.0-84954026910,True
16807,2-s2.0-84953881524,True
16808,2-s2.0-84953875736,True
16809,2-s2.0-84953869464,True
16810,2-s2.0-84953864872,True
16811,2-s2.0-84953863959,True
16812,2-s2.0-84953853369,True
16813,2-s2.0-84953740864,True
16814,2-s2.0-84953636619,True
16815,2-s2.0-84953382137,True
16816,2-s2.0-84953324540,True
16817,2-s2.0-84953257082,True
16818,2-s2.0-84953221592,True
16819,2-s2.0-84953203932,True
16820,2-s2.0-84952772503,True
16821,2-s2.0-84952720067,True
16822,2-s2.0-84952700920,True
16823,2-s2.0-84952685405,True
16824,2-s2.0-84952668446,True
16825,2-s2.0-84952646207,True
16826,2-s2.0-84952325604,True
16827,2-s2.0-84952309508,True
16828,2-s2.0-84952012334,True
16829,2-s2.0-84951937768,True
16830,2-s2.0-84951766936,True
16831,2-s2.0-84951181823,True
16832,2-s2.0-84951131784,True
16833,2-s2.0-84951029927,True
16834,2-s2.0-84950248829,True
16835,2-s2.0-84950246617,True
16836,2-s2.0-84950238986,True
16837,2-s2.0-84950160206,True
16838,2-s2.0-84950160149,True
16839,2-s2.0-84950139325,True
16840,2-s2.0-84950133175,True
16841,2-s2.0-84950114793,True
16842,2-s2.0-84949814140,True
16843,2-s2.0-84949787923,True
16844,2-s2.0-84949644166,True
16845,2-s2.0-84949549163,True
16846,2-s2.0-84949516946,True
16847,2-s2.0-84949205011,True
16848,2-s2.0-84949114122,True
16849,2-s2.0-84949058371,True
16850,2-s2.0-84949035233,True
16851,2-s2.0-84949034332,True
16852,2-s2.0-84949033325,True
16853,2-s2.0-84949009425,True
16854,2-s2.0-84949009088,True
16855,2-s2.0-84949009013,True
16856,2-s2.0-84948974784,True
16857,2-s2.0-84948776589,True
16858,2-s2.0-84948774641,True
16859,2-s2.0-84948773211,True
16860,2-s2.0-84948767681,True
16861,2-s2.0-84948759048,True
16862,2-s2.0-84948754221,True
16863,2-s2.0-84948749483,True
16864,2-s2.0-84948743155,True
16865,2-s2.0-84948742771,True
16866,2-s2.0-84948658731,True
16867,2-s2.0-84948184469,True
16868,2-s2.0-84948181687,True
16869,2-s2.0-84948176687,True
16870,2-s2.0-84948176180,True
16871,2-s2.0-84948171169,True
16872,2-s2.0-84948165222,True
16873,2-s2.0-84948150675,True
16874,2-s2.0-84948136064,True
16875,2-s2.0-84948135075,True
16876,2-s2.0-84948126736,True
16877,2-s2.0-84947926040,True
16878,2-s2.0-84947914118,True
16879,2-s2.0-84947910040,True
16880,2-s2.0-84947906088,True
16881,2-s2.0-84947708940,True
16882,2-s2.0-84947605134,True
16883,2-s2.0-84947591688,True
16884,2-s2.0-84947560329,True
16885,2-s2.0-84947555239,True
16886,2-s2.0-84947438793,True
16887,2-s2.0-84947425960,True
16888,2-s2.0-84947311249,True
16889,2-s2.0-84947294597,True
16890,2-s2.0-84947275155,True
16891,2-s2.0-84947238796,True
16892,2-s2.0-84947237199,True
16893,2-s2.0-84947092907,True
16894,2-s2.0-84947078301,True
16895,2-s2.0-84947075219,True
16896,2-s2.0-84947071932,True
16897,2-s2.0-84947064777,True
16898,2-s2.0-84946950151,True
16899,2-s2.0-84946921308,True
16900,2-s2.0-84946915367,True
16901,2-s2.0-84946903862,True
16902,2-s2.0-84946900896,True
16903,2-s2.0-84946782402,True
16904,2-s2.0-84946725505,True
16905,2-s2.0-84946714389,True
16906,2-s2.0-84946433568,True
16907,2-s2.0-84946431677,True
16908,2-s2.0-84946409068,True
16909,2-s2.0-84946163988,True
16910,2-s2.0-84945935018,True
16911,2-s2.0-84945908897,True
16912,2-s2.0-84945902265,True
16913,2-s2.0-84945549500,True
16914,2-s2.0-84945397460,True
16915,2-s2.0-84945268457,True
16916,2-s2.0-84945268103,True
16917,2-s2.0-84945162409,True
16918,2-s2.0-84945157825,True
16919,2-s2.0-84945156602,True
16920,2-s2.0-84945156331,True
16921,2-s2.0-84945156112,True
16922,2-s2.0-84945152328,True
16923,2-s2.0-84945134824,True
16924,2-s2.0-84945133564,True
16925,2-s2.0-84945133363,True
16926,2-s2.0-84945131662,True
16927,2-s2.0-84945130142,True
16928,2-s2.0-84945117405,True
16929,2-s2.0-84945115308,True
16930,2-s2.0-84944880839,True
16931,2-s2.0-84944790161,True
16932,2-s2.0-84944755149,True
16933,2-s2.0-84944711881,True
16934,2-s2.0-84944710819,True
16935,2-s2.0-84944710094,True
16936,2-s2.0-84944705634,True
16937,2-s2.0-84944685123,True
16938,2-s2.0-84944631289,True
16939,2-s2.0-84944629327,True
16940,2-s2.0-84944625391,True
16941,2-s2.0-84944610380,True
16942,2-s2.0-84944606700,True
16943,2-s2.0-84944605956,True
16944,2-s2.0-84944596858,True
16945,2-s2.0-84944584487,True
16946,2-s2.0-84944577869,True
16947,2-s2.0-84944569810,True
16948,2-s2.0-84944565810,True
16949,2-s2.0-84944560692,True
16950,2-s2.0-84944559858,True
16951,2-s2.0-84944543767,True
16952,2-s2.0-84944530433,True
16953,2-s2.0-84944525203,True
16954,2-s2.0-84944519601,True
16955,2-s2.0-84944459980,True
16956,2-s2.0-84944383470,True
16957,2-s2.0-84944382043,True
16958,2-s2.0-84944327964,True
16959,2-s2.0-84944324137,True
16960,2-s2.0-84944234743,True
16961,2-s2.0-84944145417,True
16962,2-s2.0-84944076451,True
16963,2-s2.0-84944068820,True
16964,2-s2.0-84944045834,True
16965,2-s2.0-84943804208,True
16966,2-s2.0-84943800510,True
16967,2-s2.0-84943799520,True
16968,2-s2.0-84943778003,True
16969,2-s2.0-84943775595,True
16970,2-s2.0-84943771669,True
16971,2-s2.0-84943752391,True
16972,2-s2.0-84943749782,True
16973,2-s2.0-84943745054,True
16974,2-s2.0-84943621693,True
16975,2-s2.0-84943540877,True
16976,2-s2.0-84943539707,True
16977,2-s2.0-84943537724,True
16978,2-s2.0-84943530121,True
16979,2-s2.0-84943528207,True
16980,2-s2.0-84943427654,True
16981,2-s2.0-84943427051,True
16982,2-s2.0-84943419765,True
16983,2-s2.0-84943399689,True
16984,2-s2.0-84943387021,True
16985,2-s2.0-84943382393,True
16986,2-s2.0-84943373503,True
16987,2-s2.0-84943328934,True
16988,2-s2.0-84943327775,True
16989,2-s2.0-84943270519,True
16990,2-s2.0-84943255494,True
16991,2-s2.0-84943228662,True
16992,2-s2.0-84943195067,True
16993,2-s2.0-84943190700,True
16994,2-s2.0-84943190523,True
16995,2-s2.0-84943186670,True
16996,2-s2.0-84943183240,True
16997,2-s2.0-84943168947,True
16998,2-s2.0-84943168322,True
16999,2-s2.0-84943164103,True
17000,2-s2.0-84943163062,True
17001,2-s2.0-84943159112,True
17002,2-s2.0-84943158197,True
17003,2-s2.0-84943157642,True
17004,2-s2.0-84943146496,True
17005,2-s2.0-84943142990,True
17006,2-s2.0-84942940345,True
17007,2-s2.0-84942935422,True
17008,2-s2.0-84942930030,True
17009,2-s2.0-84942927662,True
17010,2-s2.0-84942924060,True
17011,2-s2.0-84942917889,True
17012,2-s2.0-84942915494,True
17013,2-s2.0-84942904612,True
17014,2-s2.0-84942887556,True
17015,2-s2.0-84942886705,True
17016,2-s2.0-84942871410,True
17017,2-s2.0-84942866777,True
17018,2-s2.0-84942863129,True
17019,2-s2.0-84942859492,True
17020,2-s2.0-84942763708,True
17021,2-s2.0-84942755926,True
17022,2-s2.0-84942742252,True
17023,2-s2.0-84942693398,True
17024,2-s2.0-84942437091,True
17025,2-s2.0-84942113980,True
17026,2-s2.0-84942077381,True
17027,2-s2.0-84941998203,True
17028,2-s2.0-84941998086,True
17029,2-s2.0-84941998052,True
17030,2-s2.0-84941998045,True
17031,2-s2.0-84941997960,True
17032,2-s2.0-84941997889,True
17033,2-s2.0-84941997577,True
17034,2-s2.0-84941997551,True
17035,2-s2.0-84941997500,True
17036,2-s2.0-84941997127,True
17037,2-s2.0-84941997048,True
17038,2-s2.0-84941996695,True
17039,2-s2.0-84941996173,True
17040,2-s2.0-84941996043,True
17041,2-s2.0-84941995836,True
17042,2-s2.0-84941995656,True
17043,2-s2.0-84941995490,True
17044,2-s2.0-84941995482,True
17045,2-s2.0-84941995468,True
17046,2-s2.0-84941995373,True
17047,2-s2.0-84941995341,True
17048,2-s2.0-84941995238,True
17049,2-s2.0-84941995092,True
17050,2-s2.0-84941995017,True
17051,2-s2.0-84941994978,True
17052,2-s2.0-84941994933,True
17053,2-s2.0-84941994799,True
17054,2-s2.0-84941994725,True
17055,2-s2.0-84941994664,True
17056,2-s2.0-84941994594,True
17057,2-s2.0-84941994423,True
17058,2-s2.0-84941994192,True
17059,2-s2.0-84941993723,True
17060,2-s2.0-84941993716,True
17061,2-s2.0-84941993563,True
17062,2-s2.0-84941993417,True
17063,2-s2.0-84941993406,True
17064,2-s2.0-84941993115,True
17065,2-s2.0-84941993061,True
17066,2-s2.0-84941993001,True
17067,2-s2.0-84941992875,True
17068,2-s2.0-84941992769,True
17069,2-s2.0-84941992673,True
17070,2-s2.0-84941992658,True
17071,2-s2.0-84941992490,True
17072,2-s2.0-84941279062,True
17073,2-s2.0-84941095648,True
17074,2-s2.0-84941059260,True
17075,2-s2.0-84941043080,True
17076,2-s2.0-84941005709,True
17077,2-s2.0-84940988932,True
17078,2-s2.0-84940972607,True
17079,2-s2.0-84940847924,True
17080,2-s2.0-84940834456,True
17081,2-s2.0-84940742555,True
17082,2-s2.0-84940726381,True
17083,2-s2.0-84940669977,True
17084,2-s2.0-84940669621,True
17085,2-s2.0-84940652113,True
17086,2-s2.0-84940643017,True
17087,2-s2.0-84940542770,True
17088,2-s2.0-84940528061,True
17089,2-s2.0-84940520089,True
17090,2-s2.0-84940516153,True
17091,2-s2.0-84940507938,True
17092,2-s2.0-84940386181,True
17093,2-s2.0-84940367986,True
17094,2-s2.0-84940093529,True
17095,2-s2.0-84939492208,True
17096,2-s2.0-84939450242,True
17097,2-s2.0-84939442407,True
17098,2-s2.0-84939163364,True
17099,2-s2.0-84939161382,True
17100,2-s2.0-84938940613,True
17101,2-s2.0-84938933647,True
17102,2-s2.0-84938921135,True
17103,2-s2.0-84938819807,True
17104,2-s2.0-84938813061,True
17105,2-s2.0-84938795521,True
17106,2-s2.0-84938783270,True
17107,2-s2.0-84938697692,True
17108,2-s2.0-84938594164,True
17109,2-s2.0-84938593263,True
17110,2-s2.0-84938559141,True
17111,2-s2.0-84938394363,True
17112,2-s2.0-84938150666,True
17113,2-s2.0-84938150114,True
17114,2-s2.0-84938082369,True
17115,2-s2.0-84938052993,True
17116,2-s2.0-84937696808,True
17117,2-s2.0-84937511949,True
17118,2-s2.0-84937510939,True
17119,2-s2.0-84937429724,True
17120,2-s2.0-84937424042,True
17121,2-s2.0-84937421553,True
17122,2-s2.0-84937117617,True
17123,2-s2.0-84937012942,True
17124,2-s2.0-84936761015,True
17125,2-s2.0-84936760997,True
17126,2-s2.0-84936745997,True
17127,2-s2.0-84936144745,True
17128,2-s2.0-84936133661,True
17129,2-s2.0-84936111541,True
17130,2-s2.0-84936059687,True
17131,2-s2.0-84935107591,True
17132,2-s2.0-84934293127,True
17133,2-s2.0-84932111826,True
17134,2-s2.0-84931839690,True
17135,2-s2.0-84931828999,True
17136,2-s2.0-84931749266,True
17137,2-s2.0-84931048972,True
17138,2-s2.0-84931033411,True
17139,2-s2.0-84930921741,True
17140,2-s2.0-84930857824,True
17141,2-s2.0-84930854953,True
17142,2-s2.0-84930704450,True
17143,2-s2.0-84930670523,True
17144,2-s2.0-84930591495,True
17145,2-s2.0-84930588035,True
17146,2-s2.0-84930586831,True
17147,2-s2.0-84930585312,True
17148,2-s2.0-84930584633,True
17149,2-s2.0-84930582063,True
17150,2-s2.0-84930581493,True
17151,2-s2.0-84930455250,True
17152,2-s2.0-84930422594,True
17153,2-s2.0-84930368622,True
17154,2-s2.0-84930359016,True
17155,2-s2.0-84930353709,True
17156,2-s2.0-84930352104,True
17157,2-s2.0-84930351493,True
17158,2-s2.0-84930346306,True
17159,2-s2.0-84930340415,True
17160,2-s2.0-84930339461,True
17161,2-s2.0-84930335507,True
17162,2-s2.0-84930333412,True
17163,2-s2.0-84930332805,True
17164,2-s2.0-84930328885,True
17165,2-s2.0-84930324893,True
17166,2-s2.0-84930322937,True
17167,2-s2.0-84930077674,True
17168,2-s2.0-84930067338,True
17169,2-s2.0-84930061466,True
17170,2-s2.0-84930016759,True
17171,2-s2.0-84930012537,True
17172,2-s2.0-84929936450,True
17173,2-s2.0-84929914581,True
17174,2-s2.0-84929888719,True
17175,2-s2.0-84929873914,True
17176,2-s2.0-84929850165,True
17177,2-s2.0-84929739056,True
17178,2-s2.0-84929416653,True
17179,2-s2.0-84929334829,True
17180,2-s2.0-84929332691,True
17181,2-s2.0-84929243870,True
17182,2-s2.0-84929144378,True
17183,2-s2.0-84929118694,True
17184,2-s2.0-84929072324,True
17185,2-s2.0-84929008802,True
17186,2-s2.0-84928987928,True
17187,2-s2.0-84928898181,True
17188,2-s2.0-84928892008,True
17189,2-s2.0-84928744630,True
17190,2-s2.0-84928740533,True
17191,2-s2.0-84928730861,True
17192,2-s2.0-84928722908,True
17193,2-s2.0-84928721165,True
17194,2-s2.0-84928709858,True
17195,2-s2.0-84928691778,True
17196,2-s2.0-84928666603,True
17197,2-s2.0-84928663315,True
17198,2-s2.0-84928631871,True
17199,2-s2.0-84928594140,True
17200,2-s2.0-84928411264,True
17201,2-s2.0-84928408980,True
17202,2-s2.0-84928391156,True
17203,2-s2.0-84928345542,True
17204,2-s2.0-84928341884,True
17205,2-s2.0-84928328308,True
17206,2-s2.0-84928233799,True
17207,2-s2.0-84928227188,True
17208,2-s2.0-84928170117,True
17209,2-s2.0-84928140007,True
17210,2-s2.0-84927796745,True
17211,2-s2.0-84927730912,True
17212,2-s2.0-84927726983,True
17213,2-s2.0-84927709505,True
17214,2-s2.0-84927699431,True
17215,2-s2.0-84927654566,True
17216,2-s2.0-84927562421,True
17217,2-s2.0-84926658493,True
17218,2-s2.0-84926611948,True
17219,2-s2.0-84926468958,True
17220,2-s2.0-84926459423,True
17221,2-s2.0-84926442987,True
17222,2-s2.0-84926442329,True
17223,2-s2.0-84926421161,True
17224,2-s2.0-84926406974,True
17225,2-s2.0-84926353897,True
17226,2-s2.0-84926334581,True
17227,2-s2.0-84926313829,True
17228,2-s2.0-84926311977,True
17229,2-s2.0-84926183834,True
17230,2-s2.0-84925956836,True
17231,2-s2.0-84925938804,True
17232,2-s2.0-84925847090,True
17233,2-s2.0-84925431268,True
17234,2-s2.0-84925426489,True
17235,2-s2.0-84925397079,True
17236,2-s2.0-84925374144,True
17237,2-s2.0-84925372667,True
17238,2-s2.0-84925360030,True
17239,2-s2.0-84925358885,True
17240,2-s2.0-84925275947,True
17241,2-s2.0-84925016328,True
17242,2-s2.0-84924991871,True
17243,2-s2.0-84924917576,True
17244,2-s2.0-84924908642,True
17245,2-s2.0-84924800640,True
17246,2-s2.0-84924757288,True
17247,2-s2.0-84924737023,True
17248,2-s2.0-84924601267,True
17249,2-s2.0-84924577510,True
17250,2-s2.0-84924421991,True
17251,2-s2.0-84924412526,True
17252,2-s2.0-84924404715,True
17253,2-s2.0-84924350359,True
17254,2-s2.0-84924165021,True
17255,2-s2.0-84924022064,True
17256,2-s2.0-84923974632,True
17257,2-s2.0-84923856278,True
17258,2-s2.0-84923832674,True
17259,2-s2.0-84923698352,True
17260,2-s2.0-84923640799,True
17261,2-s2.0-84923316436,True
17262,2-s2.0-84923277793,True
17263,2-s2.0-84923253755,True
17264,2-s2.0-84923171660,True
17265,2-s2.0-84923125665,True
17266,2-s2.0-84923064452,True
17267,2-s2.0-84923039001,True
17268,2-s2.0-84923033238,True
17269,2-s2.0-84923009415,True
17270,2-s2.0-84922974315,True
17271,2-s2.0-84922967301,True
17272,2-s2.0-84922933748,True
17273,2-s2.0-84922932608,True
17274,2-s2.0-84922843312,True
17275,2-s2.0-84922780160,True
17276,2-s2.0-84922731487,True
17277,2-s2.0-84922567323,True
17278,2-s2.0-84922526936,True
17279,2-s2.0-84922441968,True
17280,2-s2.0-84922433101,True
17281,2-s2.0-84922423821,True
17282,2-s2.0-84922327215,True
17283,2-s2.0-84922326381,True
17284,2-s2.0-84922309796,True
17285,2-s2.0-84922284463,True
17286,2-s2.0-84922276482,True
17287,2-s2.0-84922229382,True
17288,2-s2.0-84922211018,True
17289,2-s2.0-84922124260,True
17290,2-s2.0-84921948036,True
17291,2-s2.0-84921944660,True
17292,2-s2.0-84921942544,True
17293,2-s2.0-84921932931,True
17294,2-s2.0-84921929449,True
17295,2-s2.0-84921921802,True
17296,2-s2.0-84921921704,True
17297,2-s2.0-84921892274,True
17298,2-s2.0-84921785056,True
17299,2-s2.0-84921715334,True
17300,2-s2.0-84921632081,True
17301,2-s2.0-84921308768,True
17302,2-s2.0-84921059198,True
17303,2-s2.0-84921044482,True
17304,2-s2.0-84920982699,True
17305,2-s2.0-84920982397,True
17306,2-s2.0-84920733866,True
17307,2-s2.0-84920572577,True
17308,2-s2.0-84920379374,True
17309,2-s2.0-84920289009,True
17310,2-s2.0-84920282897,True
17311,2-s2.0-84920281891,True
17312,2-s2.0-84920194005,True
17313,2-s2.0-84919983961,True
17314,2-s2.0-84919799318,True
17315,2-s2.0-84919796496,True
17316,2-s2.0-84919784579,True
17317,2-s2.0-84919769783,True
17318,2-s2.0-84919488214,True
17319,2-s2.0-84919426447,True
17320,2-s2.0-84918834482,True
17321,2-s2.0-84918831553,True
17322,2-s2.0-84918824353,True
17323,2-s2.0-84918780601,True
17324,2-s2.0-84918549058,True
17325,2-s2.0-84916890391,True
17326,2-s2.0-84914814735,True
17327,2-s2.0-84914166902,True
17328,2-s2.0-84912086643,True
17329,2-s2.0-84910636868,True
17330,2-s2.0-84910593542,True
17331,2-s2.0-84908543986,True
17332,2-s2.0-84908388658,True
17333,2-s2.0-84908225480,True
17334,2-s2.0-84908140266,True
17335,2-s2.0-84907495140,True
17336,2-s2.0-84890137668,True
17337,2-s2.0-105012661474,True
17338,2-s2.0-105012566878,True
17339,2-s2.0-105012561920,True
17340,2-s2.0-105012555790,True
17341,2-s2.0-105012553514,True
17342,2-s2.0-105012549017,True
17343,2-s2.0-105012548926,True
17344,2-s2.0-105012543375,True
17345,2-s2.0-105012541763,True
17346,2-s2.0-105012540296,True
17347,2-s2.0-105012536649,True
17348,2-s2.0-105012527220,True
17349,2-s2.0-105012512773,True
17350,2-s2.0-105012509949,True
