period,de,en,es,fr,other,pt,too_short
2000-2005,0.0006980802792321117,0.9912739965095986,0.0,0.0017452006980802793,0.002443280977312391,0.0,0.0038394415357766143
2006-2010,0.0005631687629059508,0.9954946498967524,0.0005631687629059508,0.0005631687629059508,0.00037544584193730055,0.0,0.0024403979725924536
2011-2015,0.00032619332390997064,0.9960856801130804,0.0005436555398499511,0.0008698488637599218,0.00032619332390997064,0.00010873110796999022,0.0017396977275198435
2016-2020,0.0003807348181991243,0.9972079446665397,0.0006980138333650612,0.00031727901516593693,0.0004441906212323117,0.0005076464242654991,0.0004441906212323117
2021-2026,0.0009596444264861862,0.9977271579372695,0.0008586292236981666,0.00010101520278801959,0.000252538006970049,0.0,0.00010101520278801959
