visibility,null_token,exact_original,verbatim_text,verbatim_metadata,soft_original,soft_text,ungrounded,n_keywords,n_documents,mean_global_sem_sim,sd_global_sem_sim,mean_record_length,mean_share_exact_original,mean_recall_original_seen
fully_visible,0.0007542781715039992,0.4640264311642598,0.3915764413784434,0.005763156654147744,0.07455568301459843,0.003791033518236246,0.05953297609881044,254548,50939,0.71956944,0.09148403,1633.6400400479004,0.46388310855467657,0.3107743824637843
not_visible,0.0,0.0,0.792156862745098,0.0023870417732310316,0.0,0.018584825234441604,0.18687127024722933,5865,1173,0.69785076,0.09433671,4230.703324808184,0.0,
partially_visible,0.0,0.3908459142104002,0.4739995207284927,0.000958543014617781,0.054636951833213515,0.00455307931943446,0.07500599089384136,4173,835,0.70292056,0.09603254,3207.849101796407,0.390947242206235,0.19576490077914646
