in_original_only,in_original_and_text,in_text_only,in_neither,keywords,note
0.1294167038586352,0.32349826395455267,0.4020477015363435,0.14503733065046862,264394,"exact lexical presence in the record the model saw; categories above are hierarchical, this table is not"
