doc,n_8b,n_70b,soft_recall,soft_precision,soft_f1,soft_mean_max,jaccard_lex,global_sem_sim,identical_set
40,5,5,1.0,1.0,1.0,0.9516870975494385,0.6666666666666666,0.9778922200202942,0.0
41,5,5,0.8,0.8,0.8000000000000002,0.8970227241516113,0.6666666666666666,0.9548304080963135,0.0
42,5,5,0.6,0.4,0.48,0.6877065896987915,0.0,0.5926523208618164,0.0
43,5,5,1.0,1.0,1.0,0.9742811322212219,0.6666666666666666,0.9739295244216919,0.0
44,5,5,0.8,0.8,0.8000000000000002,0.9374987483024597,0.6666666666666666,0.9424107670783997,0.0
45,5,5,0.8,0.8,0.8000000000000002,0.8353508710861206,0.1111111111111111,0.9269063472747803,0.0
46,5,5,0.8,0.8,0.8000000000000002,0.9002513289451599,0.6666666666666666,0.9417753219604492,0.0
47,5,5,0.8,1.0,0.888888888888889,0.8853994607925415,0.42857142857142855,0.9627717733383179,0.0
48,5,5,0.4,0.4,0.4000000000000001,0.6918878555297852,0.1111111111111111,0.9199181199073792,0.0
49,5,5,0.8,0.8,0.8000000000000002,0.9364637136459351,0.6666666666666666,0.9746195077896118,0.0
50,5,5,0.6,0.6,0.6,0.8604544401168823,0.25,0.9398110508918762,0.0
51,5,5,0.8,0.8,0.8000000000000002,0.8063852787017822,0.0,0.8978475332260132,0.0
52,5,5,0.8,0.8,0.8000000000000002,0.8910349607467651,0.42857142857142855,0.9628450274467468,0.0
53,5,5,0.6,0.6,0.6,0.7131810784339905,0.0,0.9480919241905212,0.0
54,5,5,1.0,1.0,1.0,0.9535115361213684,0.42857142857142855,0.9754239916801453,0.0
55,5,5,0.8,0.6,0.6857142857142857,0.7899879813194275,0.25,0.8804388642311096,0.0
56,5,5,0.6,0.6,0.6,0.7776001691818237,0.1111111111111111,0.9123532772064209,0.0
57,5,5,1.0,1.0,1.0,0.9632251858711243,0.6666666666666666,0.9639383554458618,0.0
58,5,5,0.6,0.8,0.6857142857142857,0.876067578792572,0.42857142857142855,0.8438896536827087,0.0
59,5,5,0.4,0.6,0.48,0.7425640821456909,0.1111111111111111,0.8817830085754395,0.0
60,5,5,1.0,1.0,1.0,0.9786421656608582,0.6666666666666666,0.9916646480560303,0.0
61,5,5,0.8,0.8,0.8000000000000002,0.8374422788619995,0.42857142857142855,0.9342582821846008,0.0
62,5,5,0.8,0.8,0.8000000000000002,0.8942157030105591,0.42857142857142855,0.8915709853172302,0.0
63,5,5,0.8,0.8,0.8000000000000002,0.8610461950302124,0.42857142857142855,0.9521767497062683,0.0
64,5,5,0.6,0.6,0.6,0.758712649345398,0.42857142857142855,0.7922268509864807,0.0
65,5,5,1.0,1.0,1.0,0.9639604687690735,0.6666666666666666,0.9828750491142273,0.0
66,5,5,0.8,1.0,0.888888888888889,0.9149004220962524,0.6666666666666666,0.9733899831771851,0.0
67,5,5,0.6,0.6,0.6,0.7762407064437866,0.42857142857142855,0.8805079460144043,0.0
68,5,5,0.4,0.6,0.48,0.7206814289093018,0.1111111111111111,0.9360229969024658,0.0
69,5,5,0.6,0.8,0.6857142857142857,0.759514570236206,0.1111111111111111,0.8861680626869202,0.0
70,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,5,5,0.8,0.8,0.8000000000000002,0.8299560546875,0.25,0.8611118197441101,0.0
72,5,5,0.8,0.8,0.8000000000000002,0.9365166425704956,0.6666666666666666,0.9602276682853699,0.0
73,5,5,0.8,0.8,0.8000000000000002,0.8663522601127625,0.25,0.9219751358032227,0.0
74,5,5,0.8,0.8,0.8000000000000002,0.8738752007484436,0.6666666666666666,0.9430578947067261,0.0
75,5,5,0.8,0.8,0.8000000000000002,0.8339679837226868,0.25,0.9090641140937805,0.0
76,5,5,0.8,0.8,0.8000000000000002,0.9141702651977539,0.6666666666666666,0.8873999714851379,0.0
77,5,5,0.4,0.4,0.4000000000000001,0.6906896829605103,0.25,0.8422011137008667,0.0
78,5,5,0.8,1.0,0.888888888888889,0.8829362392425537,0.42857142857142855,0.8956505060195923,0.0
79,5,5,1.0,1.0,1.0,1.0,1.0,0.9984546303749084,1.0
80,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,5,5,0.6,0.4,0.48,0.6088463068008423,0.0,0.8223826885223389,0.0
82,5,5,1.0,1.0,1.0,1.0,1.0,0.9995541572570801,1.0
83,5,5,1.0,1.0,1.0,0.9795103073120117,0.6666666666666666,0.9797493815422058,0.0
84,5,5,0.8,0.8,0.8000000000000002,0.8798319101333618,0.42857142857142855,0.9585427641868591,0.0
85,5,5,1.0,1.0,1.0,0.9696429967880249,0.6666666666666666,0.983947217464447,0.0
86,5,5,0.6,0.8,0.6857142857142857,0.7044076919555664,0.0,0.734046220779419,0.0
87,5,5,0.8,0.8,0.8000000000000002,0.8467923998832703,0.42857142857142855,0.8637412190437317,0.0
88,5,5,0.6,0.8,0.6857142857142857,0.7868804931640625,0.25,0.7914069890975952,0.0
89,5,5,0.8,0.8,0.8000000000000002,0.8300148248672485,0.25,0.9061296582221985,0.0
90,5,5,0.8,0.8,0.8000000000000002,0.8729873299598694,0.25,0.9241167306900024,0.0
91,5,5,0.6,0.6,0.6,0.7227683067321777,0.25,0.8251247406005859,0.0
92,5,5,0.6,0.6,0.6,0.720423698425293,0.1111111111111111,0.7857739329338074,0.0
93,5,5,0.8,0.8,0.8000000000000002,0.8186891674995422,0.42857142857142855,0.8555015325546265,0.0
94,5,5,1.0,1.0,1.0,0.8969767689704895,0.42857142857142855,0.8749067187309265,0.0
95,5,5,0.8,0.8,0.8000000000000002,0.8842881917953491,0.42857142857142855,0.938173234462738,0.0
96,5,5,1.0,1.0,1.0,0.9543739557266235,0.6666666666666666,0.9547540545463562,0.0
97,5,5,0.6,0.6,0.6,0.7366704344749451,0.25,0.83143550157547,0.0
98,5,5,0.8,0.8,0.8000000000000002,0.8128288984298706,0.1111111111111111,0.8728935718536377,0.0
99,5,5,0.8,0.8,0.8000000000000002,0.8377825021743774,0.42857142857142855,0.9126240611076355,0.0
100,5,5,0.6,0.6,0.6,0.7081172466278076,0.42857142857142855,0.8080872893333435,0.0
101,5,5,0.8,0.8,0.8000000000000002,0.8572632074356079,0.42857142857142855,0.9110127687454224,0.0
102,5,5,0.8,0.8,0.8000000000000002,0.917154848575592,0.6666666666666666,0.9167778491973877,0.0
103,5,5,0.6,0.6,0.6,0.7542678713798523,0.25,0.7858840823173523,0.0
104,5,5,0.8,0.6,0.6857142857142857,0.8355703353881836,0.1111111111111111,0.9364875555038452,0.0
105,5,5,0.8,1.0,0.888888888888889,0.8401349782943726,0.25,0.8863767385482788,0.0
106,5,5,1.0,0.8,0.888888888888889,0.8972857594490051,0.42857142857142855,0.8858257532119751,0.0
107,5,5,0.6,0.6,0.6,0.792944073677063,0.42857142857142855,0.8129928708076477,0.0
108,5,5,1.0,0.8,0.888888888888889,0.8846609592437744,0.42857142857142855,0.9739723801612854,0.0
109,5,5,0.6,0.8,0.6857142857142857,0.8132443428039551,0.42857142857142855,0.8960395455360413,0.0
110,5,5,0.6,0.8,0.6857142857142857,0.8125990629196167,0.1111111111111111,0.9465054869651794,0.0
111,5,5,0.2,0.2,0.20000000000000004,0.6109119057655334,0.0,0.7671371102333069,0.0
112,5,5,0.6,0.6,0.6,0.7642969489097595,0.25,0.8863694071769714,0.0
113,5,5,0.8,1.0,0.888888888888889,0.8846536874771118,0.42857142857142855,0.9746741652488708,0.0
114,5,5,0.6,0.6,0.6,0.7707686424255371,0.42857142857142855,0.6840382218360901,0.0
115,5,5,1.0,1.0,1.0,0.9918791055679321,0.6666666666666666,0.9971110224723816,0.0
116,5,5,0.8,0.8,0.8000000000000002,0.8549565672874451,0.42857142857142855,0.9832667708396912,0.0
117,5,5,0.4,0.6,0.48,0.7143056392669678,0.0,0.7850873470306396,0.0
118,5,5,0.8,0.8,0.8000000000000002,0.8326137065887451,0.1111111111111111,0.8803572654724121,0.0
119,5,5,0.6,0.6,0.6,0.7564654350280762,0.25,0.8712499141693115,0.0
120,5,5,1.0,1.0,1.0,0.9839580655097961,0.6666666666666666,0.9944814443588257,0.0
121,5,5,0.4,0.4,0.4000000000000001,0.6152534484863281,0.0,0.6330924034118652,0.0
122,5,5,0.8,0.8,0.8000000000000002,0.8842889070510864,0.6666666666666666,0.9343907833099365,0.0
123,5,5,0.8,0.8,0.8000000000000002,0.8581985235214233,0.42857142857142855,0.9178014993667603,0.0
124,5,5,1.0,1.0,1.0,0.9987375140190125,0.6666666666666666,0.9990944862365723,0.0
125,5,5,0.8,0.8,0.8000000000000002,0.8184657692909241,0.25,0.8594368100166321,0.0
126,5,5,1.0,1.0,1.0,0.9393693804740906,0.42857142857142855,0.9759776592254639,0.0
127,5,5,0.8,0.8,0.8000000000000002,0.8158283829689026,0.1111111111111111,0.8909313678741455,0.0
128,5,5,0.6,0.8,0.6857142857142857,0.7383103370666504,0.1111111111111111,0.7276948094367981,0.0
129,5,5,1.0,1.0,1.0,0.895858883857727,0.1111111111111111,0.9696460962295532,0.0
130,5,5,1.0,1.0,1.0,0.9916324615478516,0.6666666666666666,0.9930821657180786,0.0
131,5,5,0.0,0.0,0.0,0.475544810295105,0.0,0.6601150035858154,0.0
132,5,5,0.8,1.0,0.888888888888889,0.8373487591743469,0.25,0.9214480519294739,0.0
133,5,5,0.8,0.8,0.8000000000000002,0.7746201753616333,0.1111111111111111,0.9010403752326965,0.0
134,5,5,1.0,0.8,0.888888888888889,0.873843789100647,0.25,0.9311309456825256,0.0
135,5,5,1.0,1.0,1.0,0.9193111658096313,0.42857142857142855,0.9464253783226013,0.0
136,5,5,0.8,0.6,0.6857142857142857,0.7906558513641357,0.42857142857142855,0.9075676202774048,0.0
137,5,5,0.8,0.6,0.6857142857142857,0.870293140411377,0.42857142857142855,0.9439924359321594,0.0
138,5,5,1.0,0.8,0.888888888888889,0.9433856010437012,0.6666666666666666,0.9732944965362549,0.0
139,5,5,0.8,0.8,0.8000000000000002,0.8783555626869202,0.6666666666666666,0.9455463290214539,0.0
140,5,5,0.8,1.0,0.888888888888889,0.8956613540649414,0.42857142857142855,0.9109231233596802,0.0
141,5,5,0.6,0.6,0.6,0.7864055633544922,0.42857142857142855,0.864187479019165,0.0
142,5,5,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,1.0
143,5,5,1.0,1.0,1.0,0.9768573641777039,0.6666666666666666,0.9683563113212585,0.0
144,5,5,1.0,1.0,1.0,1.0,1.0,0.9912222623825073,1.0
145,5,5,0.8,0.8,0.8000000000000002,0.9397968053817749,0.6666666666666666,0.9564909934997559,0.0
146,5,5,0.6,0.6,0.6,0.7937030792236328,0.1111111111111111,0.8295978903770447,0.0
147,5,5,1.0,1.0,1.0,0.9573920369148254,0.6666666666666666,0.9691594243049622,0.0
148,5,5,1.0,1.0,1.0,0.9481223821640015,0.42857142857142855,0.9526432156562805,0.0
149,5,5,0.8,0.8,0.8000000000000002,0.8401228189468384,0.25,0.8803017139434814,0.0
150,5,5,0.8,0.8,0.8000000000000002,0.87880539894104,0.42857142857142855,0.9502053260803223,0.0
151,5,5,0.6,0.6,0.6,0.7485183477401733,0.42857142857142855,0.842292070388794,0.0
152,5,5,0.8,0.8,0.8000000000000002,0.9252498149871826,0.6666666666666666,0.9731302261352539,0.0
153,5,5,1.0,1.0,1.0,1.0,1.0,0.9813522100448608,1.0
154,5,5,0.6,0.6,0.6,0.7427394390106201,0.1111111111111111,0.8461122512817383,0.0
155,5,5,0.6,0.6,0.6,0.7308930158615112,0.25,0.8850694298744202,0.0
156,5,5,0.4,0.6,0.48,0.8247404098510742,0.25,0.9442536234855652,0.0
157,5,5,0.8,0.8,0.8000000000000002,0.884415864944458,0.6666666666666666,0.9427494406700134,0.0
158,5,5,0.8,1.0,0.888888888888889,0.8732094764709473,0.25,0.9300203323364258,0.0
159,5,5,0.8,0.8,0.8000000000000002,0.8794368505477905,0.1111111111111111,0.9379836916923523,0.0
160,5,5,1.0,0.8,0.888888888888889,0.9127634763717651,0.6666666666666666,0.9303801655769348,0.0
161,5,5,0.6,0.6,0.6,0.67264324426651,0.1111111111111111,0.8193521499633789,0.0
162,5,5,0.8,1.0,0.888888888888889,0.9369791746139526,0.6666666666666666,0.9779667854309082,0.0
163,4,5,1.0,0.8,0.888888888888889,0.8732133507728577,0.2857142857142857,0.948880136013031,0.0
164,5,5,1.0,1.0,1.0,0.8942700624465942,0.42857142857142855,0.9702140092849731,0.0
165,5,5,0.8,0.8,0.8000000000000002,0.8414691686630249,0.25,0.9324842691421509,0.0
166,5,5,0.6,0.8,0.6857142857142857,0.8601394891738892,0.42857142857142855,0.9713701009750366,0.0
167,5,5,0.4,0.4,0.4000000000000001,0.6406630277633667,0.1111111111111111,0.5752758979797363,0.0
168,5,5,0.6,0.6,0.6,0.6655663251876831,0.0,0.8787794709205627,0.0
169,5,5,0.2,0.2,0.20000000000000004,0.37719598412513733,0.0,0.40787801146507263,0.0
170,5,5,0.8,1.0,0.888888888888889,0.8785535097122192,0.25,0.9342049956321716,0.0
171,5,5,0.6,0.6,0.6,0.7895447015762329,0.0,0.963406503200531,0.0
172,5,5,0.8,0.8,0.8000000000000002,0.9131439924240112,0.25,0.9669832587242126,0.0
173,5,5,0.6,0.6,0.6,0.7926507592201233,0.25,0.9414079189300537,0.0
174,5,5,0.8,0.8,0.8000000000000002,0.8504260778427124,0.42857142857142855,0.9427582025527954,0.0
175,5,5,0.6,0.6,0.6,0.718376100063324,0.0,0.7620521187782288,0.0
176,5,5,0.8,0.8,0.8000000000000002,0.8823021054267883,0.42857142857142855,0.9696196913719177,0.0
177,5,5,0.8,1.0,0.888888888888889,0.9020110964775085,0.42857142857142855,0.9645920991897583,0.0
178,5,5,0.6,0.6,0.6,0.7609001398086548,0.1111111111111111,0.888827919960022,0.0
179,5,5,0.6,0.8,0.6857142857142857,0.8536474704742432,0.25,0.9326446056365967,0.0
