corpus_position,source_row_abs,EID_o_identificador
23,23,2-s2.0-8644233363
39,39,2-s2.0-61149708367
64,64,2-s2.0-0034470794
65,65,2-s2.0-0034429301
107,107,2-s2.0-3042676363
148,148,2-s2.0-84904040699
391,391,2-s2.0-0035687634
407,407,2-s2.0-0034800538
449,449,2-s2.0-0035257725
488,488,2-s2.0-84968560777
490,490,2-s2.0-84958765591
498,498,2-s2.0-84901922779
528,528,2-s2.0-4043087809
555,555,2-s2.0-19644363227
561,561,2-s2.0-17544400786
624,624,2-s2.0-0035343999
637,637,2-s2.0-0035201968
668,668,2-s2.0-0009889502
705,705,2-s2.0-8744240301
800,800,2-s2.0-3042544902
859,859,2-s2.0-85159674904
957,957,2-s2.0-33845870563
1001,1001,2-s2.0-0036957155
1005,1005,2-s2.0-0036949772
1094,1094,2-s2.0-8744303072
1151,1151,2-s2.0-8744220471
1215,1215,2-s2.0-1642438215
1267,1267,2-s2.0-84908902307
1379,1379,2-s2.0-85138944889
1420,1420,2-s2.0-84949817602
1496,1496,2-s2.0-4243057181
1667,1667,2-s2.0-34249082051
1680,1680,2-s2.0-21644488350
1719,1719,2-s2.0-11144287249
1728,1728,2-s2.0-7444256822
1766,1766,2-s2.0-5444251888
1845,1845,2-s2.0-84917104919
1861,1861,2-s2.0-4344714926
1900,1900,2-s2.0-85087456588
2027,2027,2-s2.0-6044226521
2036,2036,2-s2.0-4944265243
2079,2079,2-s2.0-2942614685
2082,2082,2-s2.0-2942520113
2091,2091,2-s2.0-2442543368
2158,2158,2-s2.0-28544443161
2220,2220,2-s2.0-60949749211
2314,2314,2-s2.0-26644471489
2326,2326,2-s2.0-27744560953
2341,2341,2-s2.0-24144465935
2384,2384,2-s2.0-23044510165
2397,2397,2-s2.0-33646460475
2433,2433,2-s2.0-24744466921
2533,2533,2-s2.0-11144325585
2544,2544,2-s2.0-85094833071
2548,2548,2-s2.0-85072426994
2711,2711,2-s2.0-27844467665
2766,2766,2-s2.0-22544468542
2804,2804,2-s2.0-22544436990
2888,2888,2-s2.0-84878052566
2946,2946,2-s2.0-35348989390
3181,3181,2-s2.0-85132067912
