corpus_position,source_row_abs,EID_o_identificador
0,0,2-s2.0-0033669846
6,6,2-s2.0-0034623828
8,8,2-s2.0-8644285431
9,9,2-s2.0-8644280479
16,16,2-s2.0-8644260091
20,20,2-s2.0-8644246700
39,39,2-s2.0-61149708367
49,49,2-s2.0-1542272649
52,52,2-s2.0-0034542419
54,54,2-s2.0-0034480208
66,66,2-s2.0-0033872249
69,69,2-s2.0-0033782866
75,75,2-s2.0-0034644641
92,92,2-s2.0-85007838156
101,101,2-s2.0-0034028906
102,102,2-s2.0-3042529073
103,103,2-s2.0-84986155810
109,109,2-s2.0-34547226829
112,112,2-s2.0-3042640043
114,114,2-s2.0-0034635358
124,124,2-s2.0-85023485385
127,127,2-s2.0-85011199676
133,133,2-s2.0-84993769373
137,137,2-s2.0-84974678940
139,139,2-s2.0-84965100236
141,141,2-s2.0-84950110067
142,142,2-s2.0-84949789649
144,144,2-s2.0-84944075145
145,145,2-s2.0-84944074638
148,148,2-s2.0-84904040699
151,151,2-s2.0-84871590639
153,153,2-s2.0-84867297329
157,157,2-s2.0-5644280460
159,159,2-s2.0-53949096088
160,160,2-s2.0-53349093437
162,162,2-s2.0-52849118952
166,166,2-s2.0-35649002265
170,170,2-s2.0-33750632339
171,171,2-s2.0-33750307968
183,183,2-s2.0-23044524645
184,184,2-s2.0-23044524589
190,190,2-s2.0-22844457285
193,193,2-s2.0-22844453632
196,196,2-s2.0-22844453364
198,198,2-s2.0-19544376291
199,199,2-s2.0-19544374850
202,202,2-s2.0-1642521411
207,207,2-s2.0-0242686205
214,214,2-s2.0-0042225063
218,218,2-s2.0-0040442261
224,224,2-s2.0-0038022475
226,226,2-s2.0-0034734148
228,228,2-s2.0-0034612689
230,230,2-s2.0-0034584371
231,231,2-s2.0-0034580888
237,237,2-s2.0-0034387860
242,242,2-s2.0-0034345634
253,253,2-s2.0-0034203231
256,256,2-s2.0-0034189289
258,258,2-s2.0-0034131575
259,259,2-s2.0-0034131542
267,267,2-s2.0-0033976638
280,280,2-s2.0-0033760654
284,284,2-s2.0-0033740017
300,300,2-s2.0-0008785257
303,303,2-s2.0-0001033861
306,306,2-s2.0-0035977440
317,317,2-s2.0-8744304598
320,320,2-s2.0-8744303615
321,321,2-s2.0-8744302857
333,333,2-s2.0-8744275607
337,337,2-s2.0-8744272666
344,344,2-s2.0-8744256388
345,345,2-s2.0-8744248398
350,350,2-s2.0-8744240179
351,351,2-s2.0-8744233239
353,353,2-s2.0-8744231770
356,356,2-s2.0-8744219617
357,357,2-s2.0-85073143125
358,358,2-s2.0-85026672860
368,368,2-s2.0-4944260811
369,369,2-s2.0-4944254413
378,378,2-s2.0-0347412238
391,391,2-s2.0-0035687634
392,392,2-s2.0-0035679240
396,396,2-s2.0-0035569964
400,400,2-s2.0-0035552759
411,411,2-s2.0-85070608828
422,422,2-s2.0-0034970479
424,424,2-s2.0-0034981808
431,431,2-s2.0-85056873958
434,434,2-s2.0-0013145664
437,437,2-s2.0-4043104065
440,440,2-s2.0-0035533666
448,448,2-s2.0-0035608424
455,455,2-s2.0-8744311501
457,457,2-s2.0-85096748981
458,458,2-s2.0-85074884261
464,464,2-s2.0-85042110617
506,506,2-s2.0-84872860010
517,517,2-s2.0-5644247748
520,520,2-s2.0-52749098367
521,521,2-s2.0-52549130765
527,527,2-s2.0-4243062315
537,537,2-s2.0-33745203899
538,538,2-s2.0-33344460828
556,556,2-s2.0-18544390127
558,558,2-s2.0-18044398836
561,561,2-s2.0-17544400786
572,572,2-s2.0-0039838616
573,573,2-s2.0-0039147545
582,582,2-s2.0-0035784025
584,584,2-s2.0-0035732348
591,591,2-s2.0-0035601560
592,592,2-s2.0-0035600229
597,597,2-s2.0-0035579635
602,602,2-s2.0-0035532086
613,613,2-s2.0-0035438375
616,616,2-s2.0-0035394582
622,622,2-s2.0-0035359369
627,627,2-s2.0-0035291816
630,630,2-s2.0-0035223759
637,637,2-s2.0-0035201968
644,644,2-s2.0-0035122957
646,646,2-s2.0-0035076293
648,648,2-s2.0-0035037337
649,649,2-s2.0-0035000207
653,653,2-s2.0-0034976737
655,655,2-s2.0-0034959068
658,658,2-s2.0-0034818440
665,665,2-s2.0-0012630197
667,667,2-s2.0-0012068470
672,672,2-s2.0-8744315461
676,676,2-s2.0-8744299250
682,682,2-s2.0-8744285546
690,690,2-s2.0-8744272197
703,703,2-s2.0-8744246134
718,718,2-s2.0-8744224772
722,722,2-s2.0-85134337511
727,727,2-s2.0-84867291803
730,730,2-s2.0-67849133070
734,734,2-s2.0-33645713898
735,735,2-s2.0-3042724859
738,738,2-s2.0-2642556458
745,745,2-s2.0-1842528060
750,750,2-s2.0-0642365014
751,751,2-s2.0-0347069061
757,757,2-s2.0-0036995665
758,758,2-s2.0-0036992281
759,759,2-s2.0-0036989180
763,763,2-s2.0-0036954560
764,764,2-s2.0-0036954288
765,765,2-s2.0-0036954280
774,774,2-s2.0-0036949541
776,776,2-s2.0-0036949326
782,782,2-s2.0-0036907670
787,787,2-s2.0-0036421741
797,797,2-s2.0-0036396336
812,812,2-s2.0-0036331867
817,817,2-s2.0-84945938712
818,818,2-s2.0-0037118764
821,821,2-s2.0-0036270109
832,832,2-s2.0-0037165988
841,841,2-s2.0-17444374732
843,843,2-s2.0-0036527286
848,848,2-s2.0-27944478119
849,849,2-s2.0-0041762162
853,853,2-s2.0-0346739128
873,873,2-s2.0-85057399391
880,880,2-s2.0-85010629601
882,882,2-s2.0-85007807945
893,893,2-s2.0-84964510444
897,897,2-s2.0-84964447135
903,903,2-s2.0-84949310242
906,906,2-s2.0-84948447651
912,912,2-s2.0-84911431620
914,914,2-s2.0-84896977339
923,923,2-s2.0-84860498287
925,925,2-s2.0-79958151151
932,932,2-s2.0-68949219720
