corpus_position,source_row_abs,EID_o_identificador
2,2,2-s2.0-0033653172
5,5,2-s2.0-0033646769
36,36,2-s2.0-79959734206
41,41,2-s2.0-37549002580
43,43,2-s2.0-3242785671
53,53,2-s2.0-0034511382
54,54,2-s2.0-0034480208
71,71,2-s2.0-33751240543
74,74,2-s2.0-0034718890
112,112,2-s2.0-3042640043
117,117,2-s2.0-8644220517
142,142,2-s2.0-84949789649
150,150,2-s2.0-84871922064
155,155,2-s2.0-70349431774
156,156,2-s2.0-61449135004
159,159,2-s2.0-53949096088
168,168,2-s2.0-34249899754
172,172,2-s2.0-33749398801
173,173,2-s2.0-33646819206
174,174,2-s2.0-3042575151
180,180,2-s2.0-24944486066
192,192,2-s2.0-22844454064
193,193,2-s2.0-22844453632
195,195,2-s2.0-22844453412
221,221,2-s2.0-0039334677
224,224,2-s2.0-0038022475
253,253,2-s2.0-0034203231
254,254,2-s2.0-0034199435
257,257,2-s2.0-0034166549
259,259,2-s2.0-0034131542
287,287,2-s2.0-0033687064
292,292,2-s2.0-0012101235
296,296,2-s2.0-0011969908
302,302,2-s2.0-0003376326
322,322,2-s2.0-8744301797
325,325,2-s2.0-8744300688
327,327,2-s2.0-8744293337
330,330,2-s2.0-8744285308
335,335,2-s2.0-8744275073
338,338,2-s2.0-8744271122
339,339,2-s2.0-8744267190
343,343,2-s2.0-8744256844
355,355,2-s2.0-8744225318
367,367,2-s2.0-52549121985
387,387,2-s2.0-0035693825
388,388,2-s2.0-0035693274
391,391,2-s2.0-0035687634
393,393,2-s2.0-0035649414
398,398,2-s2.0-0035554665
404,404,2-s2.0-0035500139
443,443,2-s2.0-0035272283
445,445,2-s2.0-0035264841
446,446,2-s2.0-0013240382
450,450,2-s2.0-6344233840
454,454,2-s2.0-6344226771
459,459,2-s2.0-85072449893
464,464,2-s2.0-85042110617
473,473,2-s2.0-85009870897
474,474,2-s2.0-85009648608
498,498,2-s2.0-84901922779
518,518,2-s2.0-56149108211
544,544,2-s2.0-26444550190
567,567,2-s2.0-0345816874
590,590,2-s2.0-0035615685
593,593,2-s2.0-0035599981
595,595,2-s2.0-0035584559
603,603,2-s2.0-0035531946
611,611,2-s2.0-0035457774
623,623,2-s2.0-0035354880
625,625,2-s2.0-0035342129
627,627,2-s2.0-0035291816
637,637,2-s2.0-0035201968
644,644,2-s2.0-0035122957
676,676,2-s2.0-8744299250
689,689,2-s2.0-8744273829
691,691,2-s2.0-8744266292
703,703,2-s2.0-8744246134
723,723,2-s2.0-84891688754
734,734,2-s2.0-33645713898
737,737,2-s2.0-3042600450
739,739,2-s2.0-23844479305
741,741,2-s2.0-23844438645
758,758,2-s2.0-0036992281
776,776,2-s2.0-0036949326
780,780,2-s2.0-0036948963
782,782,2-s2.0-0036907670
796,796,2-s2.0-0036417894
798,798,2-s2.0-0037078661
827,827,2-s2.0-84857809935
830,830,2-s2.0-0035998790
841,841,2-s2.0-17444374732
844,844,2-s2.0-0036005479
878,878,2-s2.0-85023474807
904,904,2-s2.0-84949206867
910,910,2-s2.0-84931094077
918,918,2-s2.0-84871577510
935,935,2-s2.0-62249126626
937,937,2-s2.0-54049084462
938,938,2-s2.0-53149093842
939,939,2-s2.0-52649141094
952,952,2-s2.0-34249886545
960,960,2-s2.0-33645426866
962,962,2-s2.0-31244435209
985,985,2-s2.0-0345424649
991,991,2-s2.0-0037648752
1035,1035,2-s2.0-0036455323
1064,1064,2-s2.0-0036003714
1079,1079,2-s2.0-0344305797
1099,1099,2-s2.0-8744298471
1112,1112,2-s2.0-8744275467
1117,1117,2-s2.0-8744263867
1139,1139,2-s2.0-8744236019
1145,1145,2-s2.0-8744228045
1157,1157,2-s2.0-84879377894
1162,1162,2-s2.0-47349099545
1166,1166,2-s2.0-3843119948
1184,1184,2-s2.0-3042539606
1201,1201,2-s2.0-1642519814
1225,1225,2-s2.0-1542432697
1237,1237,2-s2.0-84909063568
1245,1245,2-s2.0-0142041430
1247,1247,2-s2.0-0142030642
1248,1248,2-s2.0-0242577441
1260,1260,2-s2.0-13944275621
1289,1289,2-s2.0-0141567814
1294,1294,2-s2.0-0041524290
1309,1309,2-s2.0-79958085813
1311,1311,2-s2.0-3042751918
1317,1317,2-s2.0-0038034404
1327,1327,2-s2.0-0037804708
1333,1333,2-s2.0-4544257401
1353,1353,2-s2.0-0037315514
1360,1360,2-s2.0-85159619155
1363,1363,2-s2.0-85140105306
1391,1391,2-s2.0-85064783325
1413,1413,2-s2.0-84992813033
1414,1414,2-s2.0-84986147801
1439,1439,2-s2.0-84945968931
1451,1451,2-s2.0-84925630727
1488,1488,2-s2.0-66149185586
1491,1491,2-s2.0-6344226711
1496,1496,2-s2.0-4243057181
1501,1501,2-s2.0-3843116642
1502,1502,2-s2.0-3843064564
1508,1508,2-s2.0-35048855746
1538,1538,2-s2.0-1542750434
1540,1540,2-s2.0-1542537543
1548,1548,2-s2.0-105007130975
1558,1558,2-s2.0-0345375531
1562,1562,2-s2.0-0242424320
1587,1587,2-s2.0-0042243564
1620,1620,2-s2.0-0037325396
1623,1623,2-s2.0-0037290684
1665,1665,2-s2.0-35048824870
1672,1672,2-s2.0-33644865545
