corpus_position,source_row_abs,EID_o_identificador
133,133,2-s2.0-84993769373
301,301,2-s2.0-0005732953
304,304,2-s2.0-0000768851
491,491,2-s2.0-84943261996
559,559,2-s2.0-17644447688
565,565,2-s2.0-15944401437
609,609,2-s2.0-0035475485
746,746,2-s2.0-18344365029
935,935,2-s2.0-62249126626
992,992,2-s2.0-0037648655
1070,1070,2-s2.0-0012529708
1183,1183,2-s2.0-3142669980
1357,1357,2-s2.0-0037474094
1398,1398,2-s2.0-85032753574
1458,1458,2-s2.0-84902221359
1595,1595,2-s2.0-0038688014
1789,1789,2-s2.0-5444232012
1876,1876,2-s2.0-3242807366
1924,1924,2-s2.0-21244469079
1993,1993,2-s2.0-84992882752
2035,2035,2-s2.0-5044223909
2118,2118,2-s2.0-14044250002
2185,2185,2-s2.0-84874372185
2273,2273,2-s2.0-33645638374
2339,2339,2-s2.0-26244455739
2500,2500,2-s2.0-21244441590
2539,2539,2-s2.0-8744294881
2543,2543,2-s2.0-85115733666
2590,2590,2-s2.0-84992804079
2671,2671,2-s2.0-35048873292
2702,2702,2-s2.0-33344477881
3086,3086,2-s2.0-85082077794
3219,3219,2-s2.0-33746452609
3289,3289,2-s2.0-85029093569
3489,3489,2-s2.0-34548761366
3582,3582,2-s2.0-33645347318
3699,3699,2-s2.0-79960673210
3704,3704,2-s2.0-78651231804
3797,3797,2-s2.0-48349125500
3820,3820,2-s2.0-42549105098
3952,3952,2-s2.0-34548101376
4012,4012,2-s2.0-34447279899
4091,4091,2-s2.0-34247376304
4208,4208,2-s2.0-85029098507
4362,4362,2-s2.0-84879715630
4363,4363,2-s2.0-84879648252
4375,4375,2-s2.0-80051539015
4399,4399,2-s2.0-64049101931
4500,4500,2-s2.0-33947491242
4504,4504,2-s2.0-33847078397
4666,4666,2-s2.0-77950486835
4789,4789,2-s2.0-54949123060
4867,4867,2-s2.0-85128974503
4880,4880,2-s2.0-55349140075
4992,4992,2-s2.0-49749099586
5003,5003,2-s2.0-45849086905
5417,5417,2-s2.0-62149136625
5557,5557,2-s2.0-71549132531
5666,5666,2-s2.0-77955130808
5672,5672,2-s2.0-77953643563
5703,5703,2-s2.0-77951455137
5789,5789,2-s2.0-84992972025
5812,5812,2-s2.0-79954473182
5992,5992,2-s2.0-67650694966
6011,6011,2-s2.0-74249114342
6651,6651,2-s2.0-67749132614
6692,6692,2-s2.0-60849093781
6904,6904,2-s2.0-79959432857
6957,6957,2-s2.0-79951923824
7216,7216,2-s2.0-77956963001
7301,7301,2-s2.0-77957226294
7353,7353,2-s2.0-85024105657
7394,7394,2-s2.0-77955568680
7471,7471,2-s2.0-77952128314
7671,7671,2-s2.0-85198351533
7853,7853,2-s2.0-85029028380
7933,7933,2-s2.0-84896302503
7958,7958,2-s2.0-84857568478
8014,8014,2-s2.0-78651248245
8069,8069,2-s2.0-77957692047
8243,8243,2-s2.0-84899176478
8275,8275,2-s2.0-84892102358
8404,8404,2-s2.0-84858759722
8496,8496,2-s2.0-80051697650
8549,8549,2-s2.0-80054984178
8847,8847,2-s2.0-80052358460
8898,8898,2-s2.0-79956298317
9071,9071,2-s2.0-79953838964
9166,9166,2-s2.0-79851494723
9348,9348,2-s2.0-85029069275
9406,9406,2-s2.0-85029023550
9414,9414,2-s2.0-85027943847
9419,9419,2-s2.0-85018789163
9534,9534,2-s2.0-84875275384
9614,9614,2-s2.0-80052608485
9630,9630,2-s2.0-79961067067
9698,9698,2-s2.0-78650278853
9768,9768,2-s2.0-84897809122
9796,9796,2-s2.0-84883504753
9867,9867,2-s2.0-84873489747
10182,10182,2-s2.0-84864687641
10351,10351,2-s2.0-84862655111
10359,10359,2-s2.0-84861923103
10435,10435,2-s2.0-84860760248
