corpus_position,source_row_abs,EID_o_identificador
67,67,2-s2.0-0010775015
73,73,2-s2.0-0034718894
117,117,2-s2.0-8644220517
175,175,2-s2.0-3042573883
193,193,2-s2.0-22844453632
453,453,2-s2.0-6344283024
462,462,2-s2.0-85064781454
606,606,2-s2.0-0035506604
635,635,2-s2.0-0035201980
808,808,2-s2.0-0038895464
843,843,2-s2.0-0036527286
865,865,2-s2.0-85066189967
867,867,2-s2.0-85066182537
1049,1049,2-s2.0-0036134198
1067,1067,2-s2.0-0035995594
1096,1096,2-s2.0-8744301883
1104,1104,2-s2.0-8744293845
1176,1176,2-s2.0-33847641222
1239,1239,2-s2.0-0242363795
1262,1262,2-s2.0-0242607657
1266,1266,2-s2.0-17144456846
1284,1284,2-s2.0-0347132397
1285,1285,2-s2.0-0242428872
1315,1315,2-s2.0-0037821798
1379,1379,2-s2.0-85138944889
1489,1489,2-s2.0-6344265691
1563,1563,2-s2.0-0242384188
1564,1564,2-s2.0-0242370153
1594,1594,2-s2.0-0038708317
1611,1611,2-s2.0-0037673570
1677,1677,2-s2.0-23944489126
1793,1793,2-s2.0-5444229045
1802,1802,2-s2.0-5444219584
1870,1870,2-s2.0-84986132499
1873,1873,2-s2.0-4043069960
1983,1983,2-s2.0-85015293565
2033,2033,2-s2.0-54049110547
2056,2056,2-s2.0-3543025771
2062,2062,2-s2.0-34248694004
2199,2199,2-s2.0-84867376102
2257,2257,2-s2.0-33749051860
2267,2267,2-s2.0-33645859332
2294,2294,2-s2.0-27744517159
2578,2578,2-s2.0-85023872960
2581,2581,2-s2.0-85023806165
2595,2595,2-s2.0-84967560746
2596,2596,2-s2.0-84967436552
2649,2649,2-s2.0-84896929539
2658,2658,2-s2.0-78649885510
2659,2659,2-s2.0-77958082383
2672,2672,2-s2.0-34848831856
2705,2705,2-s2.0-29144463127
2764,2764,2-s2.0-22544468847
2952,2952,2-s2.0-34548227888
2979,2979,2-s2.0-33845587985
3017,3017,2-s2.0-33748450570
3055,3055,2-s2.0-33747878311
3064,3064,2-s2.0-33748913193
3097,3097,2-s2.0-33845215867
3136,3136,2-s2.0-33746724691
3169,3169,2-s2.0-33748669019
3217,3217,2-s2.0-75449083420
3256,3256,2-s2.0-85067948954
3270,3270,2-s2.0-85029124886
3502,3502,2-s2.0-33846225138
3576,3576,2-s2.0-33646063540
3784,3784,2-s2.0-50049089514
3894,3894,2-s2.0-35349005363
