corpus_position,source_row_abs,EID_o_identificador
53,53,2-s2.0-0034511382
157,157,2-s2.0-5644280460
167,167,2-s2.0-34548171607
179,179,2-s2.0-24944517592
267,267,2-s2.0-0033976638
462,462,2-s2.0-85064781454
630,630,2-s2.0-0035223759
683,683,2-s2.0-8744285477
698,698,2-s2.0-8744249133
807,807,2-s2.0-34948892492
1152,1152,2-s2.0-85164458650
1252,1252,2-s2.0-84909264513
1262,1262,2-s2.0-0242607657
1268,1268,2-s2.0-84905784554
1394,1394,2-s2.0-85064305759
1491,1491,2-s2.0-6344226711
1514,1514,2-s2.0-33750544817
1524,1524,2-s2.0-2642541840
1589,1589,2-s2.0-0041743780
1615,1615,2-s2.0-0037397255
1773,1773,2-s2.0-5444244425
1844,1844,2-s2.0-84917163236
1917,1917,2-s2.0-4143123356
1953,1953,2-s2.0-9244231790
2042,2042,2-s2.0-4544319034
2172,2172,2-s2.0-84887564345
2178,2178,2-s2.0-84885763070
2208,2208,2-s2.0-84859266818
2294,2294,2-s2.0-27744517159
2413,2413,2-s2.0-20444455111
2526,2526,2-s2.0-17244370521
2556,2556,2-s2.0-85071121954
2673,2673,2-s2.0-34547681101
2944,2944,2-s2.0-36148932212
3205,3205,2-s2.0-32944466370
3279,3279,2-s2.0-85029117171
3295,3295,2-s2.0-85029081182
3494,3494,2-s2.0-33847644379
3618,3618,2-s2.0-78651551840
3810,3810,2-s2.0-47349103889
3902,3902,2-s2.0-34848881595
4055,4055,2-s2.0-34347403534
4060,4060,2-s2.0-34249278836
4206,4206,2-s2.0-85029100657
4226,4226,2-s2.0-85029078640
4237,4237,2-s2.0-85029065113
4268,4268,2-s2.0-85029033736
4367,4367,2-s2.0-84861042068
4396,4396,2-s2.0-70349520676
4494,4494,2-s2.0-34047231324
5048,5048,2-s2.0-40849130106
5147,5147,2-s2.0-85147071843
5332,5332,2-s2.0-84898437956
5406,5406,2-s2.0-67049156211
5574,5574,2-s2.0-84892807699
5580,5580,2-s2.0-84892277495
5650,5650,2-s2.0-78049413620
5732,5732,2-s2.0-77749289652
5754,5754,2-s2.0-74349131172
5757,5757,2-s2.0-74049091752
5806,5806,2-s2.0-70350490060
5885,5885,2-s2.0-69949103992
5886,5886,2-s2.0-69949089879
5976,5976,2-s2.0-70349513619
5985,5985,2-s2.0-64449083603
6016,6016,2-s2.0-69549120693
6027,6027,2-s2.0-67349207132
6083,6083,2-s2.0-70350137945
6426,6426,2-s2.0-85029038730
6442,6442,2-s2.0-85023807986
6626,6626,2-s2.0-69949083537
6721,6721,2-s2.0-57849087241
6733,6733,2-s2.0-78650525400
6783,6783,2-s2.0-84892241029
6796,6796,2-s2.0-84889961127
6947,6947,2-s2.0-79952071554
7201,7201,2-s2.0-77958167529
7357,7357,2-s2.0-77954562431
7388,7388,2-s2.0-78751613887
7413,7413,2-s2.0-77953899472
7473,7473,2-s2.0-77953422182
7547,7547,2-s2.0-77952423946
7995,7995,2-s2.0-79952098960
8020,8020,2-s2.0-78651234319
8024,8024,2-s2.0-78651228885
8054,8054,2-s2.0-77958525344
8283,8283,2-s2.0-84881473199
8318,8318,2-s2.0-84865096627
8366,8366,2-s2.0-84859746613
8407,8407,2-s2.0-84858756876
8482,8482,2-s2.0-82955235566
8684,8684,2-s2.0-80052279752
8710,8710,2-s2.0-80052811772
8769,8769,2-s2.0-84961358759
9077,9077,2-s2.0-79952900209
9078,9078,2-s2.0-79952899671
9191,9191,2-s2.0-78751546490
9504,9504,2-s2.0-84901033046
9539,9539,2-s2.0-84871820542
9558,9558,2-s2.0-84858207345
9805,9805,2-s2.0-84879893202
9887,9887,2-s2.0-84873111406
9909,9909,2-s2.0-84872129821
10020,10020,2-s2.0-84866148485
10318,10318,2-s2.0-84863558605
10374,10374,2-s2.0-84863851117
10455,10455,2-s2.0-84861305466
10656,10656,2-s2.0-84857013637
10683,10683,2-s2.0-84856054946
10746,10746,2-s2.0-85070635309
10784,10784,2-s2.0-85029120438
11019,11019,2-s2.0-84919946209
11086,11086,2-s2.0-84877329895
11116,11116,2-s2.0-84871560848
11124,11124,2-s2.0-84870910327
11163,11163,2-s2.0-84866067746
11319,11319,2-s2.0-105012686228
11417,11417,2-s2.0-84893579031
11440,11440,2-s2.0-84893128927
11551,11551,2-s2.0-84933074528
11716,11716,2-s2.0-84921689379
11782,11782,2-s2.0-84884310354
11816,11816,2-s2.0-84883633860
12122,12122,2-s2.0-84879270535
12336,12336,2-s2.0-84977134540
12503,12503,2-s2.0-85136645094
12548,12548,2-s2.0-85078889190
12591,12591,2-s2.0-85067916499
12696,12696,2-s2.0-84962872736
12712,12712,2-s2.0-84955394743
12714,12714,2-s2.0-84954147178
12824,12824,2-s2.0-84907750816
12901,12901,2-s2.0-84901672291
13017,13017,2-s2.0-84890574438
13041,13041,2-s2.0-84887082192
13148,13148,2-s2.0-84880050780
13247,13247,2-s2.0-84872707733
13320,13320,2-s2.0-84937128749
13357,13357,2-s2.0-84920592178
13545,13545,2-s2.0-84908066025
13593,13593,2-s2.0-84939880210
13608,13608,2-s2.0-84907198878
13638,13638,2-s2.0-84907915658
13700,13700,2-s2.0-84952318395
13882,13882,2-s2.0-84896850882
14127,14127,2-s2.0-85016831967
14324,14324,2-s2.0-84926033732
14684,14684,2-s2.0-84905159148
14726,14726,2-s2.0-84904575680
14814,14814,2-s2.0-84903119150
14933,14933,2-s2.0-84901352828
14996,14996,2-s2.0-84899555541
15132,15132,2-s2.0-84894278755
15149,15149,2-s2.0-84893523338
15742,15742,2-s2.0-84957541160
15861,15861,2-s2.0-84996608718
15946,15946,2-s2.0-84934900145
16017,16017,2-s2.0-84960494493
16090,16090,2-s2.0-84938693258
16189,16189,2-s2.0-84923378392
16726,16726,2-s2.0-84962318489
16758,16758,2-s2.0-84957608358
16772,16772,2-s2.0-84956762237
16971,16971,2-s2.0-84943752391
17109,17109,2-s2.0-84938593263
