corpus_position,source_row_abs,EID_o_identificador
94,94,2-s2.0-0042687934
158,158,2-s2.0-53949124323
223,223,2-s2.0-0038286442
365,365,2-s2.0-52649096412
382,382,2-s2.0-0035786043
636,636,2-s2.0-0035201973
848,848,2-s2.0-27944478119
1219,1219,2-s2.0-1542644648
1264,1264,2-s2.0-0141828228
1398,1398,2-s2.0-85032753574
1465,1465,2-s2.0-84867415356
1622,1622,2-s2.0-0037317953
1744,1744,2-s2.0-5444271933
1869,1869,2-s2.0-84993090724
1883,1883,2-s2.0-84908983745
2072,2072,2-s2.0-3142672982
2097,2097,2-s2.0-2342631341
2157,2157,2-s2.0-28044442498
2176,2176,2-s2.0-84885806317
2264,2264,2-s2.0-33745711980
2291,2291,2-s2.0-27644489110
2404,2404,2-s2.0-24044471647
2506,2506,2-s2.0-17444383511
2564,2564,2-s2.0-85065356757
2779,2779,2-s2.0-22544461336
3185,3185,2-s2.0-33744779316
3406,3406,2-s2.0-84920630526
3462,3462,2-s2.0-48749120637
3784,3784,2-s2.0-50049089514
3925,3925,2-s2.0-34548736577
3954,3954,2-s2.0-34547952458
4359,4359,2-s2.0-84891681506
4550,4550,2-s2.0-84902389322
4813,4813,2-s2.0-56149091347
4905,4905,2-s2.0-48649098815
5028,5028,2-s2.0-42949089299
5032,5032,2-s2.0-78049430040
5140,5140,2-s2.0-38049056851
5318,5318,2-s2.0-84928354354
5473,5473,2-s2.0-48249083036
5498,5498,2-s2.0-43249127753
5519,5519,2-s2.0-38849183442
5575,5575,2-s2.0-84892807049
5615,5615,2-s2.0-84867361199
5659,5659,2-s2.0-77955628324
5759,5759,2-s2.0-72749084827
5863,5863,2-s2.0-70449420095
5873,5873,2-s2.0-70349342926
6063,6063,2-s2.0-67149088591
6170,6170,2-s2.0-84893687387
6444,6444,2-s2.0-85016660346
6494,6494,2-s2.0-84897992247
6514,6514,2-s2.0-84866388206
6600,6600,2-s2.0-71649097082
6722,6722,2-s2.0-57649138025
6815,6815,2-s2.0-84879548005
6969,6969,2-s2.0-79951860084
7101,7101,2-s2.0-79960645301
7208,7208,2-s2.0-77956802001
7210,7210,2-s2.0-77956746053
7288,7288,2-s2.0-77955869437
7326,7326,2-s2.0-77955469776
7334,7334,2-s2.0-77949658132
7521,7521,2-s2.0-84919505491
7585,7585,2-s2.0-77952556130
7704,7704,2-s2.0-85060072589
7937,7937,2-s2.0-84892433749
7965,7965,2-s2.0-80051482710
8028,8028,2-s2.0-78651226373
8033,8033,2-s2.0-78649604908
8195,8195,2-s2.0-84255184446
8320,8320,2-s2.0-84865085016
8355,8355,2-s2.0-84860464127
8638,8638,2-s2.0-80053099083
9059,9059,2-s2.0-79958154464
9128,9128,2-s2.0-79953139048
9146,9146,2-s2.0-79951831574
9469,9469,2-s2.0-84941345876
9476,9476,2-s2.0-84925582666
9580,9580,2-s2.0-84855812678
9586,9586,2-s2.0-84855184656
9619,9619,2-s2.0-80052187328
9684,9684,2-s2.0-78651341142
9687,9687,2-s2.0-78651098437
9727,9727,2-s2.0-84871484927
9903,9903,2-s2.0-84872158421
10079,10079,2-s2.0-84866609145
10204,10204,2-s2.0-84923266684
10762,10762,2-s2.0-85045018227
10812,10812,2-s2.0-85029103291
10906,10906,2-s2.0-85029027880
11116,11116,2-s2.0-84871560848
11263,11263,2-s2.0-84859044779
11396,11396,2-s2.0-84895369084
11401,11401,2-s2.0-84894252360
11720,11720,2-s2.0-84884343419
11994,11994,2-s2.0-84880065050
12165,12165,2-s2.0-84946723205
12235,12235,2-s2.0-84875356568
12319,12319,2-s2.0-84940401065
12361,12361,2-s2.0-84875380029
12437,12437,2-s2.0-84874831394
12536,12536,2-s2.0-85092896116
12610,12610,2-s2.0-85055927493
12710,12710,2-s2.0-84955646469
12723,12723,2-s2.0-84946505710
12831,12831,2-s2.0-84906667269
12887,12887,2-s2.0-84902669951
13003,13003,2-s2.0-84890754726
13062,13062,2-s2.0-84885162893
13121,13121,2-s2.0-84881327717
13198,13198,2-s2.0-84876243073
13217,13217,2-s2.0-84875239889
13232,13232,2-s2.0-84873875057
13239,13239,2-s2.0-84873819490
13292,13292,2-s2.0-84957968245
13368,13368,2-s2.0-84919922281
13483,13483,2-s2.0-84911923595
13684,13684,2-s2.0-85052538421
13871,13871,2-s2.0-84943011778
14151,14151,2-s2.0-84994099170
14286,14286,2-s2.0-84937772873
14340,14340,2-s2.0-84923952967
14381,14381,2-s2.0-84922275451
14532,14532,2-s2.0-84906658393
14657,14657,2-s2.0-84905171675
14735,14735,2-s2.0-84904480310
14904,14904,2-s2.0-84901631407
14951,14951,2-s2.0-84900850015
15007,15007,2-s2.0-84899008450
15009,15009,2-s2.0-84898931711
15025,15025,2-s2.0-84898546365
15054,15054,2-s2.0-84897782134
15074,15074,2-s2.0-84897403792
15079,15079,2-s2.0-84897086733
15129,15129,2-s2.0-84894593307
15166,15166,2-s2.0-84892515047
15205,15205,2-s2.0-84889638415
15288,15288,2-s2.0-84960330154
15546,15546,2-s2.0-85030527245
15562,15562,2-s2.0-84945191974
15608,15608,2-s2.0-84961730724
15612,15612,2-s2.0-84955642268
15654,15654,2-s2.0-84957922515
15790,15790,2-s2.0-84949908056
16070,16070,2-s2.0-84929494415
16272,16272,2-s2.0-84922431781
16349,16349,2-s2.0-84930854877
16434,16434,2-s2.0-85116553762
16496,16496,2-s2.0-85059922588
16536,16536,2-s2.0-85032328360
16685,16685,2-s2.0-84968877351
16706,16706,2-s2.0-84964844670
16854,16854,2-s2.0-84949009088
16912,16912,2-s2.0-84945902265
16955,16955,2-s2.0-84944459980
16966,16966,2-s2.0-84943800510
16979,16979,2-s2.0-84943528207
17193,17193,2-s2.0-84928721165
17239,17239,2-s2.0-84925358885
17332,17332,2-s2.0-84908388658
17426,17426,2-s2.0-85102972424
17466,17466,2-s2.0-85106821479
17548,17548,2-s2.0-85095935787
17628,17628,2-s2.0-85078594956
17657,17657,2-s2.0-85099463763
17775,17775,2-s2.0-85096234867
17781,17781,2-s2.0-85096007757
17802,17802,2-s2.0-85090793343
18026,18026,2-s2.0-85086118732
18144,18144,2-s2.0-85107204268
18239,18239,2-s2.0-85089183477
18331,18331,2-s2.0-85099904147
18483,18483,2-s2.0-85089071142
18551,18551,2-s2.0-85087841424
18763,18763,2-s2.0-85095750149
18802,18802,2-s2.0-85095731202
18868,18868,2-s2.0-85087517950
18896,18896,2-s2.0-85105466279
18924,18924,2-s2.0-85089027470
19147,19147,2-s2.0-85085477160
19159,19159,2-s2.0-85093663248
19277,19277,2-s2.0-85076213535
19508,19508,2-s2.0-85082991811
19732,19732,2-s2.0-85074646033
19861,19861,2-s2.0-85075401913
19978,19978,2-s2.0-85180679733
20241,20241,2-s2.0-85103946059
20533,20533,2-s2.0-85096604133
20613,20613,2-s2.0-85094879672
20616,20616,2-s2.0-85094873780
20642,20642,2-s2.0-85092679654
20664,20664,2-s2.0-85092227113
20868,20868,2-s2.0-85088515819
20904,20904,2-s2.0-85087893649
20934,20934,2-s2.0-85087318587
21035,21035,2-s2.0-85084984585
21212,21212,2-s2.0-85079612315
21225,21225,2-s2.0-85079440055
21432,21432,2-s2.0-105013319243
21512,21512,2-s2.0-105008157355
21722,21722,2-s2.0-85065294009
21832,21832,2-s2.0-85078295450
21985,21985,2-s2.0-85075048413
22072,22072,2-s2.0-85075252521
22107,22107,2-s2.0-85074894129
22215,22215,2-s2.0-85082482325
22225,22225,2-s2.0-85082442490
22344,22344,2-s2.0-85073605207
22457,22457,2-s2.0-85072675800
22651,22651,2-s2.0-85041352407
23006,23007,2-s2.0-85070971663
23242,23243,2-s2.0-85065313736
23365,23366,2-s2.0-85067465548
23390,23391,2-s2.0-85062819501
23450,23451,2-s2.0-85042532554
23467,23468,2-s2.0-85063399352
23562,23563,2-s2.0-85074996926
23784,23785,2-s2.0-85149385781
23946,23947,2-s2.0-85141092403
24285,24286,2-s2.0-85079170776
24362,24363,2-s2.0-85077842870
24368,24369,2-s2.0-85077810783
24454,24455,2-s2.0-85075283052
24582,24583,2-s2.0-85073105642
24598,24599,2-s2.0-85072932068
24604,24605,2-s2.0-85072913683
24629,24630,2-s2.0-85072522210
24708,24709,2-s2.0-85070870096
24862,24863,2-s2.0-85067862022
24874,24875,2-s2.0-85067396439
24899,24900,2-s2.0-85067101747
24914,24915,2-s2.0-85066944279
24930,24931,2-s2.0-85066491978
24991,24992,2-s2.0-85065255873
25016,25017,2-s2.0-85064825513
25023,25024,2-s2.0-85064650160
25098,25099,2-s2.0-85061508993
25392,25393,2-s2.0-85044501642
25468,25469,2-s2.0-85041011912
25863,25864,2-s2.0-85055742277
26029,26030,2-s2.0-85046996842
26062,26063,2-s2.0-85063513238
26103,26104,2-s2.0-85062076147
26431,26432,2-s2.0-85047597811
26571,26572,2-s2.0-85078746134
26691,26692,2-s2.0-85061751518
26701,26702,2-s2.0-85050203330
26717,26718,2-s2.0-85044299979
26831,26832,2-s2.0-85043702357
26846,26847,2-s2.0-85041668107
27128,27129,2-s2.0-85021424328
27142,27143,2-s2.0-84961200568
27159,27160,2-s2.0-85146584515
27489,27490,2-s2.0-85061038260
27710,27711,2-s2.0-85054656384
27816,27817,2-s2.0-85049573358
27911,27912,2-s2.0-85047357318
28166,28167,2-s2.0-105009078978
28223,28224,2-s2.0-85064017943
28400,28401,2-s2.0-85046802223
28794,28795,2-s2.0-85011675602
28823,28824,2-s2.0-85013628230
28894,28895,2-s2.0-85007173715
28907,28908,2-s2.0-85026197513
28933,28934,2-s2.0-85012066446
29038,29039,2-s2.0-84978658416
29084,29085,2-s2.0-85030568323
29092,29093,2-s2.0-85030567660
29094,29095,2-s2.0-85030567384
29119,29120,2-s2.0-85030561597
29238,29239,2-s2.0-85030533945
29304,29305,2-s2.0-85023630049
29457,29458,2-s2.0-85021758187
29551,29552,2-s2.0-85034007564
29701,29702,2-s2.0-85018242854
29709,29710,2-s2.0-85014995952
29796,29797,2-s2.0-84989171923
29814,29815,2-s2.0-84996618772
29883,29884,2-s2.0-84946429745
29886,29887,2-s2.0-84939228937
30239,30240,2-s2.0-85041536572
30241,30242,2-s2.0-85041533054
30368,30369,2-s2.0-85035027160
30375,30376,2-s2.0-85034779141
30751,30752,2-s2.0-85015777229
30849,30850,2-s2.0-84989220469
30889,30890,2-s2.0-105007384812
30943,30944,2-s2.0-85008252626
31018,31019,2-s2.0-85007292072
31064,31065,2-s2.0-85006797947
31199,31200,2-s2.0-85044616596
31279,31280,2-s2.0-84989315938
31589,31590,2-s2.0-84961864496
31775,31776,2-s2.0-84933565296
31962,31963,2-s2.0-84984829475
32066,32067,2-s2.0-85005766215
32297,32298,2-s2.0-85071474203
32311,32312,2-s2.0-85068430323
32460,32461,2-s2.0-85020740592
32836,32837,2-s2.0-84988646857
32932,32933,2-s2.0-84978296373
32965,32966,2-s2.0-84976388638
33067,33068,2-s2.0-84959168552
33068,33069,2-s2.0-84959123691
