corpus_position,source_row_abs,EID_o_identificador
2,2,2-s2.0-0033653172
3,3,2-s2.0-0033653169
7,7,2-s2.0-8644291002
17,17,2-s2.0-8644252721
20,20,2-s2.0-8644246700
30,30,2-s2.0-85040416124
34,34,2-s2.0-84867432310
44,44,2-s2.0-28944455653
51,51,2-s2.0-0034546460
52,52,2-s2.0-0034542419
62,62,2-s2.0-0034470904
67,67,2-s2.0-0010775015
74,74,2-s2.0-0034718890
79,79,2-s2.0-79951830040
80,80,2-s2.0-34547439522
82,82,2-s2.0-0034302751
87,87,2-s2.0-20444489467
89,89,2-s2.0-0034284969
95,95,2-s2.0-0042186862
98,98,2-s2.0-0034607969
106,106,2-s2.0-84937047204
111,111,2-s2.0-0041034794
114,114,2-s2.0-0034635358
116,116,2-s2.0-0342313511
117,117,2-s2.0-8644220517
130,130,2-s2.0-85008834289
131,131,2-s2.0-85007856616
135,135,2-s2.0-84992421933
148,148,2-s2.0-84904040699
164,164,2-s2.0-47249106643
166,166,2-s2.0-35649002265
169,169,2-s2.0-34247174510
170,170,2-s2.0-33750632339
175,175,2-s2.0-3042573883
180,180,2-s2.0-24944486066
185,185,2-s2.0-23044523455
194,194,2-s2.0-22844453574
200,200,2-s2.0-19544366573
214,214,2-s2.0-0042225063
219,219,2-s2.0-0039925209
221,221,2-s2.0-0039334677
223,223,2-s2.0-0038286442
226,226,2-s2.0-0034734148
229,229,2-s2.0-0034612674
251,251,2-s2.0-0034203611
262,262,2-s2.0-0034046001
263,263,2-s2.0-0034025401
268,268,2-s2.0-0033923496
270,270,2-s2.0-0033909073
279,279,2-s2.0-0033760724
285,285,2-s2.0-0033723637
289,289,2-s2.0-0033661305
300,300,2-s2.0-0008785257
305,305,2-s2.0-0000717304
307,307,2-s2.0-0035856945
311,311,2-s2.0-8744315705
315,315,2-s2.0-8744306835
319,319,2-s2.0-8744303616
320,320,2-s2.0-8744303615
324,324,2-s2.0-8744301209
325,325,2-s2.0-8744300688
334,334,2-s2.0-8744275101
340,340,2-s2.0-8744262131
348,348,2-s2.0-8744242918
357,357,2-s2.0-85073143125
362,362,2-s2.0-84867317324
365,365,2-s2.0-52649096412
371,371,2-s2.0-34249893927
373,373,2-s2.0-32944458322
374,374,2-s2.0-3242722248
375,375,2-s2.0-30844441866
382,382,2-s2.0-0035786043
386,386,2-s2.0-0035732454
393,393,2-s2.0-0035649414
396,396,2-s2.0-0035569964
402,402,2-s2.0-0035228128
405,405,2-s2.0-0013296673
410,410,2-s2.0-85158760701
416,416,2-s2.0-0034922790
418,418,2-s2.0-0035725479
419,419,2-s2.0-0035422936
433,433,2-s2.0-0348238398
434,434,2-s2.0-0013145664
435,435,2-s2.0-0035092350
438,438,2-s2.0-0346997406
445,445,2-s2.0-0035264841
450,450,2-s2.0-6344233840
451,451,2-s2.0-6344294357
456,456,2-s2.0-85131785485
462,462,2-s2.0-85064781454
480,480,2-s2.0-85007784572
481,481,2-s2.0-84996203492
494,494,2-s2.0-84905098143
503,503,2-s2.0-84895258936
505,505,2-s2.0-84882300382
506,506,2-s2.0-84872860010
513,513,2-s2.0-76649083006
514,514,2-s2.0-71149103033
516,516,2-s2.0-61149692982
520,520,2-s2.0-52749098367
521,521,2-s2.0-52549130765
522,522,2-s2.0-52549118202
523,523,2-s2.0-52549098654
526,526,2-s2.0-44849143383
529,529,2-s2.0-34548849734
533,533,2-s2.0-33751504732
535,535,2-s2.0-33749543436
544,544,2-s2.0-26444550190
546,546,2-s2.0-2442547089
547,547,2-s2.0-23844468180
548,548,2-s2.0-20644461397
549,549,2-s2.0-19644393318
556,556,2-s2.0-18544390127
557,557,2-s2.0-18444366830
558,558,2-s2.0-18044398836
574,574,2-s2.0-0038970348
592,592,2-s2.0-0035600229
618,618,2-s2.0-0035378401
623,623,2-s2.0-0035354880
625,625,2-s2.0-0035342129
630,630,2-s2.0-0035223759
640,640,2-s2.0-0035197640
651,651,2-s2.0-0034981480
658,658,2-s2.0-0034818440
665,665,2-s2.0-0012630197
666,666,2-s2.0-0012584908
667,667,2-s2.0-0012068470
669,669,2-s2.0-0000624536
672,672,2-s2.0-8744315461
684,684,2-s2.0-8744278149
685,685,2-s2.0-8744277888
690,690,2-s2.0-8744272197
696,696,2-s2.0-8744255414
705,705,2-s2.0-8744240301
706,706,2-s2.0-8744240234
708,708,2-s2.0-8744239201
711,711,2-s2.0-8744234294
714,714,2-s2.0-8744230889
720,720,2-s2.0-8744222397
721,721,2-s2.0-8744219728
738,738,2-s2.0-2642556458
739,739,2-s2.0-23844479305
742,742,2-s2.0-21144448317
748,748,2-s2.0-1642634543
750,750,2-s2.0-0642365014
766,766,2-s2.0-0036954181
774,774,2-s2.0-0036949541
781,781,2-s2.0-0036911431
784,784,2-s2.0-0036368716
789,789,2-s2.0-0036405402
792,792,2-s2.0-3843118120
793,793,2-s2.0-3042544905
794,794,2-s2.0-0036875925
801,801,2-s2.0-1842450025
803,803,2-s2.0-0036795923
804,804,2-s2.0-0036794154
811,811,2-s2.0-0036336430
820,820,2-s2.0-34548275325
846,846,2-s2.0-33748756973
847,847,2-s2.0-33746787773
848,848,2-s2.0-27944478119
854,854,2-s2.0-0042889018
858,858,2-s2.0-0037059449
866,866,2-s2.0-85066183730
871,871,2-s2.0-85064775393
874,874,2-s2.0-85057365695
875,875,2-s2.0-85057083942
894,894,2-s2.0-84964507882
895,895,2-s2.0-84964507250
