corpus_position,source_row_abs,EID_o_identificador
17,17,2-s2.0-8644252721
107,107,2-s2.0-3042676363
175,175,2-s2.0-3042573883
200,200,2-s2.0-19544366573
206,206,2-s2.0-0345985087
315,315,2-s2.0-8744306835
350,350,2-s2.0-8744240179
368,368,2-s2.0-4944260811
435,435,2-s2.0-0035092350
451,451,2-s2.0-6344294357
537,537,2-s2.0-33745203899
577,577,2-s2.0-0038775899
579,579,2-s2.0-0035908403
680,680,2-s2.0-8744289577
748,748,2-s2.0-1642634543
882,882,2-s2.0-85007807945
1079,1079,2-s2.0-0344305797
1116,1116,2-s2.0-8744263903
1205,1205,2-s2.0-1642479271
1513,1513,2-s2.0-34147099834
1587,1587,2-s2.0-0042243564
1741,1741,2-s2.0-5444274612
1760,1760,2-s2.0-5444255692
1780,1780,2-s2.0-5444240325
2142,2142,2-s2.0-0942279601
2239,2239,2-s2.0-33947206620
2349,2349,2-s2.0-33645013709
2432,2432,2-s2.0-24744468791
2655,2655,2-s2.0-80052775827
2834,2834,2-s2.0-17044433422
2881,2881,2-s2.0-84884299426
2919,2919,2-s2.0-50249094713
2995,2995,2-s2.0-33751027418
3047,3047,2-s2.0-33750152201
3245,3245,2-s2.0-85135973661
3278,3278,2-s2.0-85029118123
3634,3634,2-s2.0-84892818318
3785,3785,2-s2.0-50049087587
3838,3838,2-s2.0-37849013631
3859,3859,2-s2.0-36549013109
3935,3935,2-s2.0-34548233246
3971,3971,2-s2.0-34547459531
4082,4082,2-s2.0-34249856075
4098,4098,2-s2.0-33845477232
4256,4256,2-s2.0-85029048428
4342,4342,2-s2.0-84906692791
4370,4370,2-s2.0-84858310586
4374,4374,2-s2.0-80053281783
4468,4468,2-s2.0-34250663822
4469,4469,2-s2.0-34250344917
4563,4563,2-s2.0-84892316378
4689,4689,2-s2.0-67651252544
4816,4816,2-s2.0-54249101843
4924,4924,2-s2.0-48449104048
5148,5148,2-s2.0-85147071000
5164,5164,2-s2.0-85078838999
5291,5291,2-s2.0-85013621514
5350,5350,2-s2.0-84867459500
5356,5356,2-s2.0-84862979084
5486,5486,2-s2.0-45849135635
5595,5595,2-s2.0-84889962413
5677,5677,2-s2.0-77953491557
5731,5731,2-s2.0-77749311357
5819,5819,2-s2.0-73349105897
