corpus_position,source_row_abs,EID_o_identificador
1,1,2-s2.0-0033660524
3,3,2-s2.0-0033653169
4,4,2-s2.0-0033652463
6,6,2-s2.0-0034623828
8,8,2-s2.0-8644285431
9,9,2-s2.0-8644280479
11,11,2-s2.0-8644274687
12,12,2-s2.0-8644274072
13,13,2-s2.0-8644271674
14,14,2-s2.0-8644265989
17,17,2-s2.0-8644252721
22,22,2-s2.0-8644241742
23,23,2-s2.0-8644233363
24,24,2-s2.0-8644224928
25,25,2-s2.0-8644223322
26,26,2-s2.0-8644220516
28,28,2-s2.0-85181224824
29,29,2-s2.0-85065364308
30,30,2-s2.0-85040416124
31,31,2-s2.0-85007591202
32,32,2-s2.0-84893628559
33,33,2-s2.0-84893412380
36,36,2-s2.0-79959734206
39,39,2-s2.0-61149708367
41,41,2-s2.0-37549002580
44,44,2-s2.0-28944455653
47,47,2-s2.0-17044444083
48,48,2-s2.0-1642312610
49,49,2-s2.0-1542272649
50,50,2-s2.0-0346383936
52,52,2-s2.0-0034542419
54,54,2-s2.0-0034480208
55,55,2-s2.0-0034474519
56,56,2-s2.0-0034474311
57,57,2-s2.0-0034474051
58,58,2-s2.0-0034473636
60,60,2-s2.0-0034471187
64,64,2-s2.0-0034470794
65,65,2-s2.0-0034429301
66,66,2-s2.0-0033872249
67,67,2-s2.0-0010775015
69,69,2-s2.0-0033782866
73,73,2-s2.0-0034718894
75,75,2-s2.0-0034644641
77,77,2-s2.0-0034644566
83,83,2-s2.0-0013238159
85,85,2-s2.0-85181189739
86,86,2-s2.0-3042664045
90,90,2-s2.0-84952651568
91,91,2-s2.0-85164500141
92,92,2-s2.0-85007838156
94,94,2-s2.0-0042687934
95,95,2-s2.0-0042186862
96,96,2-s2.0-0034198169
97,97,2-s2.0-0009563814
98,98,2-s2.0-0034607969
100,100,2-s2.0-0034697112
104,104,2-s2.0-0034171702
106,106,2-s2.0-84937047204
110,110,2-s2.0-0342955492
111,111,2-s2.0-0041034794
112,112,2-s2.0-3042640043
113,113,2-s2.0-0034635405
114,114,2-s2.0-0034635358
115,115,2-s2.0-23944498915
116,116,2-s2.0-0342313511
118,118,2-s2.0-85089443123
119,119,2-s2.0-85066224145
121,121,2-s2.0-85041902906
122,122,2-s2.0-85024001305
126,126,2-s2.0-85011497723
128,128,2-s2.0-85010495355
133,133,2-s2.0-84993769373
135,135,2-s2.0-84992421933
139,139,2-s2.0-84965100236
147,147,2-s2.0-84904048503
150,150,2-s2.0-84871922064
151,151,2-s2.0-84871590639
153,153,2-s2.0-84867297329
158,158,2-s2.0-53949124323
160,160,2-s2.0-53349093437
161,161,2-s2.0-52849125488
164,164,2-s2.0-47249106643
167,167,2-s2.0-34548171607
168,168,2-s2.0-34249899754
169,169,2-s2.0-34247174510
170,170,2-s2.0-33750632339
172,172,2-s2.0-33749398801
173,173,2-s2.0-33646819206
174,174,2-s2.0-3042575151
176,176,2-s2.0-3042533569
177,177,2-s2.0-29444456229
184,184,2-s2.0-23044524589
185,185,2-s2.0-23044523455
190,190,2-s2.0-22844457285
192,192,2-s2.0-22844454064
194,194,2-s2.0-22844453574
195,195,2-s2.0-22844453412
196,196,2-s2.0-22844453364
197,197,2-s2.0-19544377644
200,200,2-s2.0-19544366573
203,203,2-s2.0-13244297204
205,205,2-s2.0-0346115258
207,207,2-s2.0-0242686205
212,212,2-s2.0-0042686509
213,213,2-s2.0-0042349739
216,216,2-s2.0-0042185340
217,217,2-s2.0-0041684689
218,218,2-s2.0-0040442261
219,219,2-s2.0-0039925209
220,220,2-s2.0-0039923264
222,222,2-s2.0-0038778883
223,223,2-s2.0-0038286442
224,224,2-s2.0-0038022475
231,231,2-s2.0-0034580888
235,235,2-s2.0-0034424263
237,237,2-s2.0-0034387860
240,240,2-s2.0-0034364560
241,241,2-s2.0-0034354897
242,242,2-s2.0-0034345634
243,243,2-s2.0-0034344786
244,244,2-s2.0-0034343126
245,245,2-s2.0-0034342062
249,249,2-s2.0-0034280406
250,250,2-s2.0-0034238455
251,251,2-s2.0-0034203611
254,254,2-s2.0-0034199435
256,256,2-s2.0-0034189289
262,262,2-s2.0-0034046001
263,263,2-s2.0-0034025401
265,265,2-s2.0-0034000841
266,266,2-s2.0-0033994556
269,269,2-s2.0-0033922031
270,270,2-s2.0-0033909073
271,271,2-s2.0-0033900007
272,272,2-s2.0-0033881512
276,276,2-s2.0-0033854629
278,278,2-s2.0-0033803914
279,279,2-s2.0-0033760724
280,280,2-s2.0-0033760654
285,285,2-s2.0-0033723637
287,287,2-s2.0-0033687064
288,288,2-s2.0-0033667271
290,290,2-s2.0-0033652932
295,295,2-s2.0-0011973861
298,298,2-s2.0-0011262067
301,301,2-s2.0-0005732953
303,303,2-s2.0-0001033861
304,304,2-s2.0-0000768851
305,305,2-s2.0-0000717304
306,306,2-s2.0-0035977440
310,310,2-s2.0-8744315776
313,313,2-s2.0-8744312543
314,314,2-s2.0-8744309830
317,317,2-s2.0-8744304598
320,320,2-s2.0-8744303615
322,322,2-s2.0-8744301797
323,323,2-s2.0-8744301717
324,324,2-s2.0-8744301209
328,328,2-s2.0-8744292840
329,329,2-s2.0-8744289910
330,330,2-s2.0-8744285308
333,333,2-s2.0-8744275607
335,335,2-s2.0-8744275073
336,336,2-s2.0-8744273767
337,337,2-s2.0-8744272666
338,338,2-s2.0-8744271122
339,339,2-s2.0-8744267190
340,340,2-s2.0-8744262131
341,341,2-s2.0-8744259517
346,346,2-s2.0-8744245488
354,354,2-s2.0-8744231690
357,357,2-s2.0-85073143125
362,362,2-s2.0-84867317324
363,363,2-s2.0-78751527266
364,364,2-s2.0-61349183215
366,366,2-s2.0-52549121986
367,367,2-s2.0-52549121985
368,368,2-s2.0-4944260811
371,371,2-s2.0-34249893927
372,372,2-s2.0-33847682119
375,375,2-s2.0-30844441866
376,376,2-s2.0-30544440275
377,377,2-s2.0-0347693168
379,379,2-s2.0-0038495450
381,381,2-s2.0-0035786659
382,382,2-s2.0-0035786043
384,384,2-s2.0-0035784414
385,385,2-s2.0-0035745072
386,386,2-s2.0-0035732454
388,388,2-s2.0-0035693274
389,389,2-s2.0-0035688346
390,390,2-s2.0-0035687905
391,391,2-s2.0-0035687634
394,394,2-s2.0-0035582158
395,395,2-s2.0-0035571544
399,399,2-s2.0-0035554371
403,403,2-s2.0-0035622660
404,404,2-s2.0-0035500139
405,405,2-s2.0-0013296673
409,409,2-s2.0-85171829373
411,411,2-s2.0-85070608828
414,414,2-s2.0-0034847153
415,415,2-s2.0-4744349791
418,418,2-s2.0-0035725479
421,421,2-s2.0-0034932636
422,422,2-s2.0-0034970479
426,426,2-s2.0-85023947838
427,427,2-s2.0-77954184874
430,430,2-s2.0-0035947118
431,431,2-s2.0-85056873958
432,432,2-s2.0-85023658640
434,434,2-s2.0-0013145664
435,435,2-s2.0-0035092350
436,436,2-s2.0-85180902848
437,437,2-s2.0-4043104065
440,440,2-s2.0-0035533666
441,441,2-s2.0-0035286827
442,442,2-s2.0-0035279548
443,443,2-s2.0-0035272283
444,444,2-s2.0-0035271059
445,445,2-s2.0-0035264841
446,446,2-s2.0-0013240382
450,450,2-s2.0-6344233840
451,451,2-s2.0-6344294357
454,454,2-s2.0-6344226771
456,456,2-s2.0-85131785485
458,458,2-s2.0-85074884261
459,459,2-s2.0-85072449893
460,460,2-s2.0-85070136361
461,461,2-s2.0-85066191930
462,462,2-s2.0-85064781454
463,463,2-s2.0-85047686427
464,464,2-s2.0-85042110617
465,465,2-s2.0-85025336272
466,466,2-s2.0-85024073013
468,468,2-s2.0-85023813769
470,470,2-s2.0-85011528595
476,476,2-s2.0-85009598657
477,477,2-s2.0-85009547716
478,478,2-s2.0-85009039286
485,485,2-s2.0-84992829366
486,486,2-s2.0-84992803642
489,489,2-s2.0-84964556257
490,490,2-s2.0-84958765591
495,495,2-s2.0-84904063011
497,497,2-s2.0-84901932833
498,498,2-s2.0-84901922779
499,499,2-s2.0-84901268889
500,500,2-s2.0-84901264039
501,501,2-s2.0-84901257016
502,502,2-s2.0-84897820656
504,504,2-s2.0-84889286772
508,508,2-s2.0-84861501078
509,509,2-s2.0-84858572328
511,511,2-s2.0-77956334086
513,513,2-s2.0-76649083006
514,514,2-s2.0-71149103033
516,516,2-s2.0-61149692982
520,520,2-s2.0-52749098367
521,521,2-s2.0-52549130765
522,522,2-s2.0-52549118202
523,523,2-s2.0-52549098654
524,524,2-s2.0-52549084621
525,525,2-s2.0-4544263115
526,526,2-s2.0-44849143383
527,527,2-s2.0-4243062315
528,528,2-s2.0-4043087809
529,529,2-s2.0-34548849734
530,530,2-s2.0-34548082510
535,535,2-s2.0-33749543436
537,537,2-s2.0-33745203899
538,538,2-s2.0-33344460828
543,543,2-s2.0-27544496425
547,547,2-s2.0-23844468180
548,548,2-s2.0-20644461397
552,552,2-s2.0-19644373972
553,553,2-s2.0-19644370421
557,557,2-s2.0-18444366830
559,559,2-s2.0-17644447688
562,562,2-s2.0-17344392890
563,563,2-s2.0-17344373586
565,565,2-s2.0-15944401437
567,567,2-s2.0-0345816874
570,570,2-s2.0-0040746584
575,575,2-s2.0-0038895779
578,578,2-s2.0-0037970947
581,581,2-s2.0-0035790531
585,585,2-s2.0-0035691190
586,586,2-s2.0-0035667891
587,587,2-s2.0-0035648471
588,588,2-s2.0-0035646069
589,589,2-s2.0-0035632816
591,591,2-s2.0-0035601560
593,593,2-s2.0-0035599981
594,594,2-s2.0-0035595758
596,596,2-s2.0-0035581880
598,598,2-s2.0-0035564541
601,601,2-s2.0-0035537037
602,602,2-s2.0-0035532086
606,606,2-s2.0-0035506604
608,608,2-s2.0-0035491608
610,610,2-s2.0-0035458222
611,611,2-s2.0-0035457774
612,612,2-s2.0-0035438376
613,613,2-s2.0-0035438375
617,617,2-s2.0-0035381111
620,620,2-s2.0-0035374273
621,621,2-s2.0-0035374082
622,622,2-s2.0-0035359369
623,623,2-s2.0-0035354880
624,624,2-s2.0-0035343999
