corpus_position,source_row_abs,EID_o_identificador
17,17,2-s2.0-8644252721
116,116,2-s2.0-0342313511
121,121,2-s2.0-85041902906
230,230,2-s2.0-0034584371
448,448,2-s2.0-0035608424
531,531,2-s2.0-34249805880
537,537,2-s2.0-33745203899
547,547,2-s2.0-23844468180
651,651,2-s2.0-0034981480
769,769,2-s2.0-0036953978
778,778,2-s2.0-0036949207
795,795,2-s2.0-0036864581
797,797,2-s2.0-0036396336
875,875,2-s2.0-85057083942
970,970,2-s2.0-25144480755
1098,1098,2-s2.0-8744299901
1130,1130,2-s2.0-8744247351
1189,1189,2-s2.0-20844447879
1270,1270,2-s2.0-84905766175
1320,1320,2-s2.0-84896674354
1327,1327,2-s2.0-0037804708
1414,1414,2-s2.0-84986147801
1432,1432,2-s2.0-84946052191
1448,1448,2-s2.0-84941214021
1506,1506,2-s2.0-35148898010
1593,1593,2-s2.0-0038727505
1594,1594,2-s2.0-0038708317
1601,1601,2-s2.0-0038369948
1669,1669,2-s2.0-33846985525
1723,1723,2-s2.0-11144258703
1727,1727,2-s2.0-8344289057
1758,1758,2-s2.0-5444256464
1766,1766,2-s2.0-5444251888
1786,1786,2-s2.0-5444236442
1796,1796,2-s2.0-5444223656
1813,1813,2-s2.0-16644388852
1868,1868,2-s2.0-3242708460
1968,1968,2-s2.0-85071208214
2022,2022,2-s2.0-7244229735
2052,2052,2-s2.0-39049189213
2242,2242,2-s2.0-33947172718
2263,2263,2-s2.0-33745806178
2335,2335,2-s2.0-24944471226
2382,2382,2-s2.0-23944486352
2417,2417,2-s2.0-20344403512
2502,2502,2-s2.0-18844390717
2569,2569,2-s2.0-85029921015
2693,2693,2-s2.0-33645980327
2710,2710,2-s2.0-27844493901
2739,2739,2-s2.0-22544486861
2765,2765,2-s2.0-22544468812
2815,2815,2-s2.0-21244447120
2832,2832,2-s2.0-17144394817
2845,2845,2-s2.0-14644398647
2884,2884,2-s2.0-84878099229
2970,2970,2-s2.0-33847205393
2996,2996,2-s2.0-33845307565
3079,3079,2-s2.0-33747630446
3136,3136,2-s2.0-33746724691
3170,3170,2-s2.0-33747890841
3355,3355,2-s2.0-84990909354
3394,3394,2-s2.0-84923487041
3445,3445,2-s2.0-77958610844
3504,3504,2-s2.0-33846181401
3563,3563,2-s2.0-33745482973
3735,3735,2-s2.0-63049118255
3825,3825,2-s2.0-39749162810
3830,3830,2-s2.0-38349004712
3842,3842,2-s2.0-37449029666
3882,3882,2-s2.0-84893152178
4052,4052,2-s2.0-34247555467
4122,4122,2-s2.0-33947231199
4128,4128,2-s2.0-33846850470
4214,4214,2-s2.0-85029089893
4240,4240,2-s2.0-85029064462
4250,4250,2-s2.0-85029053398
4300,4300,2-s2.0-84967702720
4450,4450,2-s2.0-34548379490
4543,4543,2-s2.0-57049089568
4623,4623,2-s2.0-81155132182
4632,4632,2-s2.0-79951960546
4667,4667,2-s2.0-77950311171
4681,4681,2-s2.0-70349595159
4734,4734,2-s2.0-58449085007
4758,4758,2-s2.0-55149091365
4827,4827,2-s2.0-55449096967
4917,4917,2-s2.0-50049089124
5061,5061,2-s2.0-41949137572
5082,5082,2-s2.0-85056857833
5135,5135,2-s2.0-38049128946
5225,5225,2-s2.0-85029079457
5246,5246,2-s2.0-85029061079
5248,5248,2-s2.0-85029056542
5259,5259,2-s2.0-85029045144
5329,5329,2-s2.0-84898630768
5345,5345,2-s2.0-84890436030
5474,5474,2-s2.0-47949127315
5477,5477,2-s2.0-47849115586
5547,5547,2-s2.0-71849089045
5622,5622,2-s2.0-84867274426
5726,5726,2-s2.0-77950115582
5960,5960,2-s2.0-68249083492
5987,5987,2-s2.0-68149152274
6027,6027,2-s2.0-67349207132
6040,6040,2-s2.0-67649283165
6122,6122,2-s2.0-65549152415
6130,6130,2-s2.0-65349188165
6146,6146,2-s2.0-67651246920
6158,6158,2-s2.0-60549116150
6256,6256,2-s2.0-62649113987
6274,6274,2-s2.0-84924053573
6330,6330,2-s2.0-85126373534
6345,6345,2-s2.0-85067955578
6452,6452,2-s2.0-84951172040
6533,6533,2-s2.0-79960338617
6536,6536,2-s2.0-79959745414
6597,6597,2-s2.0-72849129480
6612,6612,2-s2.0-70350225822
6670,6670,2-s2.0-65349165833
6709,6709,2-s2.0-58349088278
6724,6724,2-s2.0-57249106566
6729,6729,2-s2.0-105003842466
6778,6778,2-s2.0-84892298416
6779,6779,2-s2.0-84892285091
6846,6846,2-s2.0-84863141887
6866,6866,2-s2.0-84857007051
6900,6900,2-s2.0-79959636090
6907,6907,2-s2.0-79959425255
6927,6927,2-s2.0-79955615915
6953,6953,2-s2.0-79951938153
6981,6981,2-s2.0-78751558375
6994,6994,2-s2.0-78651334398
6997,6997,2-s2.0-78650847844
7017,7017,2-s2.0-78649444571
7049,7049,2-s2.0-78649243641
7066,7066,2-s2.0-78049409606
7137,7137,2-s2.0-77957719804
7230,7230,2-s2.0-77955959206
7280,7280,2-s2.0-77952888496
7473,7473,2-s2.0-77953422182
7688,7688,2-s2.0-85114931131
7737,7737,2-s2.0-85029116568
7747,7747,2-s2.0-85029108340
7886,7886,2-s2.0-84938718820
8000,8000,2-s2.0-78951492085
8081,8081,2-s2.0-77955847506
8094,8094,2-s2.0-77954782877
8107,8107,2-s2.0-77953569033
8158,8158,2-s2.0-77951219923
8160,8160,2-s2.0-77951106265
8178,8178,2-s2.0-73649086555
8256,8256,2-s2.0-84895290635
