corpus_position,source_row_abs,EID_o_identificador
12,12,2-s2.0-8644274072
13,13,2-s2.0-8644271674
17,17,2-s2.0-8644252721
29,29,2-s2.0-85065364308
47,47,2-s2.0-17044444083
57,57,2-s2.0-0034474051
79,79,2-s2.0-79951830040
83,83,2-s2.0-0013238159
90,90,2-s2.0-84952651568
96,96,2-s2.0-0034198169
106,106,2-s2.0-84937047204
109,109,2-s2.0-34547226829
110,110,2-s2.0-0342955492
135,135,2-s2.0-84992421933
148,148,2-s2.0-84904040699
175,175,2-s2.0-3042573883
191,191,2-s2.0-22844454265
200,200,2-s2.0-19544366573
206,206,2-s2.0-0345985087
235,235,2-s2.0-0034424263
261,261,2-s2.0-0034094306
277,277,2-s2.0-0033811258
295,295,2-s2.0-0011973861
339,339,2-s2.0-8744267190
358,358,2-s2.0-85026672860
393,393,2-s2.0-0035649414
400,400,2-s2.0-0035552759
402,402,2-s2.0-0035228128
404,404,2-s2.0-0035500139
409,409,2-s2.0-85171829373
415,415,2-s2.0-4744349791
417,417,2-s2.0-0040154306
422,422,2-s2.0-0034970479
430,430,2-s2.0-0035947118
444,444,2-s2.0-0035271059
449,449,2-s2.0-0035257725
457,457,2-s2.0-85096748981
472,472,2-s2.0-85010629684
473,473,2-s2.0-85009870897
477,477,2-s2.0-85009547716
479,479,2-s2.0-85008776536
487,487,2-s2.0-84992782820
489,489,2-s2.0-84964556257
490,490,2-s2.0-84958765591
504,504,2-s2.0-84889286772
510,510,2-s2.0-79952130000
516,516,2-s2.0-61149692982
544,544,2-s2.0-26444550190
545,545,2-s2.0-24944458676
557,557,2-s2.0-18444366830
564,564,2-s2.0-17044370789
598,598,2-s2.0-0035564541
610,610,2-s2.0-0035458222
620,620,2-s2.0-0035374273
629,629,2-s2.0-0035285632
630,630,2-s2.0-0035223759
660,660,2-s2.0-0034782230
668,668,2-s2.0-0009889502
685,685,2-s2.0-8744277888
703,703,2-s2.0-8744246134
722,722,2-s2.0-85134337511
771,771,2-s2.0-0036949797
779,779,2-s2.0-0036948965
784,784,2-s2.0-0036368716
799,799,2-s2.0-84864977393
811,811,2-s2.0-0036336430
828,828,2-s2.0-2142808706
832,832,2-s2.0-0037165988
853,853,2-s2.0-0346739128
859,859,2-s2.0-85159674904
875,875,2-s2.0-85057083942
877,877,2-s2.0-85023821284
887,887,2-s2.0-84992889684
892,892,2-s2.0-84964529979
897,897,2-s2.0-84964447135
903,903,2-s2.0-84949310242
906,906,2-s2.0-84948447651
909,909,2-s2.0-84937376240
915,915,2-s2.0-84893487951
930,930,2-s2.0-77951250571
944,944,2-s2.0-4944258304
955,955,2-s2.0-34247439100
956,956,2-s2.0-33846172094
964,964,2-s2.0-3042583186
968,968,2-s2.0-26044480957
981,981,2-s2.0-17444448456
982,982,2-s2.0-17444370977
989,989,2-s2.0-0038115630
1006,1006,2-s2.0-0036884458
1043,1043,2-s2.0-0036274626
1054,1054,2-s2.0-0036065352
1058,1058,2-s2.0-0036044885
1086,1086,2-s2.0-8744310801
1107,1107,2-s2.0-8744287443
1111,1111,2-s2.0-8744279187
1118,1118,2-s2.0-8744259925
1132,1132,2-s2.0-8744246156
1137,1137,2-s2.0-8744237048
1140,1140,2-s2.0-8744235074
1169,1169,2-s2.0-3843105869
1172,1172,2-s2.0-3843058015
1180,1180,2-s2.0-33644998360
1190,1190,2-s2.0-20844438498
1206,1206,2-s2.0-1642479174
1219,1219,2-s2.0-1542644648
1220,1220,2-s2.0-1542621320
1230,1230,2-s2.0-1542359925
1233,1233,2-s2.0-0347900402
1254,1254,2-s2.0-84908979617
1268,1268,2-s2.0-84905784554
1276,1276,2-s2.0-85020225363
1286,1286,2-s2.0-0142124888
1291,1291,2-s2.0-0041804150
1303,1303,2-s2.0-84942315187
1331,1331,2-s2.0-84956754655
1342,1342,2-s2.0-0141534887
1372,1372,2-s2.0-85139335511
1391,1391,2-s2.0-85064783325
1422,1422,2-s2.0-84946094111
1433,1433,2-s2.0-84946047568
1446,1446,2-s2.0-84943745846
1451,1451,2-s2.0-84925630727
1459,1459,2-s2.0-84896878648
1463,1463,2-s2.0-84867435669
1469,1469,2-s2.0-84867357668
1478,1478,2-s2.0-78649826694
1483,1483,2-s2.0-77950832080
1504,1504,2-s2.0-35248892399
1507,1507,2-s2.0-35048868430
1514,1514,2-s2.0-33750544817
1525,1525,2-s2.0-22944443721
1543,1543,2-s2.0-1542378370
1546,1546,2-s2.0-1342325634
1552,1552,2-s2.0-105007130822
1559,1559,2-s2.0-0344685234
1561,1561,2-s2.0-0242659829
1576,1576,2-s2.0-0141706959
1577,1577,2-s2.0-0141638467
1580,1580,2-s2.0-0141427755
1613,1613,2-s2.0-0037650136
1619,1619,2-s2.0-0037341151
1648,1648,2-s2.0-84867391579
1655,1655,2-s2.0-68149148782
1665,1665,2-s2.0-35048824870
1666,1666,2-s2.0-34249093249
1684,1684,2-s2.0-21644474987
1686,1686,2-s2.0-21644472641
1689,1689,2-s2.0-21644465447
1695,1695,2-s2.0-21644437158
1706,1706,2-s2.0-15544390069
