corpus_position,source_row_abs,EID_o_identificador
17,17,2-s2.0-8644252721
46,46,2-s2.0-1842637776
47,47,2-s2.0-17044444083
56,56,2-s2.0-0034474311
59,59,2-s2.0-0034472448
60,60,2-s2.0-0034471187
67,67,2-s2.0-0010775015
92,92,2-s2.0-85007838156
103,103,2-s2.0-84986155810
111,111,2-s2.0-0041034794
119,119,2-s2.0-85066224145
135,135,2-s2.0-84992421933
138,138,2-s2.0-84968583581
164,164,2-s2.0-47249106643
165,165,2-s2.0-4544259846
169,169,2-s2.0-34247174510
174,174,2-s2.0-3042575151
178,178,2-s2.0-27544492987
187,187,2-s2.0-23044519525
207,207,2-s2.0-0242686205
212,212,2-s2.0-0042686509
218,218,2-s2.0-0040442261
242,242,2-s2.0-0034345634
247,247,2-s2.0-0034338990
274,274,2-s2.0-0033873957
282,282,2-s2.0-0033740743
318,318,2-s2.0-8744304593
324,324,2-s2.0-8744301209
329,329,2-s2.0-8744289910
341,341,2-s2.0-8744259517
350,350,2-s2.0-8744240179
354,354,2-s2.0-8744231690
373,373,2-s2.0-32944458322
377,377,2-s2.0-0347693168
398,398,2-s2.0-0035554665
411,411,2-s2.0-85070608828
413,413,2-s2.0-0034851659
418,418,2-s2.0-0035725479
419,419,2-s2.0-0035422936
427,427,2-s2.0-77954184874
434,434,2-s2.0-0013145664
444,444,2-s2.0-0035271059
447,447,2-s2.0-0035793391
451,451,2-s2.0-6344294357
454,454,2-s2.0-6344226771
520,520,2-s2.0-52749098367
529,529,2-s2.0-34548849734
532,532,2-s2.0-34249670955
543,543,2-s2.0-27544496425
545,545,2-s2.0-24944458676
563,563,2-s2.0-17344373586
567,567,2-s2.0-0345816874
573,573,2-s2.0-0039147545
581,581,2-s2.0-0035790531
597,597,2-s2.0-0035579635
600,600,2-s2.0-0035537853
606,606,2-s2.0-0035506604
635,635,2-s2.0-0035201980
651,651,2-s2.0-0034981480
662,662,2-s2.0-0034776582
665,665,2-s2.0-0012630197
671,671,2-s2.0-8744315657
681,681,2-s2.0-8744289480
693,693,2-s2.0-8744263741
704,704,2-s2.0-8744244174
718,718,2-s2.0-8744224772
726,726,2-s2.0-84867302294
732,732,2-s2.0-43149120757
747,747,2-s2.0-17144450870
755,755,2-s2.0-0037657661
758,758,2-s2.0-0036992281
763,763,2-s2.0-0036954560
800,800,2-s2.0-3042544902
836,836,2-s2.0-3543000187
857,857,2-s2.0-0037059496
886,886,2-s2.0-84992905091
889,889,2-s2.0-84964556604
893,893,2-s2.0-84964510444
900,900,2-s2.0-84963922841
906,906,2-s2.0-84948447651
933,933,2-s2.0-67650225234
944,944,2-s2.0-4944258304
977,977,2-s2.0-23044528724
981,981,2-s2.0-17444448456
988,988,2-s2.0-0039486304
991,991,2-s2.0-0037648752
994,994,2-s2.0-0037005233
1011,1011,2-s2.0-0036763653
1015,1015,2-s2.0-0036717420
1030,1030,2-s2.0-0036466635
1036,1036,2-s2.0-0036428502
1037,1037,2-s2.0-0036376955
1048,1048,2-s2.0-0036138135
1072,1072,2-s2.0-0010061572
1102,1102,2-s2.0-8744297229
1105,1105,2-s2.0-8744293010
1143,1143,2-s2.0-8744231944
1145,1145,2-s2.0-8744228045
1148,1148,2-s2.0-8744222684
1156,1156,2-s2.0-84882501919
1182,1182,2-s2.0-3142689168
1190,1190,2-s2.0-20844438498
1202,1202,2-s2.0-1642519786
1247,1247,2-s2.0-0142030642
1249,1249,2-s2.0-85083930225
1255,1255,2-s2.0-0141998660
1265,1265,2-s2.0-0141818370
1290,1290,2-s2.0-0042941729
1297,1297,2-s2.0-0043133597
1310,1310,2-s2.0-3042840196
1316,1316,2-s2.0-0038710923
1326,1326,2-s2.0-0038290399
1339,1339,2-s2.0-60949629822
1340,1340,2-s2.0-33645161681
1344,1344,2-s2.0-0037630373
1360,1360,2-s2.0-85159619155
1370,1370,2-s2.0-85139344728
1376,1376,2-s2.0-85139283398
1388,1388,2-s2.0-85066206074
1389,1389,2-s2.0-85066196083
1399,1399,2-s2.0-85032751408
1404,1404,2-s2.0-85023567830
1416,1416,2-s2.0-84978320685
1420,1420,2-s2.0-84949817602
1422,1422,2-s2.0-84946094111
1425,1425,2-s2.0-84946079540
1434,1434,2-s2.0-84946039493
1438,1438,2-s2.0-84945972873
1448,1448,2-s2.0-84941214021
1482,1482,2-s2.0-77951181087
1497,1497,2-s2.0-40949130335
1510,1510,2-s2.0-34848812742
1525,1525,2-s2.0-22944443721
1526,1526,2-s2.0-21944448095
1528,1528,2-s2.0-2142858759
1531,1531,2-s2.0-21244473350
1545,1545,2-s2.0-13644276179
1565,1565,2-s2.0-0142230528
1566,1566,2-s2.0-0142215459
1570,1570,2-s2.0-0142075176
1586,1586,2-s2.0-0042515177
1609,1609,2-s2.0-0037673576
1619,1619,2-s2.0-0037341151
1628,1628,2-s2.0-0037257290
1630,1630,2-s2.0-0012232979
1639,1639,2-s2.0-10344267005
1664,1664,2-s2.0-35048824871
1673,1673,2-s2.0-31544438272
1691,1691,2-s2.0-21644455146
1692,1692,2-s2.0-21644454413
1705,1705,2-s2.0-15744385979
1709,1709,2-s2.0-14344265725
1715,1715,2-s2.0-12744253461
1721,1721,2-s2.0-11144279967
1743,1743,2-s2.0-5444272481
1747,1747,2-s2.0-5444268805
