corpus_position,source_row_abs,EID_o_identificador
13,13,2-s2.0-8644271674
93,93,2-s2.0-1542610676
104,104,2-s2.0-0034171702
144,144,2-s2.0-84944075145
188,188,2-s2.0-23044518829
208,208,2-s2.0-0242619753
249,249,2-s2.0-0034280406
272,272,2-s2.0-0033881512
344,344,2-s2.0-8744256388
348,348,2-s2.0-8744242918
383,383,2-s2.0-0035785271
496,496,2-s2.0-84901933346
560,560,2-s2.0-17544405304
651,651,2-s2.0-0034981480
773,773,2-s2.0-0036949575
899,899,2-s2.0-84964425589
944,944,2-s2.0-4944258304
992,992,2-s2.0-0037648655
1004,1004,2-s2.0-0036952952
1059,1059,2-s2.0-0036036145
1094,1094,2-s2.0-8744303072
1128,1128,2-s2.0-8744249373
1265,1265,2-s2.0-0141818370
1354,1354,2-s2.0-0037305816
1606,1606,2-s2.0-0037959715
1706,1706,2-s2.0-15544390069
1719,1719,2-s2.0-11144287249
1731,1731,2-s2.0-23844547693
1853,1853,2-s2.0-33644890222
1878,1878,2-s2.0-2542472603
2007,2007,2-s2.0-84902400017
2029,2029,2-s2.0-55449111554
2041,2041,2-s2.0-46349102450
2098,2098,2-s2.0-23344444231
2100,2100,2-s2.0-2142814425
2128,2128,2-s2.0-12344263717
2171,2171,2-s2.0-84892124497
2191,2191,2-s2.0-84867425031
2226,2226,2-s2.0-38549173829
2251,2251,2-s2.0-33845283871
2262,2262,2-s2.0-33745809131
2283,2283,2-s2.0-29644432247
2358,2358,2-s2.0-27544482504
2381,2381,2-s2.0-23944500138
2408,2408,2-s2.0-20944451643
2541,2541,2-s2.0-85165452644
2558,2558,2-s2.0-85070969659
2663,2663,2-s2.0-77949544506
2752,2752,2-s2.0-22544477841
2753,2753,2-s2.0-22544477119
2875,2875,2-s2.0-84899594979
2894,2894,2-s2.0-84872100481
2930,2930,2-s2.0-48749086757
2974,2974,2-s2.0-33846538464
3004,3004,2-s2.0-33845258541
3047,3047,2-s2.0-33750152201
3055,3055,2-s2.0-33747878311
3065,3065,2-s2.0-33748895273
3112,3112,2-s2.0-33745606215
3113,3113,2-s2.0-33750352765
3117,3117,2-s2.0-33748441950
3144,3144,2-s2.0-33745098022
3171,3171,2-s2.0-33746196644
3225,3225,2-s2.0-33645682885
3260,3260,2-s2.0-85057463310
3270,3270,2-s2.0-85029124886
